index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ran@0,spot_market_loss_00Ran@0,balance_00Ran@0,inventory_00Ran@0_input,inventory_00Ran@0_output,productivity_00Ran@0,assets_00Ran@0,bankrupt_00Ran@0,score_00Ran@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,24,0,0,0,10.000000000000002,20,10.0,2.9939929349879715,36,1.4166666666666667,14.602127789946419,11,11.0,17.610138654647066,40,23.5,37.00000000000001,20,37.0,27,0.9740000000000002,32399,100,0,0.0,1000.0000000000002,False,-0.06008228101251357,9,1.7030000000000003,29724,120,0,0.0,1200.0000000000002,False,-0.13364950574252898,0,0.2,54390,0,47,0.7,686.3000061274817,False,0.008850201888628091,11,0.8320000000000001,52929,194,0,0.0,580.8346293876665,False,-0.019051161876876232,0,0.2,66795,0,3,0.0,52.8304159639412,False,0.0047728739321240225,40,3.228000000000001,53406.0,62,0,0.0,905.331922976678,False,-0.1901439618445757,0,0.2,93489,59,18,1.0,1704.9981806241772,False,0.015505743644439698,0,0.2,91882,106,21,1.0,2643.674697392589,False,0.0032597856718043455,0.3375,475014,0.0,0.0,21,0,0,16,12,12.0,17,33,20,158.0,43.0,13,11,20,940,1.6502824149793014,45.22637318802299
11,20,0,0,0,10.000000000000002,20,10.0,2.8044713342174754,50,2.0999999999999996,14.38663425150432,3,10.0,17.378171283486427,12,13.0,37.00000000000001,20,37.0,20,1.1470000000000005,31870,111,0,0.0,1110.0000000000002,False,-0.07362436432203874,30,1.9940000000000004,28897,129,0,0.0,1290.0000000000002,False,-0.15599108622364435,0,0.2,54364,8,57,1.0,842.4739230094862,False,0.009810277063106977,3,0.8510000000000002,52808,226,0,0.0,633.8105215331494,False,-0.02079322321776542,0,0.2,66795,0,3,0.0,52.134513850459285,False,0.004767641900114801,12,3.3080000000000007,53148.0,65,0,0.0,935.1312263477809,False,-0.19379938630497584,0,0.2,93859,49,18,1.0,1517.5303928908352,False,0.018479512561171706,0,0.2,92096,108,21,1.0,2653.842498616534,False,0.00561803693510591,0.375,473837,0.0,0.0,22,0,0,13,12,12.0,19,32,20,164.0,27.0,11,9,20,940,1.461594171996694,46.687967360019684
12,20,0,0,0,10.000000000000002,20,10.0,2.5202551741481867,41,1.048780487804878,13.585163429835964,26,11.807692307692308,16.53481059404934,58,13.413793103448276,37.00000000000001,20,37.0,40,1.5270000000000004,30809,120,0,0.0,1200.0000000000002,False,-0.10265127706988172,1,1.9740000000000004,28770,140,0,0.0,1400.0000000000002,False,-0.15804811153648363,0,0.2,54450,0,64,1.0,869.4504595095017,False,0.011644060784744677,23,1.078,52344,265,0,0.0,667.8676211492694,False,-0.02903187269690827,0,0.2,66765,0,4,0.1,66.13924237619736,False,0.004421833591785463,58,3.8760000000000012,49865.0,90,0,0.0,1222.6647086852367,False,-0.24100306215652267,0,0.2,93848,74,16,1.0,1815.5759839596512,False,0.019965210191277047,0,0.2,92069,121,23,1.0,2851.7120818799704,False,0.006392353590811506,0.3875,468920,0.0,0.0,24,0,0,13,14,14.0,14,27,27,105.0,49.0,7,13,27,1030,1.3281457299599424,48.016113089979626
13,27,0,0,0,10.000000000000002,20,10.0,2.42989112791524,20,1.4,13.45475706094727,4,11.0,16.398066997159088,24,15.0,37.00000000000001,20,37.0,18,1.6670000000000005,30288,136,0,0.0,1360.0000000000002,False,-0.11525055711102222,2,1.993,28696,144,0,0.0,1440.0000000000002,False,-0.1595908805211131,0,0.2,54448,0,65,0.1,874.5592089615725,False,0.011654279108635167,4,1.0950000000000002,52266,284,0,0.0,690.0890803279282,False,-0.030264786460399123,0,0.2,66765,0,4,0.0,65.59226798863635,False,0.004417721249764134,24,4.058000000000001,49209.0,94,0,0.0,1264.7471637290432,False,-0.2505507400778221,0,0.2,94144,64,18,1.0,1715.4762878181818,False,0.022612653727183744,0,0.2,92153,135,21,1.0,2990.739044616477,False,0.008044795236953664,0.2625,467969,0.0,0.0,24,0,0,16,7,7.0,20,36,26,163.0,44.0,14,13,26,940,3.280519013002049,51.296632102981675
14,26,0,0,0,10.000000000000002,20,10.0,2.3598223496045563,24,1.7083333333333333,13.445340239223349,6,13.333333333333334,16.30144069747026,18,15.0,37.00000000000001,20,37.0,0,1.6490000000000007,30178,147,0,0.0,1470.0000000000002,False,-0.11682189589166334,24,2.2310000000000003,28045,153,0,0.0,1530.0000000000002,False,-0.1769041769041769,0,0.2,54454,2,74,1.0,999.6748224017368,False,0.012917947601070314,5,1.1410000000000002,52179,296,0,0.0,698.5074154829487,False,-0.03179080036603553,0,0.2,66765,0,4,0.0,65.20576278988104,False,0.004414815370427912,18,4.214000000000001,48711.0,100,0,0.0,1344.5340239223349,False,-0.25743914633764636,0,0.2,94431,62,17,1.0,1639.6893232431562,False,0.025294072847672044,0,0.2,92336,135,22,1.0,3014.6944941584848,False,0.010143564085200887,0.375,467099,0.0,0.0,23,0,0,19,8,8.0,18,37,21,196.0,41.0,15,11,21,970,2.241067324997857,53.53769942797953
15,21,0,0,0,10.000000000000002,20,10.0,2.361191353429794,13,2.3846153846153846,12.678540583382365,33,11.06060606060606,16.272356963706887,3,14.0,37.00000000000001,20,37.0,1,1.6590000000000003,30082,155,0,0.0,1550.0000000000002,False,-0.1184218044683161,12,2.327000000000001,27704,165,0,0.0,1650.0000000000002,False,-0.18493228958345237,0,0.2,54487,1,82,1.0,1042.0015191907837,False,0.013916295128295097,31,1.4460000000000004,51502,300,0,0.0,708.3574060289383,False,-0.04417859467652536,0,0.2,66765,0,4,0.0,65.08942785482755,False,0.004413940724278515,3,4.226000000000001,48292.0,133,0,0.0,1686.2458975898544,False,-0.2611704115723126,0,0.2,94648,55,20,1.0,1634.979633003879,False,0.027604544800399783,0,0.2,92817,125,19,1.0,2737.044620463361,False,0.013826786689397115,0.375,466297,0.0,0.0,24,0,0,15,7,7.0,17,32,20,141.0,33.0,10,11,20,1000,1.5806311760097742,55.11833060398931
16,20,0,0,0,10.000000000000002,20,10.0,2.317309571054113,23,1.9130434782608696,12.753828271851024,12,13.333333333333334,15.980179574948123,29,13.827586206896552,37.0,20,37.0,9,1.7480000000000004,29818,165,0,0.0,1650.0000000000002,False,-0.12453574081481059,14,2.455000000000001,27350,175,0,0.0,1750.0000000000002,False,-0.19361750757099594,0,0.2,54533,0,90,1.0,1147.8445444665922,False,0.015739632319563757,10,1.5150000000000001,51332,314,0,0.0,727.6352053109915,False,-0.04713439620563851,0,0.2,66765,0,4,0.0,63.92071829979249,False,0.004405153962917854,29,4.513000000000001,47225.0,145,0,0.0,1849.3050994183984,False,-0.2759886239969145,0,0.2,94816,52,23,1.0,1681.9693378973025,False,0.029665823499732603,0,0.2,92988,137,16,1.0,2781.2846017678926,False,0.015905558614912094,0.375,464827,0.0,0.0,25,0,0,15,8,8.0,19,34,20,151.0,27.0,11,9,20,1000,1.5666421730420552,56.68497277703136
17,20,0,0,0,10.000000000000002,20,10.0,2.330033096058299,7,2.7142857142857144,12.733906472053826,8,12.5,15.730647380450618,39,14.333333333333334,37.0,20,37.0,6,1.7990000000000004,29598,178,0,0.0,1780.0000000000002,False,-0.12896405919661733,1,2.4510000000000005,27263,182,0,0.0,1820.0000000000002,False,-0.19510313696360207,0,0.2,54562,0,90,0.1,1146.0515824848444,False,0.016257640890686605,7,1.5750000000000002,51216,320,0,0.0,745.6105907386557,False,-0.04910686422189877,0,0.2,66765,0,4,0.0,62.92258952180247,False,0.0043976496866489,39,4.8740000000000006,45682.0,153,0,0.0,1948.2876902242353,False,-0.2984460506869944,0,0.2,95130,46,23,1.0,1574.6097795007286,False,0.03246794856621954,0,0.2,92855,162,16,1.0,3140.364875633,False,0.01640652348001102,0.2625,463071,0.0,0.0,22,0,0,12,7,7.0,16,28,18,98.0,35.0,8,12,18,970,1.366019012988545,58.05099179001991
18,18,0,0,0,10.000000000000002,20,10.0,2.186460006836623,28,1.1785714285714286,12.644959909161342,8,11.625,15.663333379071577,22,14.954545454545455,37.0,20,37.0,20,1.993,29033,191,0,0.0,1910.0000000000002,False,-0.14324895720244557,8,2.5300000000000007,27048,189,0,0.0,1890.0000000000002,False,-0.20024570024570024,0,0.2,54589,0,92,0.3,1163.3363116428434,False,0.016914606672836868,7,1.6380000000000003,51081,345,0,0.0,754.3287023586349,False,-0.05151485906439616,0,0.2,66765,0,4,0.0,62.65333351628631,False,0.004395625327170521,22,5.0550000000000015,45022.0,161,0,0.0,2035.838545374976,False,-0.30771202825863875,0,0.2,95373,47,22,1.0,1550.176668816364,False,0.03495213543888851,0,0.2,93023,163,17,1.0,3182.123340788667,False,0.018439647263154734,0.2875,461934,0.0,0.0,23,0,0,14,10,10.0,14,28,20,113.0,33.0,7,11,20,970,1.248470983991865,59.29946277401177
19,20,0,0,0,10.000000000000002,20,10.0,2.169106063021503,3,1.0,12.571705179585395,15,12.133333333333333,15.519675066863226,15,13.333333333333334,37.0,20,37.0,3,2.0030000000000006,28872,202,0,0.0,2020.0000000000005,False,-0.14627735557968116,0,2.5220000000000007,26958,198,0,0.0,1980.0000000000005,False,-0.20153134106622478,0,0.2,54646,0,93,0.3,1169.1685817014418,False,0.018018990486253633,13,1.7610000000000001,50851,345,0,0.0,748.3415917424185,False,-0.05580943365581246,0,0.2,66735,0,5,0.1,77.59837533431613,False,0.0040568866183561675,15,5.183000000000002,44520.0,175,0,0.0,2200.048406427444,False,-0.3140258600503169,0,0.2,95525,42,26,1.0,1613.8263528082555,False,0.03693085301992576,0,0.2,93411,163,13,1.0,3010.7070358987057,False,0.021693561080605682,0.3,461518,0.0,0.0,24,0,0,13,5,5.0,17,30,27,123.0,42.0,10,10,27,1000,1.4653848290327005,60.76484760304447
20,27,0,0,0,10.000000000000002,20,10.0,2.0988103143993753,20,1.45,12.22866101001932,19,10.526315789473685,15.404235788278578,18,14.0,37.00000000000001,20,37.0,5,2.0500000000000007,28647,216,0,0.0,2160.0000000000005,False,-0.1507056739614879,15,2.6720000000000006,26592,204,0,0.0,2040.0000000000005,False,-0.21113079252614136,0,0.2,54653,7,102,1.0,1262.0150952227661,False,0.019003696525747613,18,1.9280000000000004,50503,348,0,0.0,730.3859894109826,False,-0.06238930575810575,0,0.2,66735,0,5,0.0,77.02117894139289,False,0.004052547056879195,18,5.348000000000001,43833.0,194,0,0.0,2372.3602359437477,False,-0.3230605660114899,0,0.2,95643,50,26,1.0,1732.2117894139292,False,0.03883818144806803,0,0.2,93781,153,13,1.0,2837.8480756066224,False,0.024745955778767866,0.375,460387,0.0,0.0,21,0,0,18,11,11.0,21,39,22,194.0,43.0,16,11,22,970,1.752545184979681,62.517392788024154
21,22,0,0,0,10.000000000000002,20,10.0,2.045262698971083,19,1.5263157894736843,11.940280021516031,10,9.0,15.386129842347797,10,15.0,37.000000000000014,20,37.0,9,2.1350000000000007,28373,227,0,0.0,2270.0000000000005,False,-0.15696245928804067,10,2.7570000000000006,26317,213,0,0.0,2130.0000000000005,False,-0.21770184560882236,0,0.2,54644,6,112,1.0,1349.582938603622,False,0.019644839350852674,10,2.0100000000000002,50333,358,0,0.0,732.2040462316477,False,-0.06550601767430694,0,0.2,66735,0,5,0.0,76.93064921173898,False,0.004051866423160612,10,5.4300000000000015,43573.0,204,0,0.0,2435.8171243892702,False,-0.3264930145225154,0,0.2,95939,40,28,1.0,1651.4451936939122,False,0.04158967714929826,0,0.2,94075,153,11,1.0,2761.077865879213,False,0.027497432029145143,0.375,459989,0.0,0.0,21,0,0,14,6,6.0,16,30,23,168.0,33.0,11,11,23,940,1.4765544600086287,63.99394724803278
22,23,0,0,0,10.000000000000002,20,10.0,2.086452127268757,17,2.5294117647058822,11.838787173672118,11,10.909090909090908,15.277274875017511,32,14.59375,37.000000000000014,20,37.0,7,2.1960000000000006,28139,239,0,0.0,2390.0000000000005,False,-0.1619336037940689,10,2.8470000000000004,26053,221,0,0.0,2210.0000000000005,False,-0.22410147991543342,0,0.2,54656,3,121,1.0,1438.7526043961327,False,0.02068782006890058,10,2.1,50134,368,0,0.0,767.8143828349025,False,-0.06884582988189687,0,0.2,66735,0,5,0.0,76.38637437508756,False,0.00404777437729373,32,5.740000000000001,42382.0,215,0,0.0,2545.3392423395053,False,-0.3435782867020066,0,0.2,95903,53,30,1.0,1919.6955683759286,False,0.042645911068642586,1,0.21000000000000002,94340,152,10,1.0,2692.145781002662,False,0.029978933386091904,0.375,458342,0.0,0.0,20,0,0,13,13,12.25,18,31,23,131.0,52.0,9,14,23,822,1.5039231150294654,65.49787036306225
23,23,0,0,0,10.000000000000002,20,10.0,2.1214794301781943,14,2.5714285714285716,12.364761466322767,3,30.0,15.175745941953396,13,13.538461538461538,37.00000000000001,20,37.0,4,2.2290000000000005,27963,251,0,0.0,2510.0000000000005,False,-0.16524770013142107,10,2.9370000000000007,25793,229,0,0.0,2290.0000000000005,False,-0.23038683503799784,0,0.2,54736,0,126,0.8,1557.9599447566686,False,0.0232610173147722,0,2.0900000000000003,50108,377,0,0.0,799.7977451771792,False,-0.06903030482022032,0,0.2,66705,0,6,0.1,91.05447565172038,False,0.00370695353401099,13,5.838000000000001,42022.0,217,0,0.0,2683.1532381920406,False,-0.3479553617963428,0,0.2,96134,56,29,1.0,1922.8417727493904,False,0.04514936207763845,0,0.20900000000000002,94673,142,11,1.0,2561.955923757382,False,0.032862702897478877,0.36250000000000004,458134,0.0,0.0,24,0,0,16,5,5.0,15,31,21,140.0,38.0,10,13,21,1030,1.3991950820200145,66.89706544508226
24,21,0,0,0,10.000000000000002,20,10.0,2.0863818467862503,13,1.6153846153846154,12.159023223611026,20,11.2,15.119251053219935,53,14.90566037735849,37.00000000000001,20,37.0,6,2.2850000000000006,27811,256,0,0.0,2560.0000000000005,False,-0.16887606422490142,7,2.9970000000000008,25516,244,0,0.0,2440.0000000000005,False,-0.23615793383235242,0,0.2,54748,0,135,1.0,1641.4681351874885,False,0.024251821421741558,19,2.2800000000000007,49729,380,0,0.0,792.8251017787751,False,-0.07608035406540864,0,0.2,66705,0,6,0.0,90.71550631931962,False,0.0037044050457063172,53,6.355000000000001,39384.0,237,0,0.0,2881.6885039958133,False,-0.38612949218095294,0,0.2,96323,51,32,1.0,1955.081803714217,False,0.047357304031787686,2,0.229,94344,180,10,1.0,3091.4651895795882,False,0.03217115633620512,0.375,454560,0.0,0.0,21,0,0,12,14,14.0,15,27,23,116.0,42.0,7,14,23,896,1.306202286039479,68.20326773112174
