index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,43,0,0,0,10.000000000000002,20,10.0,8.64352963000404,1,2.0,25.937130259755094,2,36.0,44.74129849739309,12,53.0,53.00000000000001,20,53.0,0,0.6050000000000001,52817,98,0,0.0,980.0000000000002,False,-0.022553495791847736,1,0.8220000000000001,51630,122,0,0.0,1220.0000000000002,False,-0.04211819498688964,0,0.2,66089,2,56,1.0,1469.7663538062934,False,0.014050247001474295,0,0.2,65747,0,30,0.0,778.1139077926528,False,0.0036125065084878422,5,0.466,97161,0,1,0.1,44.74129849739309,False,0.005518578885139123,5,0.394,96834,0,1,0.1,44.74129849739309,False,0.002135236929629553,4,0.6000000000000001,126344,0,6,0.6,318.00000000000006,False,-0.007064197860332959,9,0.8210000000000002,124227,40,0,0.0,1789.6519398957234,False,-0.017905183002379334,0.225,680849,0.0,0.0,13,0,0,12,12,10.833333333333332,21,33,40,249.0,76.0,15,28,40,590,2.244384255260229,40.69259867537767
11,40,0,0,0,10.000000000000002,20,10.0,8.720159678850555,5,10.0,26.72644145850725,3,36.0,45.34501959788704,6,53.0,53.00000000000001,20,53.0,5,0.655,52687,104,0,0.0,1040.0000000000002,False,-0.024387113335900396,0,0.8210000000000002,51490,136,0,0.0,1360.0000000000002,False,-0.043401727267726495,0,0.2,66147,0,60,0.7,1603.586487510435,False,0.015945753190616144,0,0.2,65747,0,30,0.0,801.7932437552175,False,0.003792173083820511,0,0.4610000000000001,97125,0,2,0.1,90.69003919577408,False,0.005383807755798037,5,0.43900000000000006,96861,0,2,0.2,90.69003919577408,False,0.002652302323827008,4,0.6360000000000001,126454,0,3,0.3,159.00000000000003,False,-0.006824800043955009,10,0.9120000000000001,123874,43,0,0.0,1949.8358427091428,False,-0.020047267950090875,0.1625,680385,0.0,0.0,15,0,0,15,9,8.0,18,33,43,201.0,99.0,14,26,43,520,2.1520657585933805,42.84466443397105
12,43,0,0,0,10.000000000000002,20,10.0,8.585985763228328,8,7.25,27.469870509756866,3,36.0,46.04417332137169,8,52.5,53.00000000000001,20,53.0,5,0.7000000000000002,52542,112,0,0.0,1120.0000000000002,False,-0.026312411757155693,3,0.851,51301,148,0,0.0,1480.0000000000002,False,-0.04576709389955443,0,0.2,66197,0,65,0.8,1785.5415831341963,False,0.018085082879102633,0,0.2,65747,0,30,0.0,824.096115292706,False,0.003961395757782629,2,0.4810000000000001,97177,0,2,0.2,92.08834664274337,False,0.005929065424949473,2,0.45400000000000007,96953,0,1,0.1,46.04417332137169,False,0.003373223866121917,3,0.6620000000000001,126477,0,2,0.2,106.00000000000001,False,-0.00685227192452297,14,1.0420000000000003,123199,49,0,0.0,2256.1644927472125,False,-0.024143212904141887,0.1625,679593,0.0,0.0,15,0,0,9,12,11.5,27,36,47,243.0,129.0,16,27,47,573,1.9149227757006884,44.759587209671736
13,47,0,0,0,10.000000000000002,20,10.0,8.514943609259586,7,7.714285714285714,27.948018266680958,2,36.0,45.309085480726296,7,37.57142857142857,53.00000000000001,20,53.0,5,0.7450000000000001,52382,121,0,0.0,1210.0000000000002,False,-0.028421071932816254,2,0.8680000000000001,51147,159,0,0.0,1590.0000000000002,False,-0.04758237526816657,0,0.2,66215,0,70,0.7,1956.361278667667,False,0.019654323945094445,0,0.2,65747,0,30,0.0,838.4405480004287,False,0.004070233906950292,2,0.4990000000000001,97269,0,1,0.1,45.309085480726296,False,0.0066389502611522155,2,0.47200000000000003,96884,0,1,0.1,45.309085480726296,False,0.002655504839527798,5,0.7090000000000001,126408,0,2,0.2,106.00000000000001,False,-0.0073938604271484975,13,1.1580000000000004,122732,54,0,0.0,2446.69061595922,False,-0.02706101655393031,0.1375,678784,0.0,0.0,13,0,0,15,13,12.266666666666666,21,36,41,279.0,135.0,18,29,41,378,2.052456640638411,46.81204385031015
14,41,0,0,0,10.000000000000002,20,10.0,8.234193535704444,3,1.0,28.635988584932544,3,36.0,43.08563192042954,17,33.588235294117645,53.00000000000001,20,53.0,0,0.7400000000000002,52312,128,0,0.0,1280.0000000000002,False,-0.029062838073234686,3,0.8960000000000001,50948,172,0,0.0,1720.0000000000002,False,-0.05003942277719713,0,0.2,66320,0,70,0.3,2004.519200945278,False,0.021613092969022377,0,0.2,65747,0,30,0.0,859.0796575479764,False,0.00422683281395483,8,0.5770000000000002,97014,0,2,0.2,86.17126384085908,False,0.004211956874500075,7,0.54,96945,0,1,0.1,43.08563192042954,False,0.003275145535025516,7,0.774,126037,3,10,1.0,659.2568957612888,False,-0.008134593001101635,11,1.2550000000000001,122297,58,0,0.0,2498.9666513849133,False,-0.03027021870997966,0.2,677620,0.0,0.0,15,0,0,10,13,12.63888888888889,25,35,40,267.0,95.0,17,24,40,414,1.9551028776913881,48.767146728001535
15,40,0,0,0,10.000000000000002,20,10.0,7.494605502354873,9,1.5555555555555556,29.274473578238577,3,36.0,40.68859672151454,15,27.8,53.00000000000001,20,53.0,0,0.7400000000000002,52212,138,0,0.0,1380.0000000000002,False,-0.029979646845261016,9,0.9830000000000003,50626,182,0,0.0,1820.0000000000002,False,-0.05502686249702037,0,0.2,66414,0,76,0.9,2224.8599919461317,False,0.02471137205944142,0,0.2,65747,0,30,0.0,878.2342073471573,False,0.0043721676480860715,13,0.6990000000000002,96816,0,1,0.1,40.68859672151454,False,0.0019280320575349496,0,0.5330000000000001,96873,0,3,0.2,122.06579016454363,False,0.0029387780143018435,6,0.8270000000000002,126061,8,10,1.0,855.5087737721165,False,-0.007176013226642606,4,1.2840000000000003,122248,58,0,0.0,2359.9386098478435,False,-0.031200448145460243,0.275,676997,0.0,0.0,17,0,0,13,9,8.5,22,35,47,241.0,118.0,14,26,47,838,1.8580823009833694,50.625229028984904
16,47,0,0,0,10.000000000000002,20,10.0,7.795934819562749,10,10.0,29.274473578238577,0,,39.77428383115886,19,35.63157894736842,53.0,20,53.0,5,0.79,52017,151,0,0.0,1510.0000000000002,False,-0.032363349652529474,5,1.0240000000000002,50481,189,0,0.0,1890.0000000000002,False,-0.0570438417954783,0,0.2,66314,0,86,1.0,2517.6047277285174,False,0.025415071229237043,0,0.2,65747,0,30,0.0,878.2342073471573,False,0.0043721676480860715,5,0.7360000000000002,96912,0,0,0.0,0.0,False,0.002710812209001552,10,0.633,96751,0,0,0.0,0.0,False,0.0010450077599586135,1,0.8310000000000002,126218,7,10,1.0,808.419986818112,False,-0.006128505659921265,9,1.37,121764,68,0,0.0,2704.6513005188026,False,-0.0336465730770908,0.25,676204,0.0,0.0,13,0,0,11,13,12.0,24,35,47,265.0,160.0,16,31,47,730,1.8476803489029408,52.472909377887845
17,47,0,0,0,10.000000000000002,20,10.0,7.851862708337924,8,8.375,29.680351472032136,2,36.0,40.91381201662783,9,52.888888888888886,53.0,20,53.0,5,0.8350000000000002,51822,164,0,0.0,1640.0000000000002,False,-0.034747052459797936,3,1.0490000000000002,50351,196,0,0.0,1960.0000000000005,False,-0.058785778462328325,0,0.2,66319,0,92,0.8,2730.5923354269567,False,0.02710698606503192,0,0.2,65747,0,30,0.0,890.410544160964,False,0.004464555405027142,5,0.7810000000000001,96959,0,0,0.0,0.0,False,0.003197102948784273,4,0.6630000000000001,96717,0,2,0.2,81.82762403325566,False,0.00111654228677322,0,0.8300000000000001,126430,3,10,1.0,652.7414360498835,False,-0.00507546354461867,10,1.461,121416,71,0,0.0,2904.880653180576,False,-0.03559225193605885,0.25,675761,0.0,0.0,17,0,0,11,9,9.0,22,33,47,268.0,160.0,16,31,47,802,2.002507796511054,54.4754171743989
18,47,0,0,0,10.000000000000002,20,10.0,7.974633205918627,6,9.5,29.680351472032136,0,,41.41107702957587,4,53.0,53.00000000000001,20,53.0,5,0.8800000000000001,51667,173,0,0.0,1730.0000000000002,False,-0.03676403175825586,1,1.0560000000000003,50219,207,0,0.0,2070.0000000000005,False,-0.06019766397124888,0,0.2,66262,0,98,0.6,2908.6744442591494,False,0.027593208020419015,0,0.2,65747,0,30,0.0,890.410544160964,False,0.004464555405027142,4,0.8160000000000001,96997,0,0,0.0,0.0,False,0.0035902741852043454,0,0.6590000000000001,96717,0,2,0.0,82.82215405915174,False,0.0011216872946671606,0,0.8300000000000001,126801,0,6,0.5,318.00000000000006,False,-0.0034771551690305565,11,1.5610000000000004,121076,73,0,0.0,3023.0086231590385,False,-0.037797349265091776,0.1375,675486,0.0,0.0,13,0,0,9,9,9.0,24,33,45,294.0,141.0,17,30,45,677,3.032897966913879,57.50831514131278
19,45,0,0,0,10.000000000000002,20,10.0,7.864686671959818,15,7.333333333333333,29.885357979171303,1,36.0,42.67482524742523,11,52.72727272727273,53.000000000000014,20,53.0,10,0.9750000000000001,51437,180,0,0.0,1800.0000000000002,False,-0.040339585969158556,5,1.1050000000000004,49974,220,0,0.0,2200.0000000000005,False,-0.06349817555054367,0,0.2,66188,5,107,1.0,3237.0567371311286,False,0.028961855724992557,0,0.2,65747,0,30,0.0,896.5607393751391,False,0.004511219910885968,8,0.8920000000000001,97057,0,0,0.0,0.0,False,0.004211070874288671,1,0.6690000000000002,96795,0,1,0.1,42.67482524742523,False,0.0017210285837942854,5,0.8800000000000001,126685,0,7,0.7,371.0000000000001,False,-0.004179650400697001,9,1.6400000000000003,120699,77,0,0.0,3285.9615440517427,False,-0.03972449022373203,0.22499999999999998,674582,0.0,0.0,12,0,0,12,12,10.933333333333332,24,36,40,297.0,108.0,17,28,40,448,1.8632432781159878,59.371558419428766
20,40,0,0,0,10.000000000000002,20,10.0,7.2315827893244595,8,1.0,30.098086183830635,1,36.0,43.90585370985904,12,53.0,53.00000000000002,20,53.0,0,0.9650000000000001,51357,188,0,0.0,1880.0000000000002,False,-0.04107303298677962,8,1.1800000000000004,49654,232,0,0.0,2320.0000000000005,False,-0.0682655811650806,0,0.2,66216,3,116,1.0,3513.072745692327,False,0.03148102177374377,0,0.2,65747,0,30,0.0,902.9425855149191,False,0.004559642064363991,4,0.9240000000000002,97065,0,1,0.1,43.90585370985904,False,0.004520982171287358,7,0.738,96905,0,0,0.0,0.0,False,0.0026383859286083808,2,0.8950000000000002,126824,0,4,0.4,212.00000000000009,False,-0.0037126284310416554,11,1.741,120040,85,0,0.0,3731.9975653380184,False,-0.04314656026413032,0.1875,673808,0.0,0.0,16,0,0,6,11,10.416666666666668,25,31,37,229.0,105.0,13,27,37,554,1.5207419963553548,60.89230041578412
21,37,0,0,0,10.000000000000002,20,10.0,7.369689732892346,6,9.166666666666666,30.888445403940754,4,36.0,44.47079916498452,6,53.0,53.00000000000002,20,53.0,5,1.0150000000000001,51217,195,0,0.0,1950.0000000000005,False,-0.04299833140803491,1,1.1820000000000002,49505,245,0,0.0,2450.0000000000005,False,-0.06980581990208483,0,0.2,66305,0,121,0.9,3737.501893876831,False,0.034534446370730665,0,0.2,65747,0,30,0.0,926.6533621182226,False,0.004739547195045613,1,0.9300000000000002,97057,0,2,0.2,88.94159832996904,False,0.004671192955664537,4,0.7710000000000001,96877,0,2,0.2,88.94159832996904,False,0.002808802888411562,6,0.9530000000000001,126855,0,2,0.2,106.00000000000004,False,-0.0038853088231831276,10,1.8300000000000003,119647,89,0,0.0,3957.9011256836225,False,-0.045344689192234,0.1875,673210,0.0,0.0,17,0,0,4,9,7.833333333333333,27,31,37,196.0,87.0,12,25,37,450,1.5071313818916678,62.39943179767579
22,37,0,0,0,10.000000000000002,20,10.0,7.435163219165787,7,8.142857142857142,31.071769752262664,1,36.0,44.6626263200335,2,53.0,53.00000000000002,20,53.0,5,1.0600000000000003,51032,207,0,0.0,2070.0000000000005,False,-0.04529035333810074,2,1.2010000000000003,49379,253,0,0.0,2530.0000000000005,False,-0.07138273098997011,0,0.2,66284,0,127,0.7,3946.1147585373583,False,0.035798618763371835,0,0.2,65747,0,30,0.0,932.15309256788,False,0.004781276310114625,0,0.9290000000000003,97021,0,3,0.1,133.98787896010052,False,0.0045317531244702105,0,0.7670000000000001,96983,0,0,0.0,0.0,False,0.003445421624418003,7,1.0170000000000001,126791,0,1,0.1,53.00000000000002,False,-0.004595653163583275,11,1.93,119363,90,0,0.0,4019.636368803015,False,-0.0473315527546329,0.11249999999999999,672600,0.0,0.0,11,0,0,4,11,10.333333333333334,25,29,38,173.0,106.0,10,27,38,342,1.4755073860287666,63.874939183704555
23,38,0,0,0,10.000000000000002,20,10.0,7.435163219165787,0,,31.749322060316942,4,36.0,45.02378662621354,4,52.25,53.00000000000002,20,53.0,0,1.0550000000000002,50942,216,0,0.0,2160.0000000000005,False,-0.046115481232924437,0,1.1990000000000003,49269,264,0,0.0,2640.0000000000005,False,-0.07239122063919907,0,0.2,66428,0,123,0.0,3905.166613418984,False,0.0376731206821071,0,0.2,65747,0,30,0.0,952.4796618095082,False,0.004935503822646464,0,0.9290000000000003,97002,0,4,0.2,180.09514650485417,False,0.004573694498214392,3,0.7970000000000002,96941,0,2,0.2,90.04757325242709,False,0.0034767075698522274,5,1.0600000000000003,126569,0,4,0.4,212.00000000000009,False,-0.005714151158135994,14,2.0590000000000006,119013,90,0,0.0,4052.1407963592187,False,-0.04995117541832131,0.1,671911,0.0,0.0,15,0,0,10,10,10.0,20,30,35,181.0,105.0,11,27,35,450,1.5852220840752125,65.46016126777977
24,35,0,0,0,10.000000000000002,20,10.0,7.5892634991418015,6,9.5,32.05095025737239,2,36.0,41.826246165206165,24,31.75,53.00000000000002,20,53.0,5,1.1050000000000002,50767,227,0,0.0,2270.0000000000005,False,-0.04831582228578763,1,1.2090000000000003,49157,273,0,0.0,2730.0000000000005,False,-0.07361974439371435,0,0.2,66443,0,127,0.6,4070.470682686294,False,0.03915498712165985,0,0.2,65747,0,30,0.0,961.5285077211718,False,0.005004161793386551,12,1.0490000000000002,96828,0,1,0.1,41.826246165206165,False,0.002058076803751706,6,0.8540000000000001,96977,0,1,0.1,41.826246165206165,False,0.0035997219149777795,5,1.1050000000000002,126677,0,2,0.2,106.00000000000004,False,-0.0052824501777823125,11,2.1550000000000002,118051,112,0,0.0,4684.5395705030905,False,-0.05502013464948595,0.125,670647,0.0,0.0,13,0,0,3,15,13.666666666666668,22,25,40,106.0,110.0,6,29,40,586,1.4893625117838383,66.9495237795636
