index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Ind@0,spot_market_loss_01Ind@0,balance_01Ind@0,inventory_01Ind@0_input,inventory_01Ind@0_output,productivity_01Ind@0,assets_01Ind@0,bankrupt_01Ind@0,score_01Ind@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,49,0,0,0,10.0,8,10.0,20.857744486707496,4,22.0,11.557730203009015,25,10.4,42.12893642647399,15,47.0,41.00000000000001,20,41.0,0,0.2,27932,0,1,0.0,20.857744486707496,False,0.0073699932310675636,0,0.56,28470,24,20,1.0,657.15488973415,False,0.038235541310371136,10,1.2000000000000002,36542.0,58,0,0.0,1209.7491802290347,False,-0.06837021066600166,15,1.4300000000000002,35380.0,89,0,0.0,1856.3392593169672,False,-0.08940461892362037,0,0.2,57651,35,49,1.0,2468.8384420025413,False,0.029303417661578943,0,0.2,58069,35,40,1.0,2089.6780141642753,False,0.03329614233917986,0,0.5780000000000001,78174,0,6,0.5,246.00000000000006,False,-0.009550675504731062,11,0.8230000000000002,75628,50,0,0.0,2106.4468213236996,False,-0.029990089932426047,0.4375,397846,0.0,0.0,13,0,0,29,13,13.0,21,50,49,456.0,306.0,27,22,49,1242,2.683711822028272,46.931269108026754
11,49,0,0,0,10.0,12,10.0,21.006525297083616,16,22.0,11.407475145028704,25,10.4,42.12893642647399,0,,41.00000000000001,20,41.0,0,0.2,27932,0,1,0.0,21.006525297083616,False,0.007372675126128086,0,0.56,28702,26,14,1.0,554.0913541591706,False,0.04474171451004349,20,1.3900000000000001,35946.0,66,0,0.0,1386.4306696075187,False,-0.08110211584772249,5,1.4650000000000003,35134.0,97,0,0.0,2037.6329538171108,False,-0.0933008181749917,0,0.2,57546,35,59,1.0,2884.8688792379703,False,0.03110409969793187,0,0.2,57914,40,50,1.0,2562.745827124848,False,0.0347213360408751,3,0.6080000000000001,78392,0,0,0.0,0.0,False,-0.00834893487830795,11,0.9220000000000002,75444,50,0,0.0,2106.4468213236996,False,-0.03231767177728766,0.375,397010,0.0,0.0,9,0,0,25,13,12.333333333333334,21,46,48,423.0,266.0,25,24,48,636,2.6492941469768994,49.58056325500365
12,48,0,0,0,9.999999999999998,9,10.0,21.14562940700862,18,22.0,11.313613655164017,20,10.5,42.12893642647399,0,,41.0,20,41.0,0,0.2,27932,0,1,0.0,21.14562940700862,False,0.007375182590796173,4,0.6000000000000001,28936,25,10,1.0,461.45629407008613,False,0.051507972710182516,5,1.4200000000000002,35683.0,75,0,0.0,1585.9222055256464,False,-0.08519647122707547,15,1.6100000000000003,34656.0,106,0,0.0,2241.436717142914,False,-0.10273321900605775,0,0.2,57546,25,69,1.0,3189.736954805806,False,0.03376861118710173,0,0.2,57704,50,60,1.0,3093.4168683466405,False,0.035688588057356724,11,0.7150000000000001,78208,0,0,0.0,0.0,False,-0.01067651672316956,9,1.0010000000000001,75310,50,0,0.0,2106.4468213236996,False,-0.034012758555610784,0.375,395975,0.0,0.0,7,0,0,21,17,16.444444444444443,20,41,43,312.0,277.0,19,29,43,288,2.5836057019769214,52.164168956980575
13,43,0,0,0,9.999999999999998,10,10.0,21.276879111907455,21,22.0,11.249098491357698,25,10.8,42.12893642647399,0,,41.00000000000001,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,10,0.6960000000000002,29096,25,10,1.0,462.7687911190745,False,0.05729989168503629,15,1.5650000000000002,35166.0,86,0,0.0,1829.811603624041,False,-0.0951043111425772,10,1.6950000000000003,34281.0,116,0,0.0,2468.1179769812647,False,-0.10929553862286186,0,0.2,57381,30,79,1.0,3665.6589324321762,False,0.03504395228401286,0,0.2,57599,50,70,1.0,3511.480474421064,False,0.037507039752670654,7,0.774,78118,0,0,0.0,0.0,False,-0.011815007842938825,13,1.122,75064,50,0,0.0,2106.4468213236996,False,-0.037124634282980115,0.375,394659,0.0,0.0,9,0,0,25,17,17.0,16,41,38,378.0,228.0,21,22,38,342,3.9781868650461547,56.14235582202673
14,38,0,0,0,9.999999999999996,14,10.0,21.341142413860883,12,22.0,11.148749838704608,20,10.25,41.2295068981412,8,32.0,41.00000000000001,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,2,0.706,29184,29,10,1.0,503.4114241386087,False,0.06120505126791067,5,1.6000000000000003,35096.0,86,0,0.0,1835.338247592036,False,-0.09679058200295892,15,1.8350000000000002,33737.0,128,0,0.0,2731.666228974193,False,-0.11963401011995342,0,0.2,57226,35,89,1.0,4059.6323582892283,False,0.035777870250216066,0,0.2,57805,45,72,1.0,3470.218239407874,False,0.04074724465912592,12,0.8870000000000002,77652,0,8,0.8,328.00000000000006,False,-0.01563527804483125,8,1.1890000000000003,74952,50,0,0.0,2061.47534490706,False,-0.038825865601711175,0.475,393606,0.0,0.0,9,0,0,23,15,14.166666666666668,16,39,43,288.0,244.0,16,22,43,396,2.1625211700447835,58.30487699207151
15,43,0,0,0,9.999999999999996,8,10.0,21.381106322366282,3,23.0,11.029961760644124,43,10.534883720930232,42.47017054065841,20,47.5,41.00000000000001,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,0,0.7040000000000002,29173,27,17,1.0,633.4788074802267,False,0.06315305370755331,33,1.9250000000000003,34138.0,89,0,0.0,1902.9184626905992,False,-0.11996942213163536,10,1.9200000000000004,33572.0,128,0,0.0,2736.781609262884,False,-0.12370800279308206,0,0.2,57463,48,89,1.0,4309.2833426295165,False,0.04210249560934041,0,0.2,58065,55,72,1.0,3664.500175762832,False,0.046989985629558584,0,0.8750000000000002,77510,0,10,1.0,410.00000000000006,False,-0.016912918079238982,12,1.3010000000000002,74262,60,0,0.0,2548.2102324395046,False,-0.04447572336917782,0.5,392137,0.0,0.0,14,0,0,17,14,14.0,24,41,48,342.0,280.0,19,24,48,1427,2.5435770680196583,60.84845406009117
16,48,0,0,0,9.999999999999996,12,10.0,21.537815400412235,38,22.0,11.004409500878031,25,10.8,42.91878133583169,10,47.0,41.00000000000001,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,21,0.9140000000000001,29423,29,10,1.0,505.3781540041222,False,0.06985684176948813,20,2.0920000000000005,33305.0,108,0,0.0,2326.0840632445215,False,-0.1355543342205939,5,1.9600000000000002,33089.0,147,0,0.0,3166.0588638605986,False,-0.13043840614124097,0,0.2,57538,53,94,1.0,4617.599149114714,False,0.046108122403072195,0,0.2,58190,55,77,1.0,3909.9886854073316,False,0.05132049752143305,2,0.8950000000000002,77667,0,5,0.5,205.00000000000003,False,-0.01622349845671204,8,1.369,73915,65,0,0.0,2789.7207868290598,False,-0.04733769678927117,0.4375,391081,0.0,0.0,17,0,0,25,13,12.40909090909091,22,47,50,435.0,310.0,25,23,50,1311,2.6874834120390005,63.53593747213017
17,50,0,0,0,10.0,14,10.0,21.607549900054302,24,22.0,10.981946172612675,25,10.8,40.583221499707285,9,17.0,41.00000000000001,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,14,1.0330000000000001,29535,33,10,1.0,546.075499000543,False,0.07462822660250458,15,2.2220000000000004,32766.0,120,0,0.0,2592.905988006516,False,-0.14572635633127032,10,2.0550000000000006,32670.0,159,0,0.0,3435.600434108634,False,-0.13756676906542475,0,0.2,57586,53,95,1.0,4437.449189620664,False,0.045372661553432676,0,0.2,58025,60,87,1.0,4189.657040831295,False,0.05088060480720952,5,0.9430000000000003,77816,0,0,0.0,0.0,False,-0.01563527804483125,10,1.461,73602,74,0,0.0,3003.158390978339,False,-0.049947133589419934,0.375,389954,0.0,0.0,9,0,0,27,16,15.166666666666668,22,49,49,441.0,327.0,26,24,49,498,2.3513314410229214,65.8872689131531
18,49,0,0,0,9.999999999999998,8,10.0,21.607549900054302,0,,10.926606879993244,50,10.7,40.921340239248885,5,47.0,41.0,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,0,1.0190000000000001,29455,31,20,1.0,742.150998001086,False,0.07527851680007731,25,2.4570000000000003,32181.0,120,0,0.0,2592.905988006516,False,-0.16039793860498935,25,2.2950000000000004,32090.0,159,0,0.0,3435.600434108634,False,-0.1521129532000522,0,0.2,57371,63,105,1.0,4985.116958560707,False,0.04640106415564608,0,0.2,57940,80,92,1.0,4638.891852410357,False,0.053321084553220335,11,1.048,77395,0,5,0.5,205.0,False,-0.019664271618681374,9,1.5410000000000001,73464,74,0,0.0,3028.1791777044173,False,-0.051534564731414684,0.4375,387850,0.0,0.0,6,0,0,24,22,22.0,19,43,52,387.0,300.0,23,26,52,315,2.626878800976556,68.51414771412965
19,52,0,0,0,10.0,13,10.0,21.653532597911006,19,22.0,10.877244201815369,30,10.5,40.921340239248885,0,,41.0,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,0,1.0190000000000001,29743,34,11,1.0,578.188858577021,False,0.08270583420897364,10,2.5320000000000005,31840.0,128,0,0.0,2771.652172532609,False,-0.16670864780010783,20,2.4700000000000006,31433.0,170,0,0.0,3681.100541644871,False,-0.16551174301350693,0,0.2,57216,68,115,1.0,5445.606733237067,False,0.047716327267012824,0,0.2,57780,85,102,1.0,5098.542461557692,False,0.054541614619707496,7,1.1070000000000002,77506,0,0,0.0,0.0,False,-0.019556747457369832,8,1.612,73350,74,0,0.0,3028.1791777044173,False,-0.05297665348312242,0.375,386822,0.0,0.0,11,0,0,31,16,16.0,15,46,45,402.0,321.0,24,28,45,753,2.4924284599837847,71.00657617411343
20,45,0,0,0,9.999999999999998,14,10.0,21.679855915378596,12,22.0,10.882288781097376,10,11.0,40.921340239248885,0,,41.00000000000001,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,1,1.0290000000000001,29849,38,10,1.0,596.7985591537858,False,0.08686276153929244,10,2.6220000000000003,31685.0,128,0,0.0,2775.0215571684603,False,-0.17055373865562595,0,2.4500000000000006,31169.0,182,0,0.0,3945.7337765989046,False,-0.16881431323704127,0,0.2,57161,63,125,1.0,5800.751723115245,False,0.049858865939932925,0,0.2,57725,80,112,1.0,5453.773209283665,False,0.05668490280623387,10,1.2000000000000002,77352,0,0,0.0,0.0,False,-0.021504832262308354,10,1.7040000000000004,73198,74,0,0.0,3028.1791777044173,False,-0.0548994384853994,0.375,386093,0.0,0.0,8,0,0,23,12,11.083333333333332,15,38,36,324.0,284.0,18,27,36,140,2.1333521680207923,73.13992834213423
21,36,0,0,0,9.999999999999996,9,10.0,21.69891847037456,9,22.0,10.87385782285648,25,10.8,41.25754750506942,5,47.0,41.00000000000001,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,0,1.0280000000000002,29957,37,11,1.0,608.6881031741201,False,0.09097065583629176,5,2.6620000000000004,31615.0,128,0,0.0,2777.461564207944,False,-0.1722787153686963,20,2.650000000000001,30561.0,191,0,0.0,4144.493427841541,False,-0.1815703179113493,0,0.2,57001,68,135,1.0,6309.191245138612,False,0.05150580542518324,0,0.2,57850,80,117,1.0,5697.0416839216405,False,0.060996011850597234,6,1.2500000000000002,77043,0,5,0.5,205.00000000000003,False,-0.02411703688711228,14,1.8340000000000003,72917,74,0,0.0,3053.0585153751367,False,-0.05829670017599092,0.4375,384898,0.0,0.0,7,0,0,20,17,17.0,18,38,37,252.0,243.0,14,22,37,523,2.079441910958849,75.21937025309308
22,37,0,0,0,10.0,6,10.0,21.723324780131,12,22.0,10.851921963016776,35,10.714285714285714,41.5900176106603,5,47.0,41.00000000000001,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,1,1.0380000000000003,30143,33,10,1.0,547.23324780131,False,0.09656848453027096,25,2.9070000000000005,30903.0,134,0,0.0,2910.9255205375543,False,-0.18846179719938866,10,2.730000000000001,30269.0,197,0,0.0,4279.494981685807,False,-0.1872006748716449,0,0.2,57076,73,140,1.0,6614.792768792666,False,0.055487709702954705,0,0.2,57635,90,127,1.0,6258.605213225367,False,0.0621458617807108,2,1.2640000000000002,76995,0,5,0.5,205.00000000000003,False,-0.024724232150989223,13,1.9500000000000004,72673,74,0,0.0,3077.661303188862,False,-0.061227664681545974,0.4375,383648,0.0,0.0,8,0,0,21,17,15.666666666666668,16,37,39,291.0,239.0,17,20,39,591,2.1572624130058102,77.37663266609889
23,39,0,0,0,10.000000000000002,11,10.0,21.75943691978153,20,22.0,10.830475935823571,30,10.666666666666666,42.69720945427986,20,47.0,41.0,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,10,1.1370000000000002,30293,34,10,1.0,557.5943691978154,False,0.10216299605591278,5,2.9320000000000004,30613.0,144,0,0.0,3133.35891644854,False,-0.19294561587479575,25,2.9700000000000006,29469.0,207,0,0.0,4504.203442394776,False,-0.2044465748451988,0,0.2,57386,78,140,1.0,6822.386446593418,False,0.06272078210240886,0,0.2,57945,95,127,1.0,6451.440814596781,False,0.06924995031023769,5,1.3120000000000003,76911,0,5,0.5,205.0,False,-0.02578682386277387,10,2.0370000000000004,71816,89,0,0.0,3800.0516414309072,False,-0.0674995468714839,0.4375,382387,0.0,0.0,13,0,0,22,15,14.333333333333332,19,41,44,324.0,257.0,18,21,44,1393,2.1747749960049987,79.55140766210388
24,44,0,0,0,10.000000000000004,8,10.0,21.75943691978153,0,,10.81869458819377,40,10.75,43.13648508816444,10,47.0,41.0,20,41.0,0,0.2,27954,0,0,0.0,0.0,False,0.007787151200519144,0,1.1270000000000002,30213,32,20,1.0,755.1887383956307,False,0.10284066512357826,30,3.2270000000000008,29843.0,144,0,0.0,3133.35891644854,False,-0.21225692929490458,10,3.045000000000001,29309.0,207,0,0.0,4504.203442394776,False,-0.2084593152961305,0,0.2,57406,88,145,1.0,7206.835461544895,False,0.06643041708074683,0,0.2,57965,105,132,1.0,6829.978963398052,False,0.07290792500653791,5,1.3570000000000004,76833,0,5,0.5,205.0,False,-0.0267735161665739,10,2.1270000000000002,71421,94,0,0.0,4054.8295982874574,False,-0.07088479988939261,0.4375,380944,0.0,0.0,8,0,0,31,16,15.333333333333334,16,47,54,372.0,270.0,24,20,54,673,2.366196282033343,81.91760394413723
