index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Buy@1,spot_market_loss_03Buy@1,balance_03Buy@1,inventory_03Buy@1_input,inventory_03Buy@1_output,productivity_03Buy@1,assets_03Buy@1,bankrupt_03Buy@1,score_03Buy@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,37,0,0,0,9.999999999999998,12,10.0,27.82122836911523,0,,23.34171894204154,57,28.92982456140351,39.2436067481091,92,45.40217391304348,62.0,20,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,0.6410000000000001,32423,18,20,1.0,736.4245673823045,False,0.04650578552662128,10,0.7320000000000002,45304,37,10,1.0,1262.8026390776788,False,-0.03474749796089769,37,1.8750000000000002,40399,46,0,0.0,1279.7765049793006,False,-0.137639197031044,0,0.2,71483,111,37,1.0,4042.944252246648,False,0.0022289323314833554,87,4.049,40811.0,128,0,0.0,2987.740024581317,False,-0.42317571328055714,0,0.23600000000000002,97154,164,12,1.0,7179.951506689893,False,0.0018095876508516604,8,0.8200000000000001,89841,204,0,0.0,8005.695776614257,False,-0.06680607099792046,0.5,449146,0.0,0.0,13,0,0,19,13,12.8,20,39,35,350.0,153.0,21,16,35,1637,2.9344819635152817,30.634927154518664
11,35,0,0,0,10.0,15,10.0,27.82122836911523,0,,24.57632787994061,36,32.361111111111114,39.255568062068825,92,39.29347826086956,62.0,20,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,0.6410000000000002,32273,23,30,1.0,1064.636851073457,False,0.04695597196453471,25,0.9720000000000002,45528,27,10,1.0,996.9364447655172,False,-0.03283388551171989,1,1.8480000000000003,40378,46,0,0.0,1279.7765049793006,False,-0.13808047547774388,0,0.2,70318,137,47,1.0,5211.968618469098,False,-0.005685983157653229,92,4.8820000000000014,34005.0,128,0,0.0,3145.769968632398,False,-0.514897738177606,0,0.23600000000000002,94814,227,11,1.0,9593.013950089624,False,-0.009461755185409832,9,0.9020000000000001,89050,223,0,0.0,8753.991677841348,False,-0.07095129533103287,0.5,438097,0.0,0.0,14,0,0,24,11,10.806451612903226,20,44,36,314.0,99.0,22,13,36,1020,2.1344926757737994,32.76941983029246
12,36,0,0,0,10.0,13,10.0,27.83614694899395,1,30.0,26.12523020108931,19,45.421052631578945,40.338019278832384,66,46.0,61.99999999999999,20,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,0.6410000000000001,32173,26,39,1.0,1345.609731010764,False,0.04824806489772704,9,1.0370000000000001,45996,18,10,1.0,762.3029470927843,False,-0.025464887399474806,0,1.8470000000000004,40378,46,0,0.0,1280.4627596537216,False,-0.13807326525401126,0,0.2,70318,127,57,1.0,5617.171334431789,False,-0.002923526169320041,66,5.450000000000001,32548.0,147,0,0.0,3840.4088395601284,False,-0.5300281640585748,0,0.23600000000000002,92336,283,12,1.0,12159.659455909565,False,-0.021341762017911495,11,1.0030000000000003,88775,223,0,0.0,8995.378299179622,False,-0.0724857386528727,0.5,434255,0.0,0.0,11,0,0,14,9,8.333333333333332,20,34,33,250.0,165.0,16,20,33,718,2.1334604751318693,34.90288030542433
13,33,0,0,0,10.0,10,10.0,27.875865357534245,34,28.029411764705884,26.054455734132567,42,25.666666666666668,39.54975642730099,45,33.06666666666666,62.0,20,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,0.6410000000000002,33026,26,15,1.0,678.1379803630136,False,0.06481997160214163,0,1.0280000000000002,45477,28,20,1.0,1301.61334469361,False,-0.030704434378810076,42,2.2670000000000003,38762,60,0,0.0,1672.5519214520548,False,-0.16791115676467186,0,0.2,69429,155,65,1.0,6609.174806565112,False,-0.008282033197221851,43,5.814000000000002,29749.0,151,0,0.0,3934.2228158540174,False,-0.5675527821010484,1,0.24600000000000002,92471,298,10,1.0,12405.827415335696,False,-0.018775345481714313,7,1.0620000000000003,87755,243,0,0.0,9610.590811834141,False,-0.0795698633090325,0.5,428400,0.0,0.0,17,0,0,9,15,15.0,25,34,26,268.0,156.0,16,17,26,1926,1.6615425739437342,36.56442287936807
14,26,0,0,0,9.999999999999998,7,10.0,27.875865357534245,0,,24.71307763683773,40,16.5,39.14419088999917,66,36.84848484848485,62.0,20,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,0.6410000000000001,32956,23,25,1.0,926.8966339383561,False,0.06655544510656734,0,1.0280000000000002,45674,18,19,1.0,971.3140515355333,False,-0.030035154641455657,29,2.515000000000001,37740,60,0,0.0,1672.5519214520548,False,-0.18938670783739875,0,0.2,69968,150,64,1.0,6212.189862485607,False,-0.003639234108577762,55,6.321000000000001,25003.0,186,0,0.0,4596.632440451818,False,-0.6277482414989445,0,0.24500000000000002,91885,317,15,1.0,13338.708512129739,False,-0.0199642583076623,15,1.205,85760,280,0,0.0,10960.37344919977,False,-0.0926971746325661,0.5,420717,0.0,0.0,12,0,0,9,17,17.0,25,34,21,278.0,105.0,16,10,21,1191,1.517450018785894,38.08187289815396
15,21,0,0,0,9.999999999999998,13,10.0,27.97874793199883,15,29.0,23.98868491681714,22,15.545454545454545,39.19183340228855,6,42.333333333333336,62.0,20,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,0.6410000000000002,33261,26,20,1.0,819.5749586399766,False,0.07457673706899814,0,1.0280000000000002,45690,8,28,1.0,895.5131611268705,False,-0.030495354376779575,21,2.696000000000001,36588,75,0,0.0,2098.406094899912,False,-0.20911969052827428,0,0.2,69701,157,74,1.0,6666.419203709644,False,-0.004183068108495682,6,6.326000000000001,24832.0,191,0,0.0,4581.838819112074,False,-0.6301806709813605,0,0.24500000000000002,92295,308,18,1.0,13187.084687904873,False,-0.016641053837906653,13,1.32,85169,285,0,0.0,11169.672519652237,False,-0.0975334991365912,0.5,419267,0.0,0.0,12,0,0,12,14,14.0,18,30,17,180.0,72.0,12,9,17,1015,1.1840408025309443,39.265913700684905
16,17,0,0,0,9.999999999999996,11,10.0,28.571453105216133,36,31.0,23.821361007188777,6,16.833333333333332,38.9551228056893,32,36.28125,62.0,20,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,16,0.8010000000000002,33883,27,10,1.0,555.7145310521612,False,0.09021692939063253,0,1.0280000000000002,45248,15,33,1.0,1214.6767098154717,False,-0.03642988180235488,1,2.685000000000001,35978,94,0,0.0,2685.7165918903165,False,-0.21576712484092628,0,0.2,69804,153,81,1.0,6800.033181360715,False,-0.001867760315780266,29,6.610000000000001,23504.0,191,0,0.0,4549.879952373057,False,-0.648505747451132,0,0.24500000000000002,92119,311,24,1.0,13603.043192569372,False,-0.016323048504557534,16,1.4670000000000003,83912,304,0,0.0,11842.357332929547,False,-0.1066886232725604,0.5,416179,0.0,0.0,9,0,0,11,13,12.941176470588236,19,30,18,165.0,63.0,11,6,18,1236,1.0822558365762234,40.34816953726113
17,18,0,0,0,9.999999999999996,12,10.0,28.571453105216133,0,,23.323967368151358,15,15.666666666666666,39.146148009227986,64,40.203125,62.0,20,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,0.7850000000000001,33763,29,20,1.0,861.4290621043225,False,0.09126554321351117,0,1.0280000000000002,45398,5,33,1.0,912.5481886750754,False,-0.036452245385750086,5,2.734000000000001,35878,94,0,0.0,2685.7165918903165,False,-0.21786845077759232,0,0.2,69981,158,84,1.0,6973.463276943065,False,0.0017279780541789413,57,7.151000000000002,19355.0,191,0,0.0,4454.87776731691,False,-0.7057247803594381,0,0.24500000000000002,92355,310,27,1.0,13809.305882860675,False,-0.012950687720706263,13,1.5810000000000002,81167,359,0,0.0,14053.467135312847,False,-0.122991452361166,0.5,409628,0.0,0.0,14,0,0,6,17,17.0,18,24,19,155.0,83.0,9,9,19,1116,1.0668279249221087,41.41499746218324
18,19,0,0,0,9.999999999999995,14,10.0,28.955482308981587,32,30.9375,23.323967368151358,0,,39.68090137945455,7,68.42857142857143,62.00000000000001,20,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,12,0.9050000000000002,34325,33,10,1.0,619.5548230898157,False,0.10534171862976022,0,1.0280000000000002,44903,11,43,1.0,1321.440902229306,False,-0.04255772445072064,0,2.729000000000001,35383,110,0,0.0,3185.1030539879744,False,-0.22302314553796074,0,0.2,70325,148,90,1.0,7023.228294637311,False,0.006757668252664377,3,7.124000000000002,19325.0,191,0,0.0,4454.87776731691,False,-0.7061338285044046,0,0.24500000000000002,92913,300,28,1.0,13640.270413836366,False,-0.008242326058370076,11,1.6780000000000004,80422,366,0,0.0,14523.209904880367,False,-0.12806422950577565,0.5,409327,0.0,0.0,15,0,0,12,6,5.8,17,29,21,154.0,93.0,11,8,21,1567,1.4225101498886943,42.83750761207193
19,21,0,0,0,9.999999999999996,7,10.0,28.955482308981587,0,,23.140077701259887,5,15.0,40.448015052120255,70,44.22857142857143,62.0,20,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,0.8930000000000002,34255,30,20,1.0,879.1096461796316,False,0.10724946776950957,0,1.0280000000000002,44978,1,48,1.0,1139.6792119694562,False,-0.04289143276839755,0,2.729000000000001,35383,110,0,0.0,3185.1030539879744,False,-0.22302314553796074,0,0.2,70600,143,95,1.0,7151.592541231588,False,0.011382395530682696,65,7.771000000000002,16708.0,191,0,0.0,4419.754840940638,False,-0.7420559111483301,0,0.24500000000000002,90617,356,28,1.0,16135.493358554811,False,-0.018667621176215603,10,1.7670000000000001,80005,370,0,0.0,14965.765569284495,False,-0.1300105130701234,0.5,404277,0.0,0.0,10,0,0,16,9,9.0,14,30,32,152.0,97.0,11,10,32,1115,1.7322489516809583,44.56975656375289
20,32,0,0,0,9.999999999999996,7,10.0,28.955482308981587,0,,23.39743529997975,9,29.22222222222222,41.3765045558014,67,46.55223880597015,62.0,20,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,0.893,34185,27,30,1.0,1138.6644692694476,False,0.10915721690925917,0,1.0280000000000002,45241,0,40,0.1,935.89741199919,False,-0.03950600546345594,0,2.7290000000000005,35383,110,0,0.0,3185.1030539879744,False,-0.22302314553796074,0,0.2,70788,138,102,1.0,7449.249536088948,False,0.015975031265519687,64,8.346000000000002,14824.0,195,0,0.0,4562.499883496052,False,-0.7667709747378952,0,0.24500000000000002,88785,402,26,1.0,18245.35483143216,False,-0.026394886580258115,8,1.8370000000000002,79303,381,0,0.0,15764.448235760332,False,-0.13302018537936633,0.3875,400240,0.0,0.0,11,0,0,13,6,6.0,22,35,35,294.0,132.0,18,14,35,1340,1.8358711516484618,46.40562771540135
21,35,0,0,0,9.999999999999998,12,10.0,29.11846626638344,26,30.23076923076923,25.44501736998843,63,31.666666666666668,41.90015178399382,56,45.607142857142854,62.00000000000001,11,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,0.8930000000000002,34851,29,14,1.0,697.6585277293681,False,0.12337490469983665,0,1.0280000000000002,45223,16,34,1.0,1331.0260508417416,False,-0.03573277384645883,47,3.199000000000001,34011,110,0,0.0,3203.0312893021783,False,-0.2516649720596968,0,0.2,69646,170,112,1.0,9018.469952705342,False,0.011102043554801171,56,8.842000000000002,12441.0,216,0,0.0,5496.123751917501,False,-0.7928980805285072,0,0.24500000000000002,86599,440,36,1.0,20668.066784957282,False,-0.03608685793362663,11,1.9390000000000003,78672,389,0,0.0,16299.159043973596,False,-0.13663630872509694,0.5,393174,0.0,0.0,8,0,0,17,13,13.0,18,35,30,273.0,144.0,17,18,30,1674,1.7178033655509353,48.12343108095229
22,30,0,0,0,9.999999999999998,10,10.0,29.34286019320762,26,30.923076923076923,27.563809436143558,60,35.65,41.85629933688833,1,24.0,62.00000000000001,9,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,12,1.0130000000000001,35267,29,10,1.0,583.4286019320762,False,0.1348284387874525,20,1.2280000000000002,46501,7,10,1.0,481.03811571388894,False,-0.01780833684555369,6,3.212000000000001,33098,135,0,0.0,3961.2861260830286,False,-0.2628833750858074,0,0.2,67507,220,122,1.0,11170.506595051958,False,-0.003391645907119048,1,8.796000000000001,12410.0,216,0,0.0,5953.782838207008,False,-0.7902006869404085,0,0.24500000000000002,86575,431,46,1.0,20892.06501419887,False,-0.03521178469899734,9,2.0180000000000007,78477,389,0,0.0,16282.10044204956,False,-0.13866022731225733,0.5,391566,0.0,0.0,7,0,0,12,9,8.90909090909091,18,30,30,228.0,126.0,13,17,30,1524,1.46364292409271,49.587074005045
23,30,0,0,0,10.0,6,10.0,29.621264675424804,38,31.0,27.38402178997019,15,24.266666666666666,42.22760411627739,7,61.714285714285715,62.000000000000014,6,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,28,1.2810000000000004,35542,25,10,1.0,546.212646754248,False,0.1430109888101464,0,1.2080000000000002,46100,16,16,1.0,912.0845834463199,False,-0.021705808238812276,11,3.316000000000001,32222,154,0,0.0,4561.674760015419,False,-0.27498292924819373,0,0.2,67671,221,127,1.0,11414.77453835064,False,0.0005097731033844698,2,8.815000000000001,12204.0,220,0,0.0,6024.484793793442,False,-0.7925274758062104,0,0.24500000000000002,86235,426,56,1.0,21460.95935353417,False,-0.03576420838122673,6,2.069000000000001,78298,391,0,0.0,16510.99320946446,False,-0.1393021558368744,0.5,390003,0.0,0.0,4,0,0,14,8,7.473684210526316,19,33,18,239.0,135.0,15,15,18,588,1.465152150951326,51.05222615599632
24,18,0,0,0,10.0,10,10.0,29.621264675424804,0,,25.944711175562304,30,14.066666666666666,43.343197383749555,12,74.66666666666667,62.000000000000014,9,62.0,0,0.2,31731,0,0,0.0,0.0,False,0.012669943192698027,0,1.2530000000000001,35442,25,20,1.0,842.4252935084961,False,0.14454626433759646,0,1.2080000000000002,46100,6,26,1.0,852.2900786171688,False,-0.022334046958150344,30,3.605000000000001,31489,154,0,0.0,4561.674760015419,False,-0.29038564836395575,0,0.2,68551,212,125,1.0,10918.178442187902,False,0.009122990156855635,0,8.813,11798.0,249,0,0.0,6460.233082715014,False,-0.7950925602138298,0,0.24500000000000002,86235,416,66,1.0,22122.770111639817,False,-0.03247364754261148,9,2.1530000000000005,77201,403,0,0.0,17467.30854565107,False,-0.14545599458219277,0.5,388547,0.0,0.0,7,0,0,6,7,7.0,21,27,20,142.0,120.0,8,10,20,996,1.2430533925071359,52.29527954850346
