index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Ran@0,spot_market_loss_01Ran@0,balance_01Ran@0,inventory_01Ran@0_input,inventory_01Ran@0_output,productivity_01Ran@0,assets_01Ran@0,bankrupt_01Ran@0,score_01Ran@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Dec@3,spot_market_loss_07Dec@3,balance_07Dec@3,inventory_07Dec@3_input,inventory_07Dec@3_output,productivity_07Dec@3,assets_07Dec@3,bankrupt_07Dec@3,score_07Dec@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,32,0,0,0,10.000000000000002,20,10.0,28.3884572466298,15,38.0,17.50600784057152,45,25.533333333333335,41.27428302159684,15,52.0,51.00000000000001,20,51.0,5,0.33100000000000007,42375,2,10,1.0,303.88457246629804,False,0.0689727342390757,0,0.47900000000000004,37932,109,0,0.0,1090.0000000000002,False,-0.032828092401276925,10,0.32700000000000007,48831,0,0,0.0,0.0,False,0.016148163562584538,6,0.9620000000000002,41789.0,95,0,0.0,2696.903438429831,False,-0.10233166748070098,0,0.2,66919,0,10,0.0,412.74283021596835,False,0.006528286326405626,0,0.2,66342,48,47,1.0,2780.179678362484,False,0.015625878530232975,11,0.6250000000000001,85335,0,10,1.0,510.00000000000006,False,-0.010234171725932351,4,0.8160000000000001,84877,0,5,0.5,255.00000000000003,False,-0.017004914715235617,0.4375,474400,0.0,0.0,17,0,0,24,11,9.666666666666666,16,40,30,289.0,102.0,23,9,30,1577,4.602217831008602,50.23586877004709
11,30,0,0,0,10.000000000000002,20,10.0,28.678421074534967,10,32.0,15.60511907687778,36,9.0,43.34487043472306,15,51.333333333333336,51.0,20,51.0,0,0.32600000000000007,42605,1,10,1.0,296.7842107453497,False,0.07466485949708854,0,0.4790000000000001,37822,120,0,0.0,1200.0000000000002,False,-0.03421059246411784,5,0.36700000000000005,48546,0,10,1.0,156.05119076877781,False,0.011841131940159984,31,1.2660000000000002,40574.0,95,0,0.0,2724.450002080822,False,-0.1273285818116656,0,0.2,66919,0,10,0.0,433.44870434723066,False,0.006683526048487166,0,0.2,66788,74,42,1.0,2975.2633699473245,False,0.023776153620837626,0,0.6140000000000001,85223,0,12,1.0,612.0,False,-0.010939577912691529,7,0.8820000000000001,84774,0,5,0.5,255.0,False,-0.018196010407632263,0.5625,473251,0.0,0.0,18,0,0,21,8,8.0,18,39,28,220.0,96.0,18,12,28,1953,4.478326561045833,54.714195331092924
12,28,0,0,0,10.000000000000002,20,10.0,28.894406593009275,2,41.0,16.44095340287518,20,22.5,43.34487043472306,0,,51.0,20,51.0,0,0.32600000000000007,42597,0,18,1.0,520.099318674167,False,0.07727043358562916,0,0.47900000000000004,37712,131,0,0.0,1310.0000000000002,False,-0.035593092526958754,0,0.36200000000000004,48926,0,0,0.0,0.0,False,0.018125065029653522,10,1.3350000000000004,40217.0,97,0,0.0,2802.7574395219,False,-0.13394280054602126,0,0.2,66539,0,20,1.0,866.8974086944613,False,0.004235248228328575,0,0.2,66718,74,52,1.0,3470.5638144183627,False,0.02643997461702175,0,0.6140000000000001,85631,0,4,0.0,204.0,False,-0.008580514599595258,7,0.9450000000000001,84927,0,0,0.0,0.0,False,-0.01790112749349523,0.375,473267,0.0,0.0,18,0,0,18,5,5.0,17,35,30,160.0,115.0,15,13,30,1325,3.366500225965865,58.08069555705879
13,30,0,0,0,10.000000000000002,20,10.0,28.567979766660812,15,26.333333333333332,15.76019521928241,8,3.125,43.34487043472306,0,,51.0,20,51.0,0,0.32600000000000007,42900,0,14,0.9,399.9517167332514,False,0.0833767151387936,2,0.49900000000000005,37554,142,0,0.0,1420.0000000000002,False,-0.03818213809918809,0,0.36200000000000004,48531,5,10,1.0,300.4418510261282,False,0.013031337540590273,8,1.4050000000000002,39973.0,97,0,0.0,2771.0940373660987,False,-0.1393497655044626,0,0.2,66539,0,20,0.0,866.8974086944613,False,0.004235248228328575,0,0.2,66693,72,62,1.0,3822.1160227411633,False,0.028700824881850055,7,0.6839999999999999,85719,0,0,0.0,0.0,False,-0.008742411101474414,9,1.0280000000000002,84757,0,0,0.0,0.0,False,-0.01986701358774212,0.3625,472666,0.0,0.0,15,0,0,15,13,13.0,15,30,31,196.0,122.0,13,17,31,797,3.1989060820196755,61.279601639078464
14,31,0,0,0,10.000000000000002,20,10.0,28.635816207810045,6,29.833333333333332,15.77308488122984,8,16.0,43.34487043472306,0,,51.0,20,51.0,0,0.32600000000000007,42975,0,19,1.0,544.0805079483908,False,0.08707337943277779,1,0.5070000000000001,37433,152,0,0.0,1520.0000000000002,False,-0.03996681999849182,0,0.36200000000000004,48516,0,17,0.7,268.1424429809073,False,0.012383128113421207,8,1.4770000000000003,39682.0,101,0,0.0,2892.2174369888144,False,-0.14414506880669223,0,0.2,66539,0,20,0.0,866.8974086944613,False,0.004235248228328575,0,0.2,66565,70,72,1.0,4224.946612986149,False,0.02980166901324152,13,0.8070000000000002,85418,0,0,0.0,0.0,False,-0.012223185891876265,7,1.0890000000000002,84655,0,0,0.0,0.0,False,-0.021046545244290258,0.3375,471783,0.0,0.0,13,0,0,15,12,12.0,16,31,23,176.0,97.0,13,18,23,375,3.1054067560471594,64.38500839512562
15,23,0,0,0,10.000000000000002,20,10.0,28.62576654474353,16,28.5625,15.419551839946672,8,9.5,43.95797984557128,5,52.0,51.0,20,51.0,0,0.32600000000000007,43284,2,17,1.0,506.63803126064005,False,0.0943699322733408,4,0.546,37281,160,0,0.0,1600.0000000000002,False,-0.042782092853731496,0,0.36200000000000004,48423,0,21,0.9,323.8105886388801,False,0.011027058460502344,3,1.4990000000000003,39301.0,108,0,0.0,3091.5827868323013,False,-0.14999913862415673,0,0.2,66539,0,20,0.0,879.1595969114256,False,0.004327182462973668,0,0.2,66749,68,77,1.0,4433.293973225363,False,0.0341227618325489,9,0.8840000000000001,85272,0,0,0.0,0.0,False,-0.01391153512575889,11,1.1920000000000004,84165,0,5,0.5,255.0,False,-0.025238508239375543,0.425,471014,0.0,0.0,13,0,0,13,11,11.0,12,25,28,109.0,72.0,8,15,28,959,2.799091849999968,67.18410024512559
16,28,0,0,0,10.000000000000002,20,10.0,28.85694479950274,2,41.0,15.419551839946672,0,,45.05175274702885,10,52.0,51.00000000000001,20,51.0,0,0.32600000000000007,43286,0,25,1.0,721.4236199875686,False,0.09711966945664699,0,0.542,37161,172,0,0.0,1720.0000000000002,False,-0.04429027474046703,0,0.36200000000000004,48423,0,21,0.0,323.8105886388801,False,0.011027058460502344,0,1.4960000000000004,39219.0,110,0,0.0,3174.2639279453015,False,-0.15084524057907295,0,0.2,66539,0,20,0.0,901.035054940577,False,0.004491190995206064,0,0.2,67269,58,77,1.0,4363.318968238129,False,0.041395403870431356,12,0.9950000000000001,84488,0,10,1.0,510.00000000000006,False,-0.020028910089621276,3,1.211,84386,0,0,0.0,0.0,False,-0.02415727088753975,0.375,470771,0.0,0.0,11,0,0,18,8,7.5,12,30,34,108.0,96.0,11,17,34,1006,3.5936644810135476,70.77776472613914
17,34,0,0,0,10.000000000000002,20,10.0,30.501551734775383,29,35.96551724137931,16.21564427460813,6,33.166666666666664,45.399374078875056,5,50.0,51.000000000000014,20,51.0,4,0.36600000000000005,44129,0,10,1.0,305.0155173477538,False,0.1130761319828539,0,0.542,37061,182,0,0.0,1820.0000000000002,False,-0.04554709297941332,0,0.36200000000000004,48293,0,26,1.0,421.6067511398114,False,0.009339368964101697,1,1.5060000000000004,38474.0,129,0,0.0,3934.7001737860246,False,-0.1584361650839036,0,0.2,66539,0,20,0.0,907.9874815775011,False,0.004543315951248287,0,0.2,67320,54,82,1.0,4598.393465296594,False,0.0439225780873939,0,0.9830000000000001,84697,0,6,0.5,306.0000000000001,False,-0.01879155825383059,11,1.318,84160,0,0,0.0,0.0,False,-0.026770742989303268,0.4375,470673,0.0,0.0,17,0,0,13,8,7.266666666666667,20,33,30,145.0,118.0,14,20,30,1587,3.5210788249969482,74.29884355113609
18,30,0,0,0,10.000000000000002,20,10.0,30.171537885815056,13,27.307692307692307,17.391264008891334,14,27.5,45.7324840767886,5,50.0,51.00000000000001,20,51.0,2,0.382,44320,1,10,1.0,311.71537885815053,False,0.1179613827370755,1,0.552,36949,191,0,0.0,1910.0000000000002,False,-0.04723122941960134,0,0.36200000000000004,48298,3,27,1.0,560.0787418975111,False,0.010884182102772956,5,1.5550000000000002,38344.0,129,0,0.0,3892.1283872701424,False,-0.16158434723472953,0,0.2,66539,0,20,0.0,914.6496815357721,False,0.004593264968779294,0,0.2,67185,58,87,1.0,4987.419427196305,False,0.04481496046780845,7,1.0530000000000004,84891,0,0,0.0,0.0,False,-0.018317432784041632,7,1.3770000000000002,83795,0,5,0.5,255.00000000000003,False,-0.02951720150332466,0.4375,470321,0.0,0.0,14,0,0,16,12,10.59090909090909,14,30,29,140.0,131.0,13,17,29,1065,1.7905806949711405,76.08942424610723
19,29,0,0,0,10.000000000000002,20,10.0,30.68711908535539,14,34.857142857142854,19.677116483182182,20,33.5,44.248405063289965,9,34.0,51.00000000000001,20,51.0,4,0.42000000000000004,44628,0,9,0.9,276.1840717681985,False,0.125256819140942,0,0.5510000000000002,36829,203,0,0.0,2030.0000000000005,False,-0.048739411306336876,0,0.36200000000000004,48680,2,17,1.0,395.8852183848079,False,0.017125015278168836,0,1.5500000000000003,38144.0,134,0,0.0,4112.073957437622,False,-0.16345776758466735,0,0.2,66539,0,20,0.0,884.9681012657993,False,0.004370731003642309,0,0.2,66821,68,88,1.0,5231.903566425905,False,0.041189860297090264,8,1.1260000000000001,84755,0,0,0.0,0.0,False,-0.019890141659439146,7,1.4400000000000002,83639,0,9,0.9,459.00000000000006,False,-0.03014165943914426,0.475,470035,0.0,0.0,14,0,0,9,9,8.133333333333333,22,31,20,199.0,101.0,14,15,20,1617,2.019935966003686,78.10936021211091
20,20,0,0,0,10.000000000000002,20,10.0,29.624004431141657,14,20.928571428571427,18.97221006452637,21,14.714285714285714,45.855256581100704,20,51.0,51.000000000000014,20,51.0,0,0.41600000000000004,44816,0,10,1.0,296.24004431141657,False,0.13023452284030135,5,0.6010000000000001,36609,213,0,0.0,2130.0000000000005,False,-0.05301259331875424,0,0.36200000000000004,48686,6,16,1.0,481.29938761927184,False,0.01813858482592111,10,1.6500000000000001,37809.0,134,0,0.0,3969.616593772982,False,-0.17191117892234958,0,0.2,66500,0,21,0.1,962.9603882031148,False,0.004370673175911849,0,0.2,67571,78,78,1.0,5056.542398358912,False,0.05112117557624006,11,1.2280000000000002,84014,0,10,1.0,510.0000000000001,False,-0.025510263081815553,0,1.4330000000000003,83588,0,10,1.0,510.0000000000001,False,-0.030436542353281294,0.6375,469593,0.0,0.0,21,0,0,6,8,8.0,24,30,22,152.0,87.0,10,10,22,2266,1.766085267008748,79.87544547911966
21,22,0,0,0,10.000000000000002,20,10.0,29.141463189745778,34,27.5,18.080573001263915,8,3.25,46.40717669159172,8,51.625,51.00000000000001,20,51.0,14,0.556,45261,0,9,0.9,262.273168707712,False,0.14099330327913578,10,0.6960000000000002,36277,224,0,0.0,2240.0000000000005,False,-0.05997536636251665,0,0.36200000000000004,48333,8,26,1.0,703.226603550828,False,0.013101931157536384,8,1.7200000000000002,36984.0,156,0,0.0,4546.068257600341,False,-0.1830811751368188,0,0.2,66653,0,18,0.0,835.329180448651,False,0.0057079710634927675,0,0.2,67805,76,83,1.0,5225.91921349817,False,0.05589982916102981,0,1.217,84371,0,3,0.3,153.00000000000003,False,-0.023446082682856317,0,1.4330000000000003,83838,0,5,0.5,255.00000000000003,False,-0.029019947961838682,0.4625,469522,0.0,0.0,18,0,0,13,6,5.090909090909091,15,28,26,144.0,93.0,11,11,26,1633,1.8173965950263664,81.69284207414603
22,26,0,0,0,10.000000000000002,20,10.0,29.141463189745778,0,,18.080573001263915,0,,46.40717669159172,0,,51.00000000000001,20,51.0,0,0.542,45161,0,19,1.0,553.6878006051697,False,0.14214221904588858,0,0.6860000000000002,36177,234,0,0.0,2340.0000000000005,False,-0.06123218460146294,0,0.36200000000000004,48333,0,34,0.8,614.7394820429731,False,0.012181245261086009,0,1.7120000000000004,36984.0,156,0,0.0,4546.068257600341,False,-0.1830811751368188,0,0.2,66653,0,18,0.0,835.329180448651,False,0.0057079710634927675,0,0.2,67805,66,93,1.0,5509.185250401449,False,0.058023581124617175,7,1.2870000000000001,84409,0,0,0.0,0.0,False,-0.023891298063023994,5,1.483,84029,0,0,0.0,0.0,False,-0.028285631685458223,0.35,469551,0.0,0.0,12,0,0,19,6,5.266666666666667,16,35,33,224.0,60.0,16,10,33,455,3.6229001430328935,85.31574221717892
23,33,0,0,0,10.000000000000002,20,10.0,29.719714893860917,21,33.42857142857143,18.852728913297472,7,32.857142857142854,46.40717669159172,0,,51.00000000000001,20,51.0,0,0.542,45799,0,6,0.6,178.3182893631655,False,0.15346150729411004,2,0.7060000000000002,35991,248,0,0.0,2480.0000000000005,False,-0.06414800291581832,0,0.36200000000000004,48429,0,34,0.6,640.9927830521141,False,0.014452115108231392,1,1.7220000000000002,36385.0,171,0,0.0,5082.071246850217,False,-0.18996908493548834,0,0.2,66425,0,24,0.6,1113.7722405982013,False,0.004376759938507957,0,0.2,67803,57,103,1.0,5854.544747291903,False,0.060582881596130525,10,1.3800000000000001,84216,0,0,0.0,0.0,False,-0.026123156981786643,10,1.5780000000000003,83846,0,0,0.0,0.0,False,-0.030401850245735763,0.35,468894,0.0,0.0,10,0,0,11,10,10.0,18,29,34,149.0,75.0,12,21,34,1126,1.9835685020079836,87.2993107191869
24,34,0,0,0,10.000000000000002,20,10.0,28.057098953240867,17,14.352941176470589,17.63441592499687,14,7.142857142857143,46.755559254082065,5,52.0,51.0,20,51.0,1,0.552,45888,1,10,1.0,290.5709895324087,False,0.15710945616887126,10,0.804,35671,257,0,0.0,2570.0000000000005,False,-0.07106050323002287,0,0.36200000000000004,48185,7,44,1.0,972.3139933725483,False,0.012821912323093819,14,1.8610000000000004,35991.0,171,0,0.0,4797.763921004188,False,-0.20112616875450856,0,0.2,66425,0,24,0.0,1122.1334220979695,False,0.004439446859334061,0,0.2,67963,61,108,1.0,6125.299770865672,False,0.06501199408356333,7,1.4400000000000002,83845,0,5,0.5,255.0,False,-0.028938999710899103,13,1.6980000000000004,83545,0,0,0.0,0.0,False,-0.03388262503613761,0.4375,467513,0.0,0.0,9,0,0,5,14,13.142857142857142,24,29,38,160.0,94.0,11,23,38,460,1.7603490009787492,89.05965972016566
