index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06MyA@3,spot_market_loss_06MyA@3,balance_06MyA@3,inventory_06MyA@3_input,inventory_06MyA@3_output,productivity_06MyA@3,assets_06MyA@3,bankrupt_06MyA@3,score_06MyA@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,31,0,0,0,10.000000000000002,20,10.0,17.92964508349375,12,8.583333333333334,14.233767256664214,51,17.372549019607842,24.668923254706122,18,20.0,52.0,13,52.0,0,0.5780000000000001,28049,8,15,1.0,348.9446762524062,False,0.06387245422466752,7,1.6200000000000003,23118,103,0,0.0,1030.0000000000002,False,-0.10916355686230163,9,0.29000000000000004,44976,87,10,1.0,1702.2167948305982,False,0.016167200261991678,32,2.1760000000000006,33043.0,116,0,0.0,2079.838829685275,False,-0.24424765145144708,0,0.2,68303,39,69,1.0,2257.2726275846267,False,-0.006998808458226883,18,1.9010000000000005,59910,191,0,0.0,2718.649546022865,False,-0.12373500417597816,0,0.2,85969,0,7,0.0,364.0,False,0.0003251164032836757,13,0.798,80692,186,0,0.0,4588.419725375339,False,-0.03642221168923901,0.375,424060,0.0,0.0,13,0,0,17,18,17.6,24,41,28,285.0,58.0,20,11,28,416,2.253391065984033,37.13491854688618
11,28,0,0,0,10.000000000000002,20,10.0,17.92964508349375,0,,13.493965808482855,68,11.102941176470589,24.913517083721995,17,26.705882352941178,52.0,8,52.0,0,0.5780000000000001,27949,8,25,1.0,528.2411270873438,False,0.06348224823942368,0,1.6130000000000004,23018,113,0,0.0,1130.0000000000002,False,-0.11104828678050435,35,0.6310000000000001,44040,77,10,1.0,1515.5223295138474,False,-0.0066574756140644585,23,2.3740000000000006,32204.0,116,0,0.0,2079.838829685275,False,-0.2628515806722551,0,0.2,68427,29,77,1.0,2309.6658238925966,False,-0.004850718497356996,15,2.0330000000000004,58638,259,0,0.0,3494.9371443970595,False,-0.13637578735718126,0,0.2,85969,0,7,0.0,364.0,False,0.0003251164032836757,8,0.8650000000000002,80099,203,0,0.0,5057.443967995565,False,-0.0405847220371123,0.375,420344,0.0,0.0,12,0,0,12,10,9.7,29,41,30,264.0,54.0,18,10,30,500,1.7962727249832824,38.931191271869466
12,30,0,0,0,10.000000000000002,20,10.0,17.92964508349375,0,,12.663632132071237,92,10.326086956521738,25.245493846213325,11,29.09090909090909,51.99999999999999,7,52.0,0,0.5780000000000001,27849,8,35,1.0,707.5375779222812,False,0.06309204225417998,0,1.6130000000000004,22918,123,0,0.0,1230.0000000000002,False,-0.11293301669870708,13,0.7260000000000002,43956,67,10,1.0,1327.9225419147936,False,-0.010599998426595428,69,3.041000000000001,27730.0,116,0,0.0,2079.838829685275,False,-0.3620577538950145,0,0.2,68107,59,85,1.0,2893.0212727203357,False,-0.005255779574660456,9,2.1080000000000005,57887,311,0,0.0,3938.3895930741546,False,-0.1439453841258409,0,0.2,85969,0,7,0.0,363.99999999999994,False,0.0003251164032836757,7,0.9270000000000003,79679,214,0,0.0,5402.535683089652,False,-0.04345798635039616,0.375,414095,0.0,0.0,13,0,0,16,12,11.473684210526315,27,43,32,313.0,21.0,23,7,32,322,2.041550805035513,40.97274207690498
13,32,0,0,0,10.000000000000002,20,10.0,18.151820850157915,24,20.0,12.44634858804443,44,10.886363636363637,25.598790331976396,10,30.0,52.0,11,52.0,0,0.5780000000000001,28215,4,27,1.0,530.0991629542638,False,0.07354403036213696,6,1.6730000000000003,22718,137,0,0.0,1370.0000000000002,False,-0.11783331448603415,0,0.7130000000000001,43848,69,20,1.0,1501.4026104217846,False,-0.011071415468293584,44,3.412000000000001,25487.0,128,0,0.0,2323.433068820213,False,-0.40909316301365684,0,0.2,67904,74,93,1.0,3301.7172963890926,False,-0.0052365005049333805,8,2.1790000000000007,57519,330,0,0.0,4107.295034054661,False,-0.14800063618902284,0,0.2,85845,0,9,0.2,468.0,False,-0.0005108972051600617,11,1.03,79280,222,0,0.0,5682.9314536987595,False,-0.0464630153751103,0.4,410816,0.0,0.0,14,0,0,9,11,11.0,30,39,29,280.0,81.0,19,13,29,750,1.8505832229857333,42.82332529989071
14,29,0,0,0,10.000000000000002,20,10.0,19.225894300369458,39,24.76923076923077,12.157928970556798,9,1.7777777777777777,25.82193698663702,17,27.41176470588235,52.00000000000001,10,52.0,7,0.6480000000000001,28938,1,10,1.0,202.25894300369458,False,0.09461832227003839,5,1.717,22533,150,0,0.0,1500.0000000000002,False,-0.12235666628972068,0,0.7130000000000001,43433,79,30,1.0,1883.5835188458911,False,-0.01603637058355262,9,3.458000000000001,24603.0,147,0,0.0,2826.2064621543104,False,-0.4231206875897566,0,0.2,68074,73,100,1.0,3469.722513514348,False,-0.0016037920402000969,14,2.3110000000000004,57017,330,0,0.0,4012.116560283743,False,-0.15586078173736256,0,0.2,85845,0,9,0.0,468.00000000000006,False,-0.0005108972051600617,10,1.119,78616,239,0,0.0,6171.4429398062475,False,-0.05133679191501553,0.375,409059,0.0,0.0,12,0,0,7,12,11.466666666666667,28,35,30,221.0,90.0,14,15,30,937,1.547071153006982,44.370396452897694
15,30,0,0,0,10.000000000000002,20,10.0,19.412977651806592,11,23.09090909090909,11.592985340729049,19,2.6842105263157894,25.425109062637087,29,23.724137931034484,52.00000000000001,7,52.0,1,0.651,29073,1,10,1.0,204.1297765180659,False,0.09974235320815078,0,1.7120000000000002,22433,160,0,0.0,1600.0000000000002,False,-0.1242413962079234,0,0.7130000000000001,43194,80,39,1.0,2005.1646404329601,False,-0.019987974628221144,18,3.6290000000000004,23864.0,147,0,0.0,2853.707714815569,False,-0.4392023181203649,0,0.2,68175,68,108,1.0,3534.234781934381,False,0.00030201786254762487,27,2.5670000000000006,55743,344,0,0.0,3987.9869572107928,False,-0.17425389398599286,0,0.2,85845,0,9,0.0,468.00000000000006,False,-0.0005108972051600617,7,1.1790000000000003,77819,268,0,0.0,6813.929228786739,False,-0.0568609475471899,0.375,406146,0.0,0.0,14,0,0,11,10,10.0,26,37,26,254.0,76.0,17,13,26,569,2.0605959389940836,46.43099239189178
16,26,0,0,0,10.000000000000002,20,10.0,19.90217557078539,21,24.666666666666668,11.614738643008735,11,12.181818181818182,28.98784930377843,47,39.4468085106383,52.0,10,52.0,3,0.68,29326,0,9,0.9,179.1195801370685,False,0.10880771194046271,8,1.7920000000000005,22289,172,0,0.0,1720.0000000000002,False,-0.127407742470504,0,0.7130000000000001,43320,70,40,1.0,1857.7418356753267,False,-0.01882853080319157,2,3.631000000000001,23284.0,168,0,0.0,3343.5654958919454,False,-0.44663216222568686,0,0.2,69625,60,89,1.0,3276.802906616804,False,0.01919883087067401,18,2.7200000000000006,54969,353,0,0.0,4100.002740982083,False,-0.1845225129719106,0,0.2,85845,0,9,0.0,468.0,False,-0.0005108972051600617,10,1.272,75775,315,0,0.0,9131.172530690204,False,-0.06714134127532594,0.3625,404433,0.0,0.0,14,0,0,12,9,8.23076923076923,23,35,30,182.0,44.0,13,13,30,1784,2.0315704999957234,48.4625628918875
17,30,0,0,0,10.000000000000002,20,10.0,18.65113444921121,26,8.884615384615385,11.51024556252559,49,10.938775510204081,27.401656272666905,40,20.8,52.0,8,52.0,0,0.6770000000000002,29247,1,18,1.0,345.7204200858018,False,0.1089698145441932,25,2.0340000000000003,21878,181,0,0.0,1810.0000000000002,False,-0.1412039654717479,0,0.7130000000000001,43567,85,19,1.0,1804.041093870939,False,-0.013946947826168132,18,3.8090000000000006,22577.0,169,0,0.0,3152.0417219166943,False,-0.4644325499809671,0,0.2,69506,63,99,1.0,3437.9094414331357,False,0.018648971277821745,40,3.1020000000000008,52212,389,0,0.0,4477.4855238224545,False,-0.2212533750674157,0,0.2,85845,0,9,0.0,468.0,False,-0.0005108972051600617,8,1.3420000000000003,74803,355,0,0.0,9727.58797679675,False,-0.07496494561965586,0.375,399635,0.0,0.0,15,0,0,14,13,13.0,27,41,27,278.0,42.0,19,11,27,678,2.3937744210124947,50.856337312899996
18,27,0,0,0,10.000000000000002,20,10.0,18.632892837237396,17,18.41176470588235,11.51024556252559,0,,26.825886619475497,23,22.17391304347826,52.0,12,52.0,0,0.677,29359,3,20,1.0,402.6578567447479,False,0.1142647264643362,9,2.099,21708,189,0,0.0,1890.0000000000002,False,-0.14610426325907497,0,0.7130000000000001,43414,87,29,1.0,1954.8587981528956,False,-0.015667448687825422,0,3.7910000000000013,22417.0,174,0,0.0,3242.123353679307,False,-0.4669816471497704,0,0.2,69568,53,108,1.0,3507.23876971721,False,0.020031455283228382,22,3.2820000000000005,51272,389,0,0.0,4477.4855238224545,False,-0.23469711872096755,0,0.2,85845,0,9,0.0,468.0,False,-0.0005108972051600617,12,1.4540000000000002,74025,378,0,0.0,10140.185142161738,False,-0.08160314235360047,0.375,397608,0.0,0.0,18,0,0,9,10,10.0,26,35,27,157.0,58.0,12,15,27,494,1.8661301630199887,52.722467475919984
19,27,0,0,0,10.000000000000002,20,10.0,18.46376136430875,15,16.2,10.310238256615717,43,2.3488372093023258,26.489331321777065,23,23.73913043478261,52.00000000000001,10,52.0,0,0.6770000000000002,29447,4,20,1.0,409.275227286175,False,0.11770657068276558,5,2.1400000000000006,21568,198,0,0.0,1980.0000000000005,False,-0.14968525010366016,0,0.7130000000000001,43324,87,39,1.0,2008.446530702874,False,-0.01706897721957877,43,4.221000000000002,19984.0,179,0,0.0,3305.013284211266,False,-0.5202335659651064,0,0.2,69613,55,117,1.0,3666.3148687617813,False,0.021812580403325035,22,3.480000000000001,50282,420,0,0.0,4330.300067778601,False,-0.24990846764363636,0,0.2,85845,0,9,0.0,468.00000000000006,False,-0.0005108972051600617,10,1.542,73271,401,0,0.0,10622.221860032603,False,-0.08755952614265286,0.375,393334,0.0,0.0,15,0,0,13,16,16.0,26,39,32,193.0,62.0,15,12,32,460,2.097645099973306,54.82011257589329
20,32,0,0,0,10.000000000000002,20,10.0,19.028451631238756,12,28.166666666666668,9.973977563989378,25,6.0,25.609161864212073,33,20.545454545454547,52.00000000000001,10,52.0,0,0.677,29695,3,18,1.0,372.5121293622976,False,0.1263619459716215,0,2.1350000000000002,21458,209,0,0.0,2090.0000000000005,False,-0.15175845301368313,0,0.7130000000000001,43274,82,44,1.0,1999.1880465771105,False,-0.01828032233605581,20,4.378000000000001,19146.0,186,0,0.0,3539.2920034104086,False,-0.5362178810212159,0,0.2,69683,50,120,1.0,3571.7983019049175,False,0.022137829135059052,26,3.7180000000000004,49007,440,0,0.0,4388.550128155326,False,-0.26772679074844946,0,0.2,85845,0,9,0.0,468.00000000000006,False,-0.0005108972051600617,10,1.6320000000000001,72401,434,0,0.0,11114.37624906804,False,-0.09480408108711937,0.375,390509,0.0,0.0,19,0,0,15,9,9.0,24,39,27,275.0,67.0,19,13,27,748,2.479385163052939,57.29949773894623
21,27,0,0,0,10.000000000000002,20,10.0,19.08892141840579,20,19.65,10.978423327730594,32,20.03125,24.752358373313243,41,20.5609756097561,52.00000000000001,12,52.0,0,0.6770000000000002,29953,2,13,1.0,268.15597843927526,False,0.13412032075161662,5,2.185,21298,220,0,0.0,2200.0000000000005,False,-0.15571638584190886,0,0.7130000000000001,43461,92,34,1.0,2129.4471636361727,False,-0.012689618568049909,12,4.4780000000000015,18714.0,186,0,0.0,3550.539383823477,False,-0.5456723204596271,0,0.2,69058,68,130,1.0,3964.3393748164017,False,0.016006202534405933,41,4.102,46415,444,0,0.0,4874.419957512384,False,-0.3013227788682057,0,0.2,85845,0,9,0.0,468.00000000000006,False,-0.0005108972051600617,12,1.7420000000000004,71299,475,0,0.0,11757.37022732379,False,-0.10386673578879169,0.375,386043,0.0,0.0,16,0,0,13,17,17.0,25,38,32,219.0,62.0,17,10,32,1128,2.8229242190136574,60.12242195795989
22,32,0,0,0,10.000000000000002,20,10.0,19.78095901774513,23,25.347826086956523,11.197048146808779,15,15.4,24.247823267039095,27,20.185185185185187,52.0,7,52.0,5,0.7270000000000001,30282,3,10,1.0,227.8095901774513,False,0.1457614231629057,5,2.2300000000000004,21158,229,0,0.0,2290.0000000000005,False,-0.15929737268649402,0,0.7130000000000001,43640,87,30,1.0,2056.8548789480897,False,-0.009525312885847658,1,4.476000000000001,18148.0,204,0,0.0,4035.3156396200066,False,-0.5528480682112288,0,0.2,69051,59,140,1.0,4055.3210980471913,False,0.016556693254152488,27,4.331000000000001,44925,458,0,0.0,5128.248051238421,False,-0.32081743645515354,0,0.2,85845,0,9,0.0,468.0,False,-0.0005108972051600617,7,1.8000000000000003,70637,502,0,0.0,12172.407280053625,False,-0.10914385657690963,0.375,383686,0.0,0.0,14,0,0,14,12,11.166666666666668,30,44,29,298.0,75.0,20,12,29,648,2.2386408079764806,62.36106276593637
23,29,0,0,0,10.000000000000002,20,10.0,20.973206257245806,45,25.933333333333334,11.758683532022983,18,20.27777777777778,24.051930015274742,21,22.0,52.0,12,52.0,30,1.0220000000000002,30517,2,10,1.0,229.73206257245806,False,0.15465588719085643,5,2.275000000000001,20993,240,0,0.0,2400.0000000000005,False,-0.16344377850654002,0,0.7130000000000001,43676,94,32,1.0,2347.759261205841,False,-0.005501804279504234,10,4.575000000000001,16915.0,232,0,0.0,4865.783851681027,False,-0.570981153801931,0,0.2,68862,63,150,1.0,4348.586564808659,False,0.015950762752310804,21,4.514000000000001,43979,462,0,0.0,5432.511791794618,False,-0.33217122329633003,0,0.2,85845,0,9,0.0,468.0,False,-0.0005108972051600617,12,1.9130000000000005,69899,523,0,0.0,12579.15939798869,False,-0.11535153560611744,0.375,380686,0.0,0.0,14,0,0,13,16,15.333333333333332,20,33,32,209.0,78.0,14,15,32,552,1.7724443949991837,64.13350716093555
24,32,0,0,0,10.000000000000002,20,10.0,21.184119690642827,5,30.0,11.735911457193268,38,11.578947368421053,23.847480275927932,24,22.0,52.00000000000001,11,52.0,0,0.9920000000000002,30577,1,15,1.0,327.7617953596424,False,0.1587651587952739,0,2.2700000000000005,20883,251,0,0.0,2510.0000000000005,False,-0.165516981416563,0,0.7130000000000001,43940,84,36,1.0,2201.9588664729554,False,-0.0012643701885565585,32,4.885000000000001,15403.0,237,0,0.0,5020.63636668235,False,-0.6027912948835608,0,0.2,68868,65,159,1.0,4554.583608590104,False,0.01750964380222033,23,4.723000000000001,42574,488,0,0.0,5727.124791110315,False,-0.35015857331051964,0,0.2,85845,0,9,0.0,468.00000000000006,False,-0.0005108972051600617,11,2.0110000000000006,69142,547,0,0.0,13044.57171093258,False,-0.12143926877296081,0.375,377232,0.0,0.0,14,0,0,13,14,14.0,23,36,33,216.0,105.0,15,17,33,676,3.2500718029914424,67.383578963927
