index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02MyA@1,spot_market_loss_02MyA@1,balance_02MyA@1,inventory_02MyA@1_input,inventory_02MyA@1_output,productivity_02MyA@1,assets_02MyA@1,bankrupt_02MyA@1,score_02MyA@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,19,0,0,0,10.000000000000002,20,10.0,34.38103207364437,0,,12.59863971870011,42,10.976190476190476,31.380661004205887,17,37.705882352941174,63.0,20,63.0,0,0.36200000000000004,35822,11,29,1.0,1107.0499301356867,False,0.09373759591881187,0,0.56,31748,99,0,0.0,990.0000000000002,False,-0.030518972878705874,0,0.2,58343,0,1,0.0,12.59863971870011,False,0.013800700544858773,42,2.366000000000001,40213,118,0,0.0,4056.9617846900355,False,-0.2660675720207624,0,0.21800000000000003,74726,10,35,1.0,1224.3095323342072,False,0.032269908967391125,12,2.831000000000001,49746,178,0,0.0,2242.5578699286193,False,-0.303025650699967,0,0.2,96908,14,24,1.0,1951.3292540588825,False,0.024691595153409518,12,0.8780000000000001,86823,222,0,0.0,6966.506742933707,False,-0.054632259916599285,0.375,474329,0.0,0.0,17,0,0,10,14,14.0,27,37,22,170.0,33.0,13,6,22,1069,1.792557897977531,28.533575860783458
11,22,0,0,0,10.000000000000002,20,10.0,34.38103207364437,0,,12.348063344337113,7,5.857142857142857,30.446885405563975,63,27.571428571428573,63.0,20,63.0,0,0.36200000000000004,35722,11,39,1.0,1450.8602508721303,False,0.09589963694257206,0,0.56,31648,109,0,0.0,1090.0000000000002,False,-0.03202237055745986,0,0.2,58343,0,1,0.0,12.348063344337113,False,0.01379852370206185,7,2.3940000000000006,39942,118,0,0.0,4056.9617846900355,False,-0.27077611167848115,0,0.21800000000000003,75085,2,40,1.0,1242.5715429112333,False,0.03731397409609931,58,3.3990000000000005,44359,183,0,0.0,2259.6955920136916,False,-0.3767199512762308,0,0.2,96678,37,25,1.0,2701.534760005867,False,0.026210598063364874,11,0.9760000000000002,85596,252,0,0.0,7672.615122202122,False,-0.06378112995445112,0.375,467373,0.0,0.0,17,0,0,6,17,17.0,27,33,29,154.0,71.0,13,9,29,1132,1.6498792776837945,30.183455138467252
12,29,0,0,0,10.000000000000002,20,10.0,35.494621440926224,17,43.0,12.700846257321013,6,22.666666666666668,30.66607837319136,56,31.571428571428566,62.99999999999999,20,63.0,0,0.36200000000000004,36383,8,32,1.0,1215.8278861096392,False,0.11224108313953986,0,0.56,31518,122,0,0.0,1220.0000000000002,False,-0.033976787539840035,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,5,2.4370000000000003,39086,135,0,0.0,4791.77389452504,False,-0.279265277608157,0,0.21800000000000003,75659,0,38,0.8,1165.3109781812718,False,0.04464951412096846,46,3.8010000000000006,40718,183,0,0.0,2324.254865089745,False,-0.4261659916344234,0,0.2,96786,42,24,1.0,2799.975291674037,False,0.027856452717477234,9,1.0550000000000002,84208,293,0,0.0,8985.160963345068,False,-0.07144118836249642,0.35,462752,0.0,0.0,22,0,0,6,12,12.0,32,38,33,250.0,99.0,15,14,33,2385,1.8292514840140939,32.012706622481346
13,33,0,0,0,10.000000000000002,20,10.0,35.85344415378222,17,38.35294117647059,12.015860862241,12,3.0,29.596904173131485,46,23.58695652173913,63.0,20,63.0,0,0.36200000000000004,36925,9,25,1.0,986.3361038445555,False,0.12508773984972876,0,0.56,31428,131,0,0.0,1310.0000000000002,False,-0.03532984545071862,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,12,2.5520000000000005,37903,152,0,0.0,5449.7235113748975,False,-0.2941036963654339,0,0.21800000000000003,75782,0,37,0.5,1095.085454405865,False,0.04585372932330726,40,4.155000000000001,37843,190,0,0.0,2283.0135638257902,False,-0.46584126739222975,0,0.2,97416,32,24,1.0,2459.1009335402077,False,0.032667369450616095,10,1.1460000000000001,82878,339,0,0.0,10033.350514691574,False,-0.07987777799166927,0.3125,458569,0.0,0.0,20,0,0,10,13,13.0,31,41,30,277.0,116.0,18,15,30,1620,1.770437984727323,33.78314460720867
14,30,0,0,0,10.000000000000002,20,10.0,36.13548383197244,12,39.0,11.18354300302916,18,4.111111111111111,29.489395068792888,50,28.9,62.99999999999999,20,63.0,0,0.36200000000000004,37293,9,23,1.0,921.116128135366,False,0.13517223116446225,0,0.56,31328,141,0,0.0,1410.0000000000002,False,-0.03683324312947261,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,18,2.7200000000000006,36574,164,0,0.0,5926.219348443479,False,-0.31305517028543584,0,0.21800000000000003,76243,0,34,0.9,1002.6394323389582,False,0.05153692936943513,38,4.495000000000001,35218,199,0,0.0,2225.525057602803,False,-0.5022023960538563,0,0.2,97640,37,21,1.0,2414.1076175453363,False,0.03477679988246715,7,1.2060000000000002,81894,374,0,0.0,11029.03375572854,False,-0.08496710936546172,0.3625,454584,0.0,0.0,21,0,0,12,11,11.0,27,39,27,240.0,123.0,17,13,27,2013,1.764952260069549,35.54809686727822
15,27,0,0,0,10.000000000000002,20,10.0,36.13548383197244,0,,11.11778155432684,1,1.0,29.10376165123487,24,24.416666666666668,62.99999999999999,20,63.0,0,0.36200000000000004,37183,10,33,1.0,1292.4709664550903,False,0.13744769629044276,0,0.56,31238,150,0,0.0,1500.0000000000002,False,-0.038186301040351193,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,1,2.7120000000000006,36533,164,0,0.0,5926.219348443479,False,-0.31376753237387295,0,0.21800000000000003,76243,0,34,0.0,989.5278961419856,False,0.05144710340861559,24,4.697000000000001,33991,200,0,0.0,2223.556310865368,False,-0.5190280180941769,0,0.2,98081,27,24,1.0,2297.801564583341,False,0.038784619547675224,13,1.3290000000000002,80934,398,0,0.0,11583.297137191477,False,-0.09211569150907359,0.25,452597,0.0,0.0,16,0,0,7,11,11.0,25,32,16,222.0,126.0,13,14,16,641,1.3663020292297006,36.91439889650792
16,16,0,0,0,10.000000000000002,20,10.0,36.13548383197244,0,,11.11778155432684,0,,29.18511307584048,48,29.666666666666668,62.99999999999999,20,63.0,0,0.36200000000000004,37093,9,43,1.0,1643.8258047748147,False,0.14002384095217404,0,0.56,31128,161,0,0.0,1610.0000000000002,False,-0.039840038486980575,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,0,2.7110000000000007,36533,164,0,0.0,5926.219348443479,False,-0.31376753237387295,0,0.21800000000000003,76598,0,29,0.0,846.3682791993739,False,0.055330476132793786,43,5.1030000000000015,30737,200,0,0.0,2223.556310865368,False,-0.5636137435370884,0,0.2,98737,21,22,1.0,1998.8873745926498,False,0.0440873455880275,8,1.3960000000000004,79436,442,0,0.0,12899.819979521491,False,-0.10090646438355663,0.25,448656,0.0,0.0,18,0,0,5,13,13.0,28,33,14,178.0,43.0,11,5,14,1311,1.0676236925646663,37.982022589072585
17,14,0,0,0,10.000000000000002,20,10.0,36.82295282637871,16,42.0,11.138314528436192,1,14.0,29.70317534591001,13,41.61538461538461,63.0,20,63.0,0,0.36200000000000004,37645,11,37,1.0,1472.4492545760122,False,0.1540448802480007,0,0.56,31048,169,0,0.0,1690.0000000000002,False,-0.041042756629983766,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,1,2.7210000000000005,35833,180,0,0.0,6628.131508748168,False,-0.31983206056165264,0,0.21800000000000003,76939,0,25,0.1,742.5793836477503,False,0.05929174865138278,8,5.1400000000000015,30450,200,0,0.0,2227.6629056872384,False,-0.5675180322425275,0,0.2,99090,12,26,1.0,1994.43810415092,False,0.04775942477964372,14,1.5280000000000002,78492,454,0,0.0,13485.241607043145,False,-0.1077244616223861,0.2625,447891,0.0,0.0,16,0,0,4,11,11.0,26,30,12,112.0,28.0,8,6,12,1605,1.1392915593460202,39.121314148418605
18,12,0,0,0,10.000000000000002,20,10.0,36.82295282637871,0,,11.285333145047149,5,15.0,29.941583780336263,33,31.96969696969697,63.0,20,63.0,0,0.36200000000000004,37535,12,47,1.0,1850.6787828397994,False,0.15642369930302175,0,0.56,30958,178,0,0.0,1780.0000000000002,False,-0.04239581454086235,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,5,2.7700000000000005,35698,180,0,0.0,6628.131508748168,False,-0.3221776430479701,0,0.21800000000000003,77219,0,25,0.5,748.5395945084066,False,0.06316909139462899,28,5.412000000000001,28845,200,0,0.0,2257.06662900943,False,-0.5893080126261634,0,0.2,99253,14,25,1.0,1994.1821729247076,False,0.04946444476799119,9,1.6040000000000003,77759,475,0,0.0,14222.252295659724,False,-0.11154016071363654,0.3125,445661,0.0,0.0,17,0,0,3,11,11.0,25,28,14,106.0,28.0,7,5,14,1248,1.1041533136740327,40.22546746209264
19,14,0,0,0,10.000000000000002,20,10.0,38.0995278414322,32,43.0,11.079593744255268,4,5.0,29.898250743698302,37,29.56756756756757,63.0,20,63.0,0,0.36200000000000004,38811,12,25,1.0,1072.488196035805,False,0.1830911088465302,0,0.56,30858,188,0,0.0,1880.0000000000002,False,-0.04389921221961633,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,4,2.8050000000000006,34174,212,0,0.0,8077.099902383626,False,-0.33606897834780974,0,0.21800000000000003,77554,0,24,0.4,717.5580178487593,False,0.06754694941184082,32,5.704000000000001,26813,200,0,0.0,2215.918748851054,False,-0.6174320132849359,0,0.2,99164,22,26,1.0,2295.7615163613627,False,0.05011128770668072,11,1.7050000000000003,77049,494,0,0.0,14769.73586738696,False,-0.11610711401524745,0.3,442817,0.0,0.0,18,0,0,7,12,12.0,29,36,16,165.0,24.0,11,3,16,2498,1.1621006364002824,41.38756809849292
20,16,0,0,0,10.000000000000002,20,10.0,38.64661828567652,12,45.0,10.811946309126535,3,1.0,31.224480977086767,17,53.64705882352941,63.00000000000001,20,63.0,0,0.36200000000000004,39191,18,23,1.0,1068.8722205705599,False,0.19446256871385165,0,0.56,30818,192,0,0.0,1920.0000000000005,False,-0.044500571291117924,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,3,2.831000000000001,33511,224,0,0.0,8656.84249599154,False,-0.34255197206157983,0,0.21800000000000003,78281,0,17,0.3,530.816176610475,False,0.07622882162017508,7,5.742000000000001,26596,200,0,0.0,2162.389261825307,False,-0.6207720341598365,0,0.2,98875,22,29,1.0,2513.938581495909,False,0.04822789103112219,13,1.8240000000000003,76507,501,0,0.0,15643.46496952047,False,-0.1172077206515548,0.2875,442173,0.0,0.0,19,0,0,7,9,9.0,23,30,17,148.0,45.0,11,5,17,1911,1.4211173858493567,42.80868548434228
21,17,0,0,0,10.000000000000002,20,10.0,38.98640166788636,21,41.19047619047619,10.811946309126535,0,,31.973207545296095,5,73.0,63.000000000000014,20,63.0,0,0.36200000000000004,39966,17,12,1.0,637.8368200146364,False,0.21128505652797275,0,0.56,30708,203,0,0.0,2030.0000000000005,False,-0.046154308737747306,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,0,2.8280000000000003,32646,245,0,0.0,9551.668408632158,False,-0.34980741544060323,0,0.21800000000000003,78646,0,12,0.0,383.67849054355315,False,0.08022195915859559,0,5.735,26596,200,0,0.0,2162.389261825307,False,-0.6207720341598365,0,0.2,99203,17,28,1.0,2307.544528270034,False,0.05058123280957877,9,1.9010000000000002,76309,501,0,0.0,16018.576980193344,False,-0.11731705323112615,0.25,442468,0.0,0.0,20,0,0,5,4,4.0,28,33,19,172.0,59.0,12,5,19,2123,1.4183419346809387,44.227027419023216
22,19,0,0,0,10.000000000000002,20,10.0,39.39789160792162,12,44.25,10.478419176947964,4,2.0,32.442406898499726,14,40.857142857142854,63.000000000000014,20,63.0,0,0.36200000000000004,40387,18,10,1.0,573.9789160792162,False,0.2229836267376152,0,0.56,30618,212,0,0.0,2120.0000000000005,False,-0.04750736664862589,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,4,2.8680000000000008,31955,257,0,0.0,10125.258143235857,False,-0.35683035233050253,0,0.21800000000000003,79003,0,11,0.4,356.866475883497,False,0.0849298225332166,9,5.825,26290,200,0,0.0,2095.683835389593,False,-0.6254217842827124,0,0.2,99657,12,25,1.0,1964.3088827819972,False,0.053537340396660575,7,1.9620000000000004,75965,510,0,0.0,16545.62751823486,False,-0.1181595000354103,0.3,442269,0.0,0.0,20,0,0,7,6,6.0,30,37,19,164.0,91.0,12,7,19,1915,1.5196328340098262,45.74666025303304
23,19,0,0,0,10.000000000000002,20,10.0,39.39789160792162,0,,10.005036555210918,5,1.0,33.24113272381818,6,65.0,63.000000000000014,9,63.0,0,0.36200000000000004,40267,20,20,1.0,987.9578321584324,False,0.22559922172347144,0,0.56,30538,220,0,0.0,2200.0000000000005,False,-0.04871008479162908,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,5,2.914000000000001,31750,257,0,0.0,10125.258143235857,False,-0.36039216277268826,0,0.21800000000000003,79363,0,11,0.5,365.652459962,False,0.0899226700735925,1,5.8260000000000005,26258,200,0,0.0,2001.0073110421836,False,-0.6265088629472467,0,0.2,99632,3,35,1.0,2304.723398171455,False,0.055057437310502236,9,2.0450000000000004,75404,515,0,0.0,17119.183352766366,False,-0.12103018396877072,0.3125,441606,0.0,0.0,11,0,0,6,6,6.0,28,34,15,175.0,87.0,10,9,15,565,1.215352344326675,46.96201259735972
24,15,0,0,0,10.000000000000002,20,10.0,39.39789160792162,0,,10.005036555210918,0,,33.36046783494039,27,34.333333333333336,63.000000000000014,8,63.0,0,0.36200000000000004,40167,20,30,1.0,1381.9367482376488,False,0.2285154962450787,0,0.56,30438,230,0,0.0,2300.0000000000005,False,-0.05021348247038306,0,0.2,58394,0,0,0.0,0.0,False,0.014577360785335766,0,2.9090000000000007,31750,257,0,0.0,10125.258143235857,False,-0.36039216277268826,0,0.21800000000000003,79718,0,6,0.0,200.16280700964234,False,0.09365306171991868,22,6.045000000000002,25286,200,0,0.0,2001.0073110421836,False,-0.6398270329320377,0,0.2,99632,0,38,0.3,2394.0000000000005,False,0.05552473174561633,8,2.1160000000000005,74303,542,0,0.0,18081.373566537688,False,-0.1275196358726109,0.1625,439688,0.0,0.0,12,0,0,9,7,7.0,22,31,15,99.0,57.0,8,7,15,555,1.087552054785192,48.04956465214491
