index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,spot_market_quantity_00Buy@0,spot_market_loss_00Buy@0,balance_00Buy@0,inventory_00Buy@0_input,inventory_00Buy@0_output,productivity_00Buy@0,assets_00Buy@0,bankrupt_00Buy@0,score_00Buy@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Ind@1,spot_market_loss_02Ind@1,balance_02Ind@1,inventory_02Ind@1_input,inventory_02Ind@1_output,productivity_02Ind@1,assets_02Ind@1,bankrupt_02Ind@1,score_02Ind@1,spot_market_quantity_03MyA@1,spot_market_loss_03MyA@1,balance_03MyA@1,inventory_03MyA@1_input,inventory_03MyA@1_output,productivity_03MyA@1,assets_03MyA@1,bankrupt_03MyA@1,score_03MyA@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Ran@2,spot_market_loss_05Ran@2,balance_05Ran@2,inventory_05Ran@2_input,inventory_05Ran@2_output,productivity_05Ran@2,assets_05Ran@2,bankrupt_05Ran@2,score_05Ran@2,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
11,12,0,0,0,10.000000000000002,20,10.0,15.079091677570243,12,20.083333333333332,23.958332735119924,7,19.0,26.999999999999996,20,27.0,0,0.7310000000000001,30828,128,0,0.0,1280.0000000000002,False,-0.039614234267228224,0,0.2,33136,1,34,1.0,522.6891170373883,False,0.019268282931047206,0,0.389,48823,30,13,1.0,763.8310758836664,False,-0.0014425777672329365,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,0.4880000000000001,60982,0,3,0.2,80.99999999999999,False,0.006689542537571968,8,1.0090000000000001,57963,52,0,0.0,1245.8333022262361,False,-0.03350682727431053,0.3666666666666667,281552,0.0,0.0,18,0,0,11,4,4.0,19,30,16,151.0,24.0,9,3,16,898,1.044780627824366,20.700294360518456
12,16,0,0,0,10.000000000000002,20,10.0,15.388523238968668,22,16.727272727272727,25.28889336935634,16,33.0,27.000000000000004,20,27.0,6,0.7910000000000001,30684,137,0,0.0,1370.0000000000002,False,-0.04263565891472868,0,0.2,33346,2,28,1.0,450.8786506911227,False,0.024581557875406328,3,0.41900000000000004,48899,42,10,1.0,899.2069097302475,False,0.0014734039870347093,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,5,0.5380000000000001,60504,6,10,1.0,421.73336021613807,False,0.0016145088029442067,12,1.1210000000000002,57820,52,0,0.0,1315.0224552065297,False,-0.035295193962035946,0.5,281073,0.0,0.0,10,0,0,16,9,7.758928571428571,14,30,16,141.0,16.0,11,5,16,520,1.1418453697115183,21.842139730229974
13,16,0,0,0,10.000000000000002,20,10.0,15.81572117837815,22,17.863636363636363,25.70513382769987,33,26.939393939393938,27.000000000000004,20,27.0,6,0.8450000000000002,30519,147,0,0.0,1470.0000000000002,False,-0.04614539461637063,0,0.2,33597,2,22,1.0,367.94586592431926,False,0.030976406426239465,23,0.646,48623,54,10,1.0,1111.1002819094188,False,-0.001977633311252803,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,4,0.5730000000000002,60750,0,6,0.6,162.00000000000003,False,0.0035303627695201017,6,1.1690000000000003,56885,85,0,0.0,2184.936375354489,False,-0.043544415136393344,0.43333333333333335,280194,0.0,0.0,18,0,0,12,9,8.7,18,30,11,156.0,27.0,12,4,11,954,1.337653654627502,23.179793384857476
14,11,0,0,0,10.000000000000002,20,10.0,14.506953330020185,20,7.0,25.70513382769987,0,,27.0,20,27.0,13,0.9690000000000003,30246,158,0,0.0,1580.0000000000002,False,-0.0527986327290484,0,0.2,33556,1,25,1.0,372.67383325050463,False,0.02979725680965795,0,0.623,48483,64,20,1.0,1442.5476896752893,False,-0.0014556001940569927,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,5,0.6190000000000001,60873,0,0,0.0,0.0,False,0.00422323770559414,9,1.2530000000000003,56803,85,0,0.0,2184.936375354489,False,-0.04489717096396647,0.3333333333333333,279781,0.0,0.0,14,0,0,9,10,9.333333333333332,16,25,15,86.0,13.0,7,4,15,357,1.0272220270708203,24.207015411928296
15,15,0,0,0,10.000000000000002,20,10.0,14.44554479354734,1,7.0,25.270037790511402,12,21.0,27.000000000000004,20,27.0,0,0.9560000000000002,30146,168,0,0.0,1680.0000000000002,False,-0.054324604773240553,0,0.2,33463,1,34,1.0,501.1485229806095,False,0.028919436656604607,0,0.6230000000000001,48728,55,18,1.0,1249.365643874309,False,0.0015561900709707111,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,10,0.7140000000000002,60767,0,0,0.0,0.0,False,0.0024745533431215667,10,1.344,56447,97,0,0.0,2451.193665679606,False,-0.04857388467195999,0.3333333333333333,279371,0.0,0.0,12,0,0,10,10,10.0,15,25,15,155.0,48.0,9,6,15,459,1.1761980503797531,25.38321346230805
16,15,0,0,0,10.000000000000002,20,10.0,14.219427930011967,4,8.0,24.440157416772724,18,19.055555555555557,27.000000000000004,20,27.0,0,0.9560000000000002,30056,177,0,0.0,1770.0000000000002,False,-0.05569797961301349,0,0.2,33385,2,40,1.0,588.7771172004786,False,0.02787610811817848,0,0.623,49039,49,10,1.0,941.1535427383137,False,0.004740173134368866,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,12,0.8240000000000003,60639,0,0,0.0,0.0,False,0.0003629344903244964,8,1.4140000000000001,56033,115,0,0.0,2810.618102928863,False,-0.052438935422993084,0.3333333333333333,278972,0.0,0.0,14,0,0,9,9,9.0,17,26,14,96.0,51.0,8,7,14,575,1.0772207556292415,26.46043421793729
17,14,0,0,0,10.000000000000002,20,10.0,14.219427930011967,0,,24.440157416772724,0,,27.000000000000004,20,27.0,0,0.9560000000000002,29966,186,0,0.0,1860.0000000000002,False,-0.057071354452786424,0,0.2,33275,3,50,1.0,740.9713965005984,False,0.02684141177593533,0,0.623,49039,39,20,1.0,1043.3608376059212,False,0.005777263146419427,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,10,0.9120000000000001,60540,0,0,0.0,0.0,False,-0.0012702707161357375,10,1.5060000000000002,55936,115,0,0.0,2810.618102928863,False,-0.054039146584878364,0.3333333333333333,278576,0.0,0.0,8,0,0,7,9,9.0,21,28,14,191.0,24.0,11,3,14,200,1.080680439248681,27.54111465718597
18,14,0,0,0,10.000000000000002,20,10.0,13.948579187503071,4,7.0,23.608671594041486,8,11.0,27.000000000000007,20,27.0,4,0.9960000000000002,29806,198,0,0.0,1980.0000000000005,False,-0.060123298541170725,0,0.2,33195,1,60,1.0,846.9147512501843,False,0.026016522481385893,0,0.6230000000000001,49099,33,22,1.0,979.6938882565141,False,0.006348870527807812,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,9,0.9920000000000002,60364,0,8,0.8,216.00000000000006,False,-0.002392068231684181,11,1.606,55817,115,0,0.0,2714.9972333147707,False,-0.056791022045673864,0.4666666666666666,278101,0.0,0.0,8,0,0,14,12,12.0,17,31,17,139.0,10.0,11,3,17,288,1.215717718936503,28.756832376122475
19,17,0,0,0,10.000000000000002,20,10.0,15.315498674833306,28,20.0,23.43835269837358,11,21.636363636363637,27.000000000000007,20,27.0,0,0.9920000000000004,29726,206,0,0.0,2060.0000000000005,False,-0.061344076176524445,0,0.2,33635,3,42,1.0,673.2509443429989,False,0.03679501532599345,0,0.6230000000000001,48777,51,21,1.0,1273.2958390823437,False,0.002793406923069525,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,4,1.0230000000000004,60554,0,0,0.0,0.0,False,-0.001039312404111058,8,1.675,55506,126,0,0.0,2953.232439995071,False,-0.05995651021994594,0.3333333333333333,278018,0.0,0.0,13,0,0,15,6,6.0,17,32,10,162.0,45.0,12,5,10,1214,1.3482142323628068,30.10504660848528
20,10,0,0,0,10.000000000000002,20,10.0,15.241623619896107,1,7.0,23.409758934297148,8,23.0,27.000000000000007,20,27.0,1,1.0020000000000004,29606,217,0,0.0,2170.0000000000005,False,-0.06332783983397425,0,0.2,33545,2,52,1.0,812.5644282345976,False,0.03617415046442354,0,0.623,48954,42,23,1.0,1178.572647524471,False,0.0054242699034466445,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,6,1.0790000000000002,60511,0,0,0.0,0.0,False,-0.0017486843624725738,14,1.8070000000000002,55146,134,0,0.0,3136.907697195818,False,-0.06438039083758836,0.3333333333333333,277582,0.0,0.0,9,0,0,2,10,10.0,21,23,14,84.0,30.0,5,5,14,384,0.899223368614912,31.004269977100194
21,14,0,0,0,10.000000000000002,20,10.0,15.85531472170589,15,20.0,22.958645832476858,5,13.0,27.00000000000001,20,27.0,0,1.0010000000000003,29536,224,0,0.0,2240.0000000000005,False,-0.06439602026490875,0,0.2,33715,5,47,1.0,795.1997919201768,False,0.041097475918943145,0,0.623,48719,47,28,1.0,1388.0418752295288,False,0.0027806830427543096,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,8,1.1530000000000002,60376,0,5,0.5,135.00000000000006,False,-0.0028622333668772786,12,1.913,55007,134,0,0.0,3076.458541551899,False,-0.06717209246950612,0.4166666666666667,277173,0.0,0.0,11,0,0,9,9,9.0,19,28,16,156.0,42.0,10,4,16,565,1.188532181084156,32.19280215818435
22,16,0,0,0,10.000000000000002,20,10.0,15.46482565396513,32,14.1875,22.181348991691568,26,19.076923076923077,27.00000000000001,20,27.0,15,1.1510000000000002,29252,234,0,0.0,2340.0000000000005,False,-0.07153756943172801,0,0.2,33956,5,40,1.0,668.5930261586052,False,0.04652067732037178,0,0.623,48761,69,12,1.0,1333.2491580238927,False,0.0030770472240429993,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,3,1.1750000000000003,60200,6,10,1.0,403.0880939501495,False,-0.003554381659021799,12,2.021,54667,144,0,0.0,3194.114254803586,False,-0.07181059558536726,0.5,276656,0.0,0.0,17,0,0,9,9,9.0,22,31,13,163.0,12.0,12,4,13,1172,1.045777229592204,33.238579387776554
23,13,0,0,0,10.000000000000002,20,10.0,16.189736828679894,36,18.666666666666668,23.245229764550505,15,31.533333333333335,27.00000000000001,20,27.0,4,1.1760000000000002,29096,246,0,0.0,2460.0000000000005,False,-0.07446743575657694,0,0.2,34516,3,18,1.0,321.4152629162381,False,0.058313728604593815,3,0.6530000000000001,48478,95,10,1.0,1770.477296370095,False,0.0017704084784691955,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,4,1.2120000000000002,60444,0,6,0.6,162.00000000000006,False,-0.0015177260504478942,6,2.0690000000000004,54151,159,0,0.0,3695.99153256353,False,-0.07618331876731343,0.43333333333333335,276505,0.0,0.0,16,0,0,7,7,6.333333333333333,23,30,15,111.0,27.0,9,4,15,1460,0.9997967509552836,34.23837613873184
24,15,0,0,0,10.000000000000002,20,10.0,16.189736828679894,0,,22.17864337019601,20,15.85,27.000000000000007,20,27.0,0,1.1720000000000002,28986,257,0,0.0,2570.0000000000005,False,-0.07614600500518831,0,0.2,34426,2,28,1.0,473.31263120303703,False,0.05788489030096802,10,0.7500000000000002,48491,85,10,1.0,1597.914064139751,False,0.0002832419853453351,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,3,1.2380000000000002,60481,0,10,1.0,270.00000000000006,False,-1.649702228747711e-05,11,2.1730000000000005,53821,169,0,0.0,3748.190729563126,False,-0.08119677046403546,0.5,276025,0.0,0.0,14,0,0,6,8,7.7,23,29,12,147.0,12.0,11,4,12,509,2.0307086687535048,36.26908480748534
25,12,0,0,0,10.000000000000002,20,10.0,16.30375878737597,22,17.045454545454547,22.325360935403648,39,22.794871794871796,27.000000000000004,20,27.0,5,1.2220000000000002,28826,268,0,0.0,2680.0000000000005,False,-0.07935054629799182,0,0.2,34676,1,21,1.0,352.37893453489534,False,0.06366933611876475,29,1.0300000000000002,47816,97,10,1.0,1804.7182117295056,False,-0.011316683459194116,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.235,60549,0,6,0.5,162.00000000000003,False,0.00021446128973720243,11,2.2720000000000007,52980,203,0,0.0,4532.048269886941,False,-0.08860510855133918,0.4166666666666667,274667,0.0,0.0,17,0,0,5,12,11.857142857142858,21,26,12,83.0,30.0,7,5,12,963,1.041772092692554,37.310856900177896
26,12,0,0,0,10.000000000000002,20,10.0,15.780179565056136,10,8.0,22.216277991284247,5,19.0,27.000000000000004,20,27.0,5,1.2670000000000003,28681,278,0,0.0,2780.0000000000005,False,-0.08224989318195691,0,0.2,34616,1,26,1.0,420.2846686914595,False,0.06287439218536679,0,1.0010000000000003,47831,97,15,1.0,1863.9215876797089,False,-0.010411543269748866,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,4,1.2750000000000001,60685,0,0,0.0,0.0,False,0.0011217975155484435,10,2.3610000000000007,52779,208,0,0.0,4620.985822187124,False,-0.09118740763987722,0.3333333333333333,274412,0.0,0.0,12,0,0,6,8,7.666666666666666,20,26,13,141.0,6.0,10,2,13,470,0.9571421332657337,38.26799903344363
27,13,0,0,0,10.000000000000002,20,10.0,15.81649478750927,1,21.0,22.08865716812272,17,21.058823529411764,27.000000000000004,20,27.0,0,1.2620000000000002,28541,292,0,0.0,2920.0000000000005,False,-0.08438625404382592,0,0.2,34577,0,32,0.7,506.12783320029666,False,0.06299407668315173,2,1.0210000000000001,48112,88,10,1.0,1612.738112982043,False,-0.007257710518487272,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,11,1.3810000000000002,60564,0,0,0.0,0.0,False,-0.0008743421812362869,9,2.4410000000000007,52332,225,0,0.0,4969.947862827612,False,-0.09568315932141469,0.2833333333333333,273946,0.0,0.0,13,0,0,8,11,10.25,20,28,8,120.0,24.0,10,3,8,419,1.0079238088801503,39.27592284232378
28,8,0,0,0,10.000000000000002,20,10.0,15.715762479817169,21,15.095238095238095,22.792449780559966,8,35.0,27.0,20,27.0,5,1.3120000000000003,28396,302,0,0.0,3020.0000000000005,False,-0.087285600927791,0,0.2,34754,0,26,1.0,408.6098244752464,False,0.06690792016839484,0,1.0190000000000001,48075,99,12,1.0,1829.3698828686195,False,-0.005810436288775292,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,11,1.4800000000000002,60159,0,8,0.8,216.0,False,-0.005773957800616988,9,2.5220000000000007,52244,225,0,0.0,5128.301200625992,False,-0.0958287180112345,0.4666666666666666,273448,0.0,0.0,12,0,0,4,12,12.0,22,26,14,88.0,36.0,6,2,14,757,0.84233960788697,40.11826245021075
29,14,0,0,0,10.000000000000002,20,10.0,15.82245686351174,25,16.4,22.792449780559966,0,,27.0,20,27.0,5,1.3570000000000002,28261,311,0,0.0,3110.0000000000005,False,-0.09003235060733687,0,0.2,35014,1,16,1.0,263.15930981618783,False,0.07262344060636304,0,1.0190000000000001,47665,114,22,1.0,2305.1939776126574,False,-0.009302764250216608,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,4,1.5090000000000003,60351,0,0,0.0,0.0,False,-0.004388207928468911,8,2.5930000000000004,52178,225,0,0.0,5128.301200625992,False,-0.09691752148220799,0.3333333333333333,273289,0.0,0.0,14,0,0,9,6,6.0,22,31,14,197.0,3.0,13,1,14,786,1.114371433854103,41.23263388406485
30,14,0,0,0,10.000000000000002,20,10.0,16.261608702002917,33,18.181818181818183,22.792449780559966,0,,27.0,20,27.0,5,1.4020000000000004,28126,320,0,0.0,3200.0000000000005,False,-0.09277910028688274,12,0.32000000000000006,35260,2,10,1.0,182.61608702002917,False,0.07890215600042766,0,1.0190000000000001,47065,137,32,1.0,2957.1987851523186,False,-0.014863231744131875,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,11,1.6150000000000002,60231,0,0,0.0,0.0,False,-0.006367850602966164,9,2.6750000000000003,52093,225,0,0.0,5128.301200625992,False,-0.09831976837664355,0.3333333333333333,272595,0.0,0.0,11,0,0,9,11,10.857142857142858,23,32,16,162.0,21.0,12,2,16,480,1.1775404000654817,42.410174284130335
31,16,0,0,0,10.000000000000002,20,10.0,15.980211125719373,5,7.0,25.920535209996892,40,36.25,27.000000000000004,11,27.0,5,1.447,27976,330,0,0.0,3300.0000000000005,False,-0.09583104437526704,0,0.30800000000000005,35160,2,20,1.0,339.60422251438746,False,0.07824580697238585,8,1.0990000000000002,48256,132,10,1.0,2368.593220694926,False,0.003334211590783768,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.6040000000000003,59171,20,10,1.0,788.410704199938,False,-0.017351479748255953,11,2.7760000000000007,51581,235,0,0.0,6091.3257743492695,False,-0.09882272485978132,0.5,271964,0.0,0.0,10,0,0,10,7,6.8,21,31,9,132.0,16.0,11,5,9,1310,1.0740039963275194,43.484178280457854
32,9,0,0,0,10.000000000000002,20,10.0,15.412231660620295,10,7.0,27.988200487424454,20,44.0,27.000000000000007,10,27.0,5,1.492,27826,340,0,0.0,3400.0000000000005,False,-0.09888298846365134,0,0.30800000000000005,35095,2,25,1.0,405.3057915155074,False,0.07726463089048874,10,1.191,48786,132,10,1.0,2314.2965840761235,False,0.013539010715927806,0,0.2,49820,0,0,0.0,0.0,False,0.011039857131260654,0,1.604,59171,10,20,1.0,819.8820048742447,False,-0.01709188837393595,10,2.8650000000000007,50603,255,0,0.0,7136.991124293236,False,-0.10633163036529981,0.5,271301,0.0,0.0,10,0,0,4,6,5.5,21,25,9,75.0,9.0,6,3,9,235,0.8443111442029476,44.3284894246608
