index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Buy@1,spot_market_loss_02Buy@1,balance_02Buy@1,inventory_02Buy@1_input,inventory_02Buy@1_output,productivity_02Buy@1,assets_02Buy@1,bankrupt_02Buy@1,score_02Buy@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Ind@2,spot_market_loss_04Ind@2,balance_04Ind@2,inventory_04Ind@2_input,inventory_04Ind@2_output,productivity_04Ind@2,assets_04Ind@2,bankrupt_04Ind@2,score_04Ind@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Dec@3,spot_market_loss_06Dec@3,balance_06Dec@3,inventory_06Dec@3_input,inventory_06Dec@3_output,productivity_06Dec@3,assets_06Dec@3,bankrupt_06Dec@3,score_06Dec@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,30,0,0,0,10.0,9,10.0,28.095698912369006,3,24.333333333333332,27.719350199483923,25,26.48,41.17780528223195,30,51.266666666666666,53.99999999999999,20,54.0,0,0.2,36460,0,2,0.0,56.19139782473801,False,0.01035874450109005,0,0.3350000000000001,37200,2,38,1.0,1087.6365586700222,False,0.045129818888381606,24,1.754,47295.0,60,0,0.0,1685.7419347421403,False,-0.0769698004415733,1,0.39,52629,0,0,0.0,0.0,False,0.009146341463414634,0,0.272,72353,0,15,0.7,617.6670792334793,False,0.0015966909218528736,0,0.2,69848,113,15,1.0,3749.9536517751626,False,-0.011344845671882878,0,0.43400000000000005,92816,25,12,1.0,1677.4451320557987,False,-0.00255900137357801,12,0.8420000000000001,91374,18,0,0.0,741.2004950801751,False,-0.022902175328397792,0.4625,499975,0.0,0.0,13,0,0,23,10,10.0,17,40,30,263.0,81.0,18,12,30,2133,2.3232079899753444,64.407879405946
11,30,0,0,0,9.999999999999998,8,10.0,27.333487867021535,25,25.0,28.98567356541818,49,33.61224489795919,42.25336830813448,10,52.8,53.99999999999999,20,54.0,0,0.2,36460,0,2,0.0,54.66697573404307,False,0.010337638806751431,0,0.3350000000000001,37745,0,23,1.0,628.6702209414954,False,0.05386650912307546,30,2.0300000000000002,46805.0,70,0,0.0,1913.3441506915074,False,-0.0841833088789355,19,0.5790000000000001,52377,5,10,1.0,426.52417498928946,False,0.0084035528358384,0,0.272,72508,0,10,0.0,422.53368308134486,False,0.0023883720886150313,0,0.2,68574,152,20,1.0,5250.889748106253,False,-0.01856139726445121,1,0.44400000000000006,93454,15,10,1.0,1173.8005246220173,False,0.0015538661516695633,7,0.9000000000000001,90730,28,0,0.0,1183.0943126277655,False,-0.027407772977113953,0.5,498653,0.0,0.0,15,0,0,25,7,6.5,15,40,34,215.0,84.0,17,13,34,1827,2.432829811994452,66.84070921794046
12,34,0,0,0,9.999999999999998,9,10.0,26.485378606896198,34,24.205882352941178,29.665067155867785,58,32.06896551724138,43.00388226428561,3,67.33333333333333,53.99999999999999,20,54.0,0,0.2,36491,0,1,0.0,26.485378606896198,False,0.010805856158372096,10,0.43500000000000005,38197,0,9,0.9,238.3684074620658,False,0.0609786842701178,34,2.3400000000000003,46350.0,71,0,0.0,1880.46188108963,False,-0.09322306065836751,14,0.7000000000000002,52069,28,10,1.0,1038.2412725517713,False,0.00836249110821986,0,0.272,71628,14,19,1.0,1232.3847032035756,False,-0.004160224525104278,0,0.2,67796,176,28,1.0,6425.160522832728,False,-0.021192343321253145,2,0.4630000000000001,93849,7,10,1.0,841.0271758499991,False,0.003988642504126961,8,0.9730000000000003,90502,29,0,0.0,1247.1125856642825,False,-0.029495113767163905,0.6125,496882,0.0,0.0,13,0,0,20,11,9.5,17,37,40,238.0,141.0,16,18,40,1097,3.917295216000639,70.7580044339411
13,40,0,0,0,9.999999999999996,13,10.0,26.975191906991295,11,32.0,29.128320507804567,9,15.0,48.695136849413736,41,61.21951219512195,54.00000000000001,20,54.0,0,0.2,36491,0,1,0.0,26.975191906991295,False,0.010812637646162108,2,0.44500000000000006,38369,3,10,1.0,299.75191906991296,False,0.06659123773425693,9,2.3960000000000004,45809.0,82,0,0.0,2211.9657363732863,False,-0.10041833739479518,0,0.686,52069,18,20,1.0,1068.1198644819347,False,0.008648947926080858,8,0.3520000000000001,72705,13,10,1.0,865.6195350955967,False,0.008157717414437615,0,0.2,68710,166,24,1.0,6003.984488681488,False,-0.01149626107103436,0,0.46100000000000013,92805,23,11,1.0,1713.988147536516,False,-0.002481558402808853,11,1.0750000000000002,89274,44,0,0.0,2142.5860213742044,False,-0.03780506937869848,0.625,496232,0.0,0.0,16,0,0,25,11,9.515151515151516,24,49,35,437.0,78.0,29,11,35,1638,3.3314973909873515,74.08950182492845
14,35,0,0,0,9.999999999999996,11,10.0,27.739651894957078,20,32.0,28.67324387516777,7,14.285714285714286,49.44657893225768,14,55.785714285714285,54.00000000000001,20,54.0,0,0.2,36491,0,1,0.0,27.739651894957078,False,0.010823221630045876,10,0.543,38649,4,10,1.0,317.3965189495708,False,0.07458875393129485,7,2.4570000000000003,45341.0,92,0,0.0,2552.047974336051,False,-0.10613161552446648,0,0.6860000000000002,51749,18,30,1.0,1359.5110503642604,False,0.005306709717405512,0,0.3440000000000001,72831,5,16,1.0,934.5114822919618,False,0.010369362075731062,0,0.2,69265,161,24,1.0,5803.110158276195,False,-0.0052304044449301736,0,0.46100000000000013,92742,22,12,1.0,1735.824736509669,False,-0.0030362386894420583,11,1.1740000000000002,88797,49,0,0.0,2422.8823676806264,False,-0.041392606807174846,0.625,495865,0.0,0.0,16,0,0,18,9,9.0,20,38,33,218.0,65.0,17,18,33,1697,3.3667001320281997,77.45620195695665
15,33,0,0,0,9.999999999999996,8,10.0,27.84627387451273,4,31.0,27.605971079740996,17,14.705882352941176,53.914780646844925,38,67.89473684210526,54.0,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,0.533,38662,2,17,1.0,493.3866558667164,False,0.0773853167174326,17,2.6200000000000006,44765.0,96,0,0.0,2673.242291953222,False,-0.11601432071681599,0,0.6860000000000002,51749,8,40,1.0,1327.0090341857415,False,0.004995101186778485,0,0.34400000000000003,73743,7,12,1.0,840.219165320326,False,0.02229081662200765,0,0.2,70683,156,10,1.0,4845.6792949080445,False,0.007717029849392392,1,0.4710000000000001,91892,36,10,1.0,2480.9321032864173,False,-0.00812113476070925,7,1.2330000000000003,87585,63,0,0.0,3396.63118075123,False,-0.04911533531736927,0.625,495601,0.0,0.0,13,0,0,20,8,8.0,18,38,36,207.0,101.0,16,17,36,3432,3.0338819960015826,80.49008395295823
16,36,0,0,0,9.999999999999996,12,10.0,27.66191020196814,8,25.125,27.7328467143025,9,30.555555555555557,52.64353468816026,7,27.0,54.00000000000001,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,0.533,38743,4,19,1.0,565.5762938373947,False,0.08062768308464024,4,2.6430000000000007,44689.0,96,0,0.0,2655.5433793889415,False,-0.11764128528734336,0,0.6860000000000002,51763,6,45,1.0,1413.9495633554213,False,0.006097077421339718,0,0.34400000000000003,73717,2,15,1.0,845.118713751009,False,0.02196619189032475,0,0.2,70623,150,20,1.0,5212.79770090858,False,0.009420214077334298,2,0.49000000000000005,92409,26,10,1.0,1908.7319018921667,False,-0.0056620059540328565,8,1.306,87248,70,0,0.0,3685.047428171218,False,-0.05116860627205278,0.625,495714,0.0,0.0,14,0,0,28,8,7.5,17,45,32,325.0,129.0,23,13,32,1211,3.114336303959135,83.60442025691736
17,32,0,0,0,9.999999999999998,9,10.0,27.5065899930513,1,11.0,27.46800324538792,4,15.0,52.64353468816026,0,,54.00000000000001,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,0.533,38664,3,28,1.0,800.1845198054364,False,0.08168832751572017,4,2.679000000000001,44613.0,96,0,0.0,2640.6326393329246,False,-0.1192415186442234,0,0.686,51752,0,52,0.7,1428.3361687601719,False,0.006024085066346179,0,0.34400000000000003,73717,0,17,0.2,894.9400896987244,False,0.02230956971920392,0,0.2,70563,144,30,1.0,5534.698507980668,False,0.010811750530564582,0,0.48800000000000004,92895,16,11,1.0,1436.2965550105641,False,-0.0030017756269738924,11,1.4080000000000001,87005,70,0,0.0,3685.047428171218,False,-0.053756603503002244,0.48750000000000004,495731,0.0,0.0,11,0,0,22,7,7.0,20,42,30,295.0,95.0,20,12,30,587,2.8202856489806436,86.42470590589801
18,30,0,0,0,9.999999999999998,10,10.0,27.83446464012227,10,31.0,27.482940533377533,5,28.0,52.534566364377945,1,38.0,54.00000000000001,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,0.533,38874,3,28,1.0,809.3650099234236,False,0.08763035124776294,0,2.6750000000000007,44303.0,106,0,0.0,2950.453251852961,False,-0.12221532010418623,0,0.6860000000000002,51892,0,47,0.0,1291.698205068744,False,0.007398548522288226,0,0.34400000000000003,73717,0,17,0.0,893.0876281944251,False,0.02229680222337842,0,0.2,70461,139,39,1.0,5868.976822350217,False,0.011709651961170867,0,0.4880000000000001,93219,6,15,1.0,1125.2073981862677,False,-0.0012076926450489208,14,1.5370000000000001,86604,71,0,0.0,3729.954211870834,False,-0.05778819845640956,0.375,495592,0.0,0.0,11,0,0,22,8,8.0,17,39,30,212.0,89.0,17,13,30,912,2.5153667319682427,88.94007263786625
19,30,0,0,0,9.999999999999998,15,10.0,28.160221061756914,11,31.0,27.89805021628725,15,32.333333333333336,53.38183258380592,4,79.0,54.000000000000014,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,0.533,39065,8,27,1.0,840.3259686674367,False,0.09334781481790223,5,2.7250000000000005,44208.0,106,0,0.0,2984.983432546233,False,-0.1237058652348306,0,0.6860000000000002,51961,1,47,1.0,1339.3685812272574,False,0.009178637264412292,0,0.34400000000000003,73828,0,18,0.5,960.8729865085065,False,0.024294054713619662,0,0.2,70181,139,49,1.0,6493.538776670417,False,0.012154624491153255,0,0.48800000000000004,93759,0,11,0.6,594.0000000000001,False,0.001714681292933596,10,1.623,86091,75,0,0.0,4003.637443785444,False,-0.061794358358882584,0.5125,495615,0.0,0.0,16,0,0,23,6,6.0,17,40,39,266.0,124.0,17,13,39,1757,2.615939508017618,91.55601214588387
20,39,0,0,0,10.0,5,10.0,28.993206768174637,20,33.0,28.716127287889737,53,31.150943396226417,50.97557684238332,17,35.05882352941177,54.000000000000014,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,0.533,39675,3,17,1.0,522.8845150589689,False,0.10584377962921529,26,2.980000000000001,43810.0,106,0,0.0,3073.2799174265115,False,-0.13049087362491843,0,0.6860000000000002,52306,11,30,1.0,1180.4090930866132,False,0.014269913839225799,0,0.34400000000000003,74010,4,11,1.0,675.5958544177755,False,0.024836626791399734,0,0.2,68944,168,59,1.0,7831.868418066091,False,0.004327381372274784,0,0.4880000000000001,94245,0,2,0.0,108.00000000000003,False,0.004302678523883061,11,1.723,85259,92,0,0.0,4689.753069499266,False,-0.06700168768571663,0.5,494771,0.0,0.0,14,0,0,28,9,9.0,17,45,35,317.0,95.0,23,16,35,2797,2.7799642519676127,94.33597639785148
21,35,0,0,0,10.0,10,10.0,27.895800956368745,31,24.193548387096776,27.858031015284762,44,24.15909090909091,51.82065606952214,36,54.55555555555556,54.000000000000014,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,14,0.673,39975,3,10,1.0,308.9580095636875,False,0.11118898501361926,39,3.3440000000000007,42385.0,115,0,0.0,3208.0171099824056,False,-0.15652307572113813,0,0.686,52049,23,35,1.0,1616.634507531448,False,0.013524260886748789,0,0.3440000000000001,73993,7,12,1.0,816.854089941259,False,0.025575869723632228,0,0.2,69862,189,42,1.0,7441.635416808749,False,0.014291865966481555,9,0.5780000000000001,92715,16,10,1.0,1369.1304971123543,False,-0.00527647639857103,9,1.802,84595,102,0,0.0,5285.706919091258,False,-0.07089990457909762,0.625,492096,0.0,0.0,12,0,0,28,14,13.636363636363637,13,41,42,300.0,96.0,23,12,42,2665,3.835966523969546,98.17194292182103
22,42,0,0,0,10.0,13,10.0,28.343720727123568,33,30.0,27.482425231150703,29,24.75862068965517,52.04839201948562,36,52.916666666666664,54.00000000000002,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,23,0.8890000000000002,40132,6,10,1.0,343.4372072712357,False,0.11601369562041353,24,3.545000000000001,40807.0,148,0,0.0,4194.870667614288,False,-0.17731946361007928,0,0.6860000000000002,52264,13,40,1.0,1467.7653786986345,False,0.016219563762642216,1,0.35400000000000004,74210,2,10,1.0,575.4487706571576,False,0.02690326669049398,0,0.2,70784,203,29,1.0,7088.335690488676,False,0.024566038723628385,6,0.629,92856,11,10,1.0,1112.532312214342,False,-0.005141209264527688,4,1.8330000000000004,82941,133,0,0.0,6922.436138591587,False,-0.07979958390440607,0.625,490516,0.0,0.0,18,0,0,27,13,11.611764705882354,18,45,40,325.0,117.0,23,19,40,2590,4.2527921730070375,102.42473509482807
23,40,0,0,0,10.0,9,10.0,28.588251737894257,10,32.0,27.432477687546772,11,26.454545454545453,50.92133517850963,16,39.9375,54.00000000000002,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,0,0.8660000000000001,40362,5,10,1.0,335.88251737894257,False,0.1222778218610364,6,3.581000000000001,40681.0,148,0,0.0,4231.06125720835,False,-0.17938850612432555,0,0.6860000000000002,52149,13,45,1.0,1606.10876853223,False,0.01534081884234763,3,0.38300000000000006,74174,3,10,1.0,591.5107848477367,False,0.02651773209307025,0,0.2,71024,193,36,1.0,7127.636260122874,False,0.028145151077405204,2,0.6430000000000001,93376,1,10,1.0,590.9213351785098,False,-0.002380737338630839,8,1.9090000000000003,82155,149,0,0.0,7587.278941597935,False,-0.08463028413867653,0.625,490443,0.0,0.0,12,0,0,32,9,8.041666666666666,17,49,35,339.0,111.0,28,12,35,1476,3.1651463549933396,105.5898814498214
24,35,0,0,0,10.0,10,10.0,28.84606074308704,11,32.0,27.19308536170028,4,15.0,49.576642859130835,14,34.714285714285715,54.00000000000002,20,54.0,0,0.2,36522,0,0,0.0,0.0,False,0.011297557733842832,1,0.8760000000000001,40589,5,10,1.0,338.4606074308704,False,0.1285991666310969,4,3.6150000000000007,40253.0,159,0,0.0,4586.52365815084,False,-0.1841873402923106,0,0.6860000000000002,52149,3,55,1.0,1582.1578771227764,False,0.015111193023496507,4,0.42000000000000004,74468,0,3,0.3,148.7299285773925,False,0.027518608390382695,0,0.2,70964,187,46,1.0,7365.63253415797,False,0.02895840249054379,6,0.7010000000000001,93841,0,1,0.1,54.00000000000002,False,-0.00028755524788327385,4,1.9410000000000003,81620,163,0,0.0,8080.992786038326,False,-0.08769906392226254,0.42500000000000004,490406,0.0,0.0,12,0,0,22,7,5.757575757575758,18,40,35,250.0,78.0,19,16,35,904,2.533707452006638,108.12358890182804
