index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Ind@0,spot_market_loss_00Ind@0,balance_00Ind@0,inventory_00Ind@0_input,inventory_00Ind@0_output,productivity_00Ind@0,assets_00Ind@0,bankrupt_00Ind@0,score_00Ind@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04MyA@2,spot_market_loss_04MyA@2,balance_04MyA@2,inventory_04MyA@2_input,inventory_04MyA@2_output,productivity_04MyA@2,assets_04MyA@2,bankrupt_04MyA@2,score_04MyA@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Buy@3,spot_market_loss_06Buy@3,balance_06Buy@3,inventory_06Buy@3_input,inventory_06Buy@3_output,productivity_06Buy@3,assets_06Buy@3,bankrupt_06Buy@3,score_06Buy@3,spot_market_quantity_07Ran@3,spot_market_loss_07Ran@3,balance_07Ran@3,inventory_07Ran@3_input,inventory_07Ran@3_output,productivity_07Ran@3,assets_07Ran@3,bankrupt_07Ran@3,score_07Ran@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,54,0,0,0,10.000000000000002,20,10.0,20.881492986746842,21,23.0,19.363636363636363,0,,31.25314082130133,0,,36.0,20,36.0,0,0.5690000000000001,23832,10,20,1.0,517.6298597349369,False,0.04055005744071652,0,0.38000000000000006,24118,0,11,0.7,229.69642285421526,False,0.04668487437055574,0,0.24500000000000002,31477,28,80,1.0,2133.7727127198204,False,-0.038215966062005745,0,0.2,31105,50,72,1.0,2438.2564675191607,False,-0.04471057618111593,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,0.23600000000000002,41740,0,0,0.0,0.0,False,0.01239418855659851,13,0.861,54362,10,0,0.0,312.53140821301326,False,-0.020407056022810524,7,0.8190000000000002,54442,9,0,0.0,281.27826739171195,False,-0.019250383913180454,0.4625,302305,0.0,0.0,7,0,0,13,5,5.0,18,31,49,354.0,200.0,21,33,49,683,2.178038931975607,34.830431509937625
11,49,0,0,0,10.000000000000002,20,10.0,20.72422892723919,31,19.838709677419356,19.363636363636363,0,,31.889673000358506,5,38.0,36.0,20,36.0,0,0.5690000000000001,23942,11,20,1.0,524.4845785447837,False,0.045449304132359696,10,0.48000000000000004,24243,0,9,0.9,186.5180603451527,False,0.0511514784974333,0,0.24500000000000002,31312,29,90,1.0,2343.7299116172094,False,-0.03998980536665178,0,0.2,30655,60,82,1.0,2831.2719174525328,False,-0.05220214680006304,0,0.2,41229,0,0,0.0,0.0,False,0.0,5,0.28600000000000003,41775,0,0,0.0,0.0,False,0.013243105581023066,14,0.9880000000000002,53958,15,0,0.0,478.3450950053776,False,-0.026176509370347316,6,0.8720000000000001,54385,9,0,0.0,287.0070570032266,False,-0.0202231011517301,0.4875,301499,0.0,0.0,7,0,0,14,7,6.909090909090909,16,30,49,329.0,189.0,21,28,49,650,2.231825958006084,37.06225746794371
12,49,0,0,0,10.000000000000002,20,10.0,20.789653504415348,10,22.0,25.93193717277487,46,33.0,32.83314617308505,6,40.333333333333336,35.99999999999999,20,36.0,0,0.5690000000000001,24052,12,20,1.0,535.793070088307,False,0.05044473630978551,0,0.4700000000000001,24153,0,18,0.9,374.2137630794763,False,0.051317678020893986,0,0.24500000000000002,31125,29,99,1.0,3170.1617317327573,False,-0.03330434536553544,0,0.2,32140,50,47,1.0,2258.283722341186,False,-0.016782165642031038,0,0.2,41229,0,0,0.0,0.0,False,0.0,6,0.341,40306,36,10,1.0,1261.8811999507457,False,-0.007083834194975076,9,1.0640000000000003,53670,20,0,0.0,656.662923461701,False,-0.02974931789753028,11,0.9760000000000002,54190,10,0,0.0,328.3314617308505,False,-0.02335563066688064,0.6125,300865,0.0,0.0,8,0,0,16,7,7.0,12,28,43,330.0,194.0,19,30,43,1938,2.52791006595362,39.59016753389733
13,43,0,0,0,10.000000000000002,20,10.0,19.92773543799844,24,13.625,26.092666287663445,2,33.0,29.21567986329573,27,22.74074074074074,36.0,20,36.0,4,0.6090000000000001,24207,12,10,1.0,319.27735437998444,False,0.05246366090143367,0,0.4700000000000001,24053,0,28,1.0,557.9765922639563,False,0.05096701348185807,0,0.24500000000000002,31053,28,109,1.0,3402.077217619272,False,-0.032005242521215393,0,0.2,31951,55,55,1.0,2531.1220949114036,False,-0.018336109954910206,0,0.2,41229,0,0,0.0,0.0,False,0.0,17,0.5050000000000001,40231,28,10,1.0,1022.7514546875339,False,-0.011802960844459824,8,1.1350000000000002,53474,28,0,0.0,818.0390361722805,False,-0.03182126139924999,12,1.0850000000000002,53526,29,0,0.0,847.2547160355762,False,-0.03062444104614605,0.625,299724,0.0,0.0,11,0,0,11,8,7.75,13,24,48,234.0,174.0,15,28,48,763,2.450601019023452,42.04076855292078
14,48,0,0,0,10.000000000000002,20,10.0,19.368177393512305,23,15.0,27.033774095905684,15,32.0,31.068193817362204,6,52.0,36.00000000000001,20,36.0,13,0.7350000000000001,24188,15,10,1.0,343.68177393512303,False,0.05217004522147384,0,0.4700000000000001,23983,0,35,0.7,677.8862087729307,False,0.05053313339609815,0,0.24500000000000002,31533,18,104,1.0,3160.1396990574126,False,-0.021394631630206374,0,0.2,31606,68,65,1.0,3074.2313789927066,False,-0.020506673478844176,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,0.4880000000000001,40063,33,14,1.0,1327.0692586079583,False,-0.012187183067647128,9,1.217,53381,28,0,0.0,869.9094268861417,False,-0.033026292567594984,11,1.1830000000000003,53073,35,0,0.0,1087.3867836076772,False,-0.03660665196025728,0.5875,299056,0.0,0.0,8,0,0,12,6,5.565217391304348,13,25,46,233.0,253.0,16,32,46,992,2.3874468579888344,44.428215410909615
15,46,0,0,0,10.000000000000002,20,10.0,18.25142673268938,54,14.481481481481481,27.033774095905684,0,,33.570234945117875,26,39.96153846153846,36.00000000000001,20,36.0,40,1.122,23863,13,10,1.0,312.51426732689384,False,0.037459274950909054,0,0.4700000000000001,23895,2,41,1.0,768.3084960402647,False,0.048684962336736845,0,0.24500000000000002,31158,33,114,1.0,3684.1473291119974,False,-0.024734058440287393,0,0.2,31199,87,75,1.0,3615.4071829369027,False,-0.02453812124395032,0,0.2,41229,0,0,0.0,0.0,False,0.0,12,0.6080000000000001,40685,23,10,1.0,957.4791536570095,False,-0.0015828766928980581,12,1.328,53023,33,0,0.0,1107.8177531888898,False,-0.03732150651176111,8,1.2520000000000002,52141,56,0,0.0,1879.933156926601,False,-0.04623267728351415,0.625,297193,0.0,0.0,8,0,0,13,9,8.183333333333334,13,26,47,284.0,195.0,16,30,47,618,3.130756738013588,47.5589721489232
16,47,0,0,0,10.000000000000002,20,10.0,18.464687914424598,10,23.0,29.028490940251558,34,34.0,31.25518121913152,10,12.0,36.00000000000001,20,36.0,0,1.0820000000000003,24023,10,10,1.0,284.646879144246,False,0.04376828954613523,0,0.4700000000000001,23765,5,51,1.0,991.6990836356545,False,0.047894330589920014,0,0.24500000000000002,32084,33,90,1.0,3221.8988857986524,False,-0.004198083668784835,0,0.2,31199,77,85,1.0,3889.2026993320765,False,-0.020492320546560333,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,0.5960000000000001,39649,47,10,1.0,1676.8908863831384,False,-0.01798623679469389,9,1.4060000000000004,52810,43,0,0.0,1343.9727924226554,False,-0.039027088866724215,11,1.354,51996,56,0,0.0,1750.290148271365,False,-0.05000278373278323,0.625,296755,0.0,0.0,9,0,0,14,5,5.0,10,24,44,243.0,212.0,14,33,44,1706,2.1439623520127498,49.70293450093595
17,44,0,0,0,10.000000000000002,20,10.0,18.786128615198933,30,20.933333333333334,29.028490940251558,0,,30.536099797876993,36,28.86111111111111,36.00000000000001,20,36.0,14,1.2220000000000002,24219,6,10,1.0,247.86128615198936,False,0.05143964422408403,0,0.4700000000000001,23715,9,55,1.0,1123.2370738359414,False,0.048575437841999365,0,0.24500000000000002,31930,30,100,1.0,3466.4329524811237,False,-0.005135902230086618,0,0.2,30725,90,95,1.0,4448.458214691802,False,-0.02623669038786245,0,0.2,41229,0,0,0.0,0.0,False,0.0,26,0.8560000000000003,39678,37,10,1.0,1379.4151627680776,False,-0.02089045134773965,14,1.5370000000000001,51866,67,0,0.0,2045.9186864577584,False,-0.04968269408795627,6,1.4030000000000002,51629,68,0,0.0,2076.4547862556356,False,-0.053666809337553134,0.625,294991,0.0,0.0,9,0,0,14,9,8.571428571428571,13,27,44,283.0,148.0,18,26,44,603,2.1381057730177417,51.841040273953695
18,44,0,0,0,10.000000000000002,20,10.0,18.64463853176751,30,17.666666666666668,29.640416426135193,15,34.0,28.97270041912938,13,16.0,36.00000000000001,20,36.0,10,1.3080000000000003,24379,7,10,1.0,256.4463853176751,False,0.05853590154884413,0,0.4700000000000001,23705,8,55,1.0,1105.455119247213,False,0.04775948339770244,0,0.24500000000000002,31440,45,110,1.0,4099.45454080441,False,-0.01026310635097073,0,0.2,31195,85,90,1.0,4252.431753552406,False,-0.015243198960421988,0,0.2,41229,0,0,0.0,0.0,False,0.0,3,0.8600000000000001,39283,42,10,1.0,1534.624494088972,False,-0.028588802856133137,11,1.6330000000000005,51616,76,0,0.0,2201.925231853833,False,-0.05277315887578759,9,1.487,51430,72,0,0.0,2086.0344301773157,False,-0.057156408971706305,0.625,294277,0.0,0.0,10,0,0,7,7,6.75,17,24,44,203.0,188.0,14,30,44,1128,1.9188374880468473,53.75987776200054
19,44,0,0,0,10.000000000000002,20,10.0,19.365211725552758,44,22.863636363636363,29.640416426135193,0,,28.416567351321206,18,25.055555555555557,36.00000000000001,20,36.0,34,1.6380000000000003,24379,5,10,1.0,243.65211725552757,False,0.058259591336721005,0,0.4700000000000001,23585,10,65,1.0,1358.7387621609294,False,0.048046362347981396,0,0.24500000000000002,30871,60,120,1.0,4718.762674669389,False,-0.017927672744785503,0,0.2,30758,94,100,1.0,4784.371544815478,False,-0.02029772815534055,0,0.2,41229,0,0,0.0,0.0,False,0.0,8,0.9370000000000003,39454,32,10,1.0,1232.6589991495382,False,-0.028103288957414173,10,1.7220000000000004,51258,90,0,0.0,2557.4910616189086,False,-0.05601132837155536,10,1.578,51111,76,0,0.0,2159.6591187004115,False,-0.06222680203848413,0.625,292645,0.0,0.0,6,0,0,8,13,11.833333333333332,16,24,37,242.0,146.0,14,30,37,384,2.2406491189613007,56.00052688096184
20,37,0,0,0,10.000000000000002,20,10.0,19.422660863325643,30,19.866666666666667,29.067721055717133,12,23.833333333333332,27.481446965269487,43,25.0,36.00000000000001,20,36.0,15,1.7540000000000002,24512,7,10,1.0,264.22660863325643,False,0.06444857050434634,0,0.4700000000000001,23545,8,70,1.0,1439.586260432795,False,0.048064665265048205,0,0.24500000000000002,30948,58,119,1.0,4585.5731357032255,False,-0.01762016231191861,0,0.2,30371,106,109,1.0,5227.183646585685,False,-0.025191600221862304,0,0.2,41229,0,0,0.0,0.0,False,0.0,33,1.2590000000000001,38755,34,10,1.0,1263.1169855470773,False,-0.04468799891402799,6,1.7720000000000002,50353,124,0,0.0,3407.6994236934165,False,-0.06463417343143879,14,1.7080000000000004,50670,85,0,0.0,2335.9229920479065,False,-0.0685671920073318,0.625,290383,0.0,0.0,12,0,0,15,10,9.555555555555555,12,27,32,280.0,117.0,18,19,32,929,2.152626487019006,58.15315336798085
21,32,0,0,0,10.000000000000002,20,10.0,19.422660863325643,0,,29.976991574646714,25,33.96,27.481446965269487,0,,36.00000000000001,20,36.0,0,1.7390000000000003,24402,8,20,1.0,468.45321726651287,False,0.06410792193474674,0,0.4700000000000001,23455,7,80,1.0,1623.8128690660515,False,0.04815594482260825,0,0.24500000000000002,31764,48,105,1.0,4079.871836777536,False,-0.000977157597045703,0,0.2,30404,96,118,1.0,5401.860448687574,False,-0.021635185615043146,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,1.2260000000000004,37906,49,20,1.0,2018.5015264630788,False,-0.05611946049548766,8,1.8460000000000005,50273,124,0,0.0,3407.6994236934165,False,-0.06607162626501768,12,1.814,50505,85,0,0.0,2335.9229920479065,False,-0.07153193847658827,0.625,289938,0.0,0.0,8,0,0,7,5,5.0,15,22,25,194.0,102.0,13,19,25,1049,1.7967907530255616,59.94994412100641
22,25,0,0,0,10.000000000000002,20,10.0,18.9472274695892,37,15.91891891891892,30.026122222631376,2,33.0,27.481446965269487,0,,36.00000000000001,20,36.0,2,1.7590000000000003,24720,11,10,1.0,299.472274695892,False,0.0741938552759134,0,0.4700000000000001,23490,4,75,1.0,1461.04206021919,False,0.04615242873659269,0,0.24500000000000002,31485,59,114,1.0,4540.86435408574,False,-0.0024106103660823256,0,0.2,30160,102,127,1.0,5745.9347241722835,False,-0.02376193628022156,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,1.2260000000000002,37840,41,30,1.0,2055.514420085971,False,-0.057271405805549916,9,1.9280000000000004,50177,124,0,0.0,3407.6994236934165,False,-0.06779656966531236,11,1.9120000000000001,50356,85,0,0.0,2335.9229920479065,False,-0.07420919437912897,0.625,289457,0.0,0.0,11,0,0,6,6,5.181818181818182,14,20,25,135.0,90.0,10,15,25,613,1.6519973989925347,61.601941519998945
23,25,0,0,0,10.000000000000002,20,10.0,18.6194391633714,33,16.181818181818183,30.275282387900543,16,32.0,26.665829111900077,11,16.181818181818183,36.0,20,36.0,8,1.8370000000000004,24910,9,10,1.0,276.194391633714,False,0.08189777107018209,0,0.4700000000000001,23490,6,70,1.0,1363.360741435998,False,0.04404286328256741,0,0.24500000000000002,31445,54,124,1.0,4759.584730921722,False,-0.00036077768534857374,0,0.2,30178,120,121,1.0,5897.641868540533,False,-0.020988239670471125,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,1.2260000000000002,37506,47,29,1.0,2196.247316476428,False,-0.06366577752945228,10,2.0190000000000006,49965,131,0,0.0,3493.22361365891,False,-0.07083746349176245,10,2.0010000000000003,50164,89,0,0.0,2373.258790959107,False,-0.07732365336760062,0.625,288887,0.0,0.0,12,0,0,8,5,5.0,15,23,18,198.0,36.0,13,12,18,1240,1.758201603021007,63.36014312301995
24,18,0,0,0,10.000000000000002,20,10.0,17.655722834075753,48,12.625,30.930436723351647,25,33.92,26.843101115352596,2,39.0,36.0,20,36.0,8,1.9090000000000007,25072,8,10,1.0,256.55722834075755,False,0.08847091457197565,0,0.4700000000000001,23590,7,50,1.0,952.7861417037876,False,0.039495208658081066,0,0.24500000000000002,31215,63,133,1.0,5226.058622752542,False,-0.00026511477446952854,0,0.2,30650,139,107,1.0,5763.702203335157,False,-0.00901820191897696,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,1.2260000000000002,36736,62,37,1.0,2910.881818115848,False,-0.07367530357132307,7,2.0790000000000006,49857,132,0,0.0,3543.2893472265428,False,-0.07232823025095643,13,2.1210000000000004,49942,90,0,0.0,2415.8791003817337,False,-0.08092968070235984,0.625,288291,0.0,0.0,17,0,0,2,6,5.888888888888889,14,16,33,78.0,51.0,6,12,33,1534,1.5832285869983025,64.94337171001825
25,33,0,0,0,10.000000000000002,20,10.0,17.34677866625986,26,14.153846153846153,30.930436723351647,0,,28.08233013139489,34,32.64705882352941,36.0,20,36.0,1,1.9110000000000005,25207,8,10,1.0,253.4677866625986,False,0.09423522345072997,0,0.4700000000000001,23605,7,45,1.0,850.6050399816936,False,0.03793635625392398,0,0.24500000000000002,30887,74,143,1.0,5706.714072742515,False,-0.0028561327431138404,0,0.2,30610,134,117,1.0,5943.329437910963,False,-0.007546037800174993,0,0.2,41229,0,0,0.0,0.0,False,0.0,0,1.2260000000000004,37846,52,13,1.0,1973.4530013224194,False,-0.05812106767903158,11,2.182000000000001,48654,165,0,0.0,4633.584471680157,False,-0.08414862838537975,9,2.1980000000000004,49798,91,0,0.0,2555.492041956935,False,-0.08226280193735455,0.625,287836,0.0,0.0,11,0,0,11,6,5.090909090909091,14,25,37,241.0,81.0,15,18,37,1425,1.4742064619786106,66.41757817199687
