index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00Dec@0,spot_market_loss_00Dec@0,balance_00Dec@0,inventory_00Dec@0_input,inventory_00Dec@0_output,productivity_00Dec@0,assets_00Dec@0,bankrupt_00Dec@0,score_00Dec@0,spot_market_quantity_01Buy@0,spot_market_loss_01Buy@0,balance_01Buy@0,inventory_01Buy@0_input,inventory_01Buy@0_output,productivity_01Buy@0,assets_01Buy@0,bankrupt_01Buy@0,score_01Buy@0,spot_market_quantity_02Ran@1,spot_market_loss_02Ran@1,balance_02Ran@1,inventory_02Ran@1_input,inventory_02Ran@1_output,productivity_02Ran@1,assets_02Ran@1,bankrupt_02Ran@1,score_02Ran@1,spot_market_quantity_03Dec@1,spot_market_loss_03Dec@1,balance_03Dec@1,inventory_03Dec@1_input,inventory_03Dec@1_output,productivity_03Dec@1,assets_03Dec@1,bankrupt_03Dec@1,score_03Dec@1,spot_market_quantity_04Dec@2,spot_market_loss_04Dec@2,balance_04Dec@2,inventory_04Dec@2_input,inventory_04Dec@2_output,productivity_04Dec@2,assets_04Dec@2,bankrupt_04Dec@2,score_04Dec@2,spot_market_quantity_05Dec@2,spot_market_loss_05Dec@2,balance_05Dec@2,inventory_05Dec@2_input,inventory_05Dec@2_output,productivity_05Dec@2,assets_05Dec@2,bankrupt_05Dec@2,score_05Dec@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07MyA@3,spot_market_loss_07MyA@3,balance_07MyA@3,inventory_07MyA@3_input,inventory_07MyA@3_output,productivity_07MyA@3,assets_07MyA@3,bankrupt_07MyA@3,score_07MyA@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,48,0,0,0,10.000000000000002,20,10.0,30.346938149598447,16,31.25,18.876601892524395,50,18.12,46.62910273077104,1,68.0,52.999999999999986,9,53.0,5,0.502,23009,3,10,1.0,333.46938149598446,False,0.1451593384103168,5,1.1770000000000003,17658,121,0,0.0,1210.0000000000002,False,-0.0975886945350331,45,1.7660000000000002,21663.0,103,0,0.0,3125.73462940864,False,-0.27262324027733803,0,0.2,29531,69,36,1.0,2773.496400453171,False,-0.03173254203668579,0,0.2,39436,34,58,1.0,3346.2924227305493,False,0.010052732465977253,0,0.2,39678,25,56,1.0,3083.144800236288,False,0.012765906636809442,9,0.6770000000000002,51202,0,1,0.1,52.999999999999986,False,-0.018009124367428308,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.5125,274345,0.0,0.0,10,0,0,8,13,12.4,27,35,48,259.0,142.0,18,30,48,488,1.787944218958728,31.679381573048886
11,48,0,0,0,10.000000000000002,20,10.0,29.05977670729016,18,16.61111111111111,20.01527535082607,32,25.28125,47.78907979951768,2,67.5,52.99999999999998,12,53.0,0,0.49700000000000005,22965,2,19,1.0,572.135757438513,False,0.14888170168590056,17,1.3420000000000003,17225,132,0,0.0,1320.0000000000002,False,-0.11626642948907995,18,1.9010000000000002,20923.0,111,0,0.0,3225.6352145092073,False,-0.29423389160206054,0,0.2,30027,69,32,1.0,2645.613404029455,False,-0.018201537627549145,0,0.2,38888,38,67,1.0,3962.448809899075,False,0.004157847787457858,0,0.2,39552,33,65,1.0,3766.7942735459096,False,0.01806872571923719,11,0.7780000000000002,50897,0,2,0.2,105.99999999999996,False,-0.02334764606655421,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.525,272645,0.0,0.0,13,0,0,13,11,11.0,22,35,53,256.0,168.0,17,31,53,1050,1.8036724390112795,33.483054012060165
12,53,0,0,0,10.000000000000002,20,10.0,29.326112699849283,6,37.0,20.469665330130145,20,24.15,57.27736101083121,35,66.05714285714286,52.999999999999986,10,53.0,0,0.49700000000000005,23045,5,24,1.0,753.8267047963827,False,0.15732351775858242,1,1.3350000000000004,17139,139,0,0.0,1390.0000000000002,False,-0.11878644134795928,11,1.9930000000000003,20354.0,116,0,0.0,3401.829073182517,False,-0.30929458718514113,0,0.2,30411,60,33,1.0,2435.0657178852516,False,-0.009472523286379242,0,0.2,41200,28,42,1.0,2978.799791698555,False,0.04887960432062098,0,0.2,39069,43,75,1.0,5175.9976850079365,False,0.02351348507380762,8,0.8470000000000002,48564,25,10,1.0,1961.9340252707802,False,-0.05028049738085822,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,271950,0.0,0.0,13,0,0,11,7,6.333333333333333,21,32,53,206.0,169.0,16,37,53,3118,1.8231065279687755,35.30616054002894
13,53,0,0,0,10.000000000000002,20,10.0,28.341916487486966,13,16.153846153846153,21.123120042656037,16,27.8125,58.75946471330084,12,66.25,52.99999999999998,6,53.0,0,0.49700000000000005,23045,6,29,1.0,881.915578137122,False,0.1604880812861232,8,1.4140000000000004,16910,148,0,0.0,1480.0000000000002,False,-0.12787824883881807,7,2.0520000000000005,19964.0,124,0,0.0,3514.3976444483837,False,-0.3197457385542516,0,0.2,30770,55,34,1.0,2276.9914882620883,False,-0.0007047776727617843,0,0.2,40921,27,50,1.0,3508.297476816755,False,0.04852945303214678,0,0.2,39698,40,75,1.0,5251.884655203805,False,0.039900302889481584,0,0.8390000000000002,48087,27,14,1.0,2328.505547259122,False,-0.05591065838004985,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,271563,0.0,0.0,16,0,0,9,4,4.0,22,31,48,241.0,159.0,15,38,48,1837,1.7205582379829139,37.026718778011855
14,48,0,0,0,10.000000000000002,20,10.0,28.738278820526958,27,31.037037037037038,20.048306025399533,19,10.894736842105264,59.150228143067636,3,67.66666666666667,52.99999999999998,7,53.0,0,0.49700000000000005,23655,9,19,1.0,636.0272975900122,False,0.1845544840792078,7,1.4760000000000004,16730,155,0,0.0,1550.0000000000002,False,-0.13504298843759266,19,2.2350000000000008,19179.0,127,0,0.0,3649.7614102069238,False,-0.34221036907383234,0,0.2,30045,69,44,1.0,2865.0667037339394,False,-0.014201454640726297,0,0.2,40787,31,59,1.0,4111.360947228376,False,0.052645711882412426,0,0.2,39828,35,83,1.0,5611.159646763597,False,0.04750810376859456,0,0.8390000000000002,48255,20,17,1.0,2084.0045628613525,False,-0.05503369342450009,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,270647,0.0,0.0,17,0,0,11,7,7.0,24,35,43,248.0,159.0,18,30,43,1514,1.6109464769833721,38.63766525499523
15,43,0,0,0,10.000000000000002,20,10.0,29.12745372585696,29,31.344827586206897,21.020782239368383,36,25.416666666666668,60.230216277295035,11,66.27272727272727,52.99999999999998,0,,0,0.49700000000000005,24245,9,10,1.0,381.2745372585696,False,0.20741364110234634,10,1.5690000000000002,16560,165,0,0.0,1650.0000000000002,False,-0.14097242810554403,26,2.4760000000000004,17684.0,148,0,0.0,4310.86315142683,False,-0.3786780377779145,0,0.2,30343,67,44,1.0,2876.453818164625,False,-0.004690523031464289,0,0.2,40974,36,59,1.0,4310.330920977669,False,0.059684655048865644,0,0.2,39455,46,92,1.0,6508.135880522089,False,0.049362848655062595,0,0.8390000000000002,47526,21,27,1.0,2695.8345418231947,False,-0.06314374193161333,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,268955,0.0,0.0,16,0,0,10,5,5.0,19,29,47,200.0,144.0,13,30,47,2079,1.595711070985999,40.233376325981226
16,47,0,0,0,10.000000000000002,20,10.0,29.63805647069008,9,39.55555555555556,22.087606870798865,25,29.72,59.47209800260493,18,56.72222222222222,52.99999999999998,0,,0,0.49700000000000005,24489,9,12,1.0,445.65667764828095,False,0.22106079349857397,1,1.5690000000000002,16444,175,0,0.0,1750.0000000000002,False,-0.14423361992291728,6,2.5100000000000007,17136.0,156,0,0.0,4623.536809427653,False,-0.3909439602670187,0,0.2,31055,58,35,1.0,2492.073515777985,False,0.011588636681876319,0,0.2,41829,37,52,1.0,3909.790550355014,False,0.07577138268249403,0,0.2,38878,50,101,1.0,7111.062241803041,False,0.04259290223345258,0,0.8390000000000002,46505,29,37,1.0,3685.6908420755426,False,-0.07322792859535025,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,268504,0.0,0.0,14,0,0,17,3,3.0,17,34,38,229.0,129.0,19,28,38,2289,1.758456883020699,41.991833209001925
17,38,0,0,0,10.000000000000002,20,10.0,30.942898781099778,15,45.333333333333336,21.29702587576336,17,12.764705882352942,61.038533650621694,15,68.86666666666666,52.99999999999998,0,,3,0.5270000000000001,24965,11,10,1.0,419.4289878109978,False,0.24393292291261487,0,1.5680000000000003,16364,183,0,0.0,1830.0000000000002,False,-0.1462100998122344,17,2.674000000000001,15907.0,171,0,0.0,5291.235691568062,False,-0.41897786333706954,0,0.2,31055,48,45,1.0,2443.6253059021406,False,0.010829997587017947,0,0.2,42788,30,48,1.0,3568.760391502742,False,0.09514447655408775,0,0.2,38735,54,110,1.0,7864.278098859608,False,0.04833265477714504,0,0.8390000000000002,45472,34,47,1.0,4566.310144121137,False,-0.08458911455182168,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,267454,0.0,0.0,12,0,0,11,6,5.3,19,30,48,189.0,132.0,14,24,48,1463,2.3305602580076084,44.32239346700953
18,48,0,0,0,10.000000000000002,20,10.0,29.640466284495044,32,23.03125,20.951102040288024,12,15.75,61.263441269490876,3,67.33333333333333,52.99999999999998,0,,0,0.524,25071,8,15,1.0,524.6069942674256,False,0.2517691223013001,27,1.8380000000000003,15914,196,0,0.0,1960.0000000000005,False,-0.16523371874691176,7,2.7270000000000008,15504.0,176,0,0.0,5216.722066071128,False,-0.4327656185827075,0,0.2,30644,65,50,1.0,2974.185410506579,False,0.006266408983536054,0,0.2,42670,30,57,1.0,4120.54921356962,False,0.09902394611264896,0,0.2,38866,46,118,1.0,8192.836763653173,False,0.055587675229154504,0,0.8390000000000002,45270,27,57,1.0,4675.112914276252,False,-0.08741840865783382,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,266107,0.0,0.0,15,0,0,14,4,4.0,25,39,54,274.0,126.0,21,27,54,728,1.9959832340246066,46.31837670103414
19,54,0,0,0,10.000000000000002,20,10.0,29.853766830615385,9,34.0,20.3818617060482,12,12.166666666666666,61.33836175882505,1,67.0,52.99999999999998,0,,0,0.524,25237,12,16,1.0,597.6602692898462,False,0.2617763679535983,0,1.8110000000000002,15854,202,0,0.0,2020.0000000000005,False,-0.1667160786638996,12,2.8400000000000007,15187.0,176,0,0.0,5254.262962188308,False,-0.4421054310515125,0,0.2,30338,64,60,1.0,3133.5527795222765,False,-0.0008212586589478354,0,0.2,42524,32,67,1.0,4761.889812434821,False,0.10331559966136142,0,0.2,38933,36,127,1.0,8523.718964788517,False,0.061298758781185625,0,0.8390000000000002,45203,18,67,1.0,4655.090511658849,False,-0.0888946239873212,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,265444,0.0,0.0,11,0,0,16,3,3.0,16,32,46,179.0,212.0,14,40,46,573,1.723399227950722,48.04177592898486
20,46,0,0,0,10.000000000000002,20,10.0,30.03375593550786,6,35.0,21.38748109706021,32,26.625,61.33836175882505,0,,52.99999999999998,7,53.0,0,0.524,25347,12,20,1.0,720.6751187101572,False,0.2702508923488031,0,1.8110000000000004,15754,212,0,0.0,2120.0000000000005,False,-0.169186678525546,17,2.9980000000000007,14576.0,176,0,0.0,5285.941044649383,False,-0.4607444012926406,0,0.2,30818,60,55,1.0,2978.3368164687827,False,0.011780664815833914,0,0.2,42476,24,77,1.0,5236.353401758974,False,0.10796502950563845,0,0.2,38129,56,137,1.0,9601.054502394403,False,0.05477953934145454,0,0.8390000000000002,45574,8,70,1.0,4200.706894070599,False,-0.0861379879037859,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,264842,0.0,0.0,13,0,0,9,5,5.0,24,33,56,226.0,191.0,17,29,56,1471,2.3433982530259527,50.385174182010815
21,56,0,0,0,10.000000000000002,20,10.0,29.678304943637496,47,28.51063829787234,20.366913631408707,34,15.0,61.33836175882505,0,,52.99999999999998,11,53.0,6,0.5840000000000001,26101,15,10,1.0,446.783049436375,False,0.3007407611778924,21,2.021000000000001,15197,219,0,0.0,2190.0000000000005,False,-0.1949797410811345,29,3.271000000000001,12657.0,201,0,0.0,5965.339293671137,False,-0.5102042013455398,0,0.2,30618,72,60,1.0,3358.852773826422,False,0.011475568786233186,0,0.2,41976,43,87,1.0,6212.214759168354,False,0.10766848598486929,0,0.2,38119,51,147,1.0,10055.451773749126,False,0.06011611515662317,0,0.8390000000000002,46157,0,67,0.8,3550.9999999999986,False,-0.08118961815672443,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.6,262993,0.0,0.0,14,0,0,22,9,8.071428571428571,23,45,48,349.0,187.0,28,28,48,1248,2.8374187679728493,53.222592949983664
22,48,0,0,0,10.000000000000002,20,10.0,30.670946619749547,18,40.666666666666664,19.868078509837492,49,17.918367346938776,62.85442717913727,17,69.0,52.999999999999986,6,53.0,8,0.6580000000000001,26517,13,10,1.0,436.70946619749554,False,0.32104727409322803,0,2.000000000000001,15077,231,0,0.0,2310.0000000000005,False,-0.1979444609151102,33,3.5720000000000005,10622.0,213,0,0.0,6532.9116300066535,False,-0.5650478902945938,0,0.2,31119,68,54,1.0,3158.500609674194,False,0.024028383227493545,0,0.2,41803,66,97,1.0,7408.17261802559,False,0.11811022872267314,0,0.2,38587,57,140,1.0,9932.100280139954,False,0.07009951204103144,0,0.8390000000000002,45302,7,71,1.0,4202.98099025396,False,-0.09133011625657533,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,261195,0.0,0.0,14,0,0,15,5,4.166666666666667,22,37,45,285.0,140.0,21,27,45,2396,2.3338927649892867,55.55648571497295
23,45,0,0,0,10.000000000000002,20,10.0,31.34846774159193,33,35.03030303030303,19.931996568703696,27,20.444444444444443,62.85442717913727,0,,52.99999999999999,6,53.0,12,0.77,26994,11,10,1.0,423.4846774159193,False,0.344290065159994,11,2.1100000000000003,14869,243,0,0.0,2430.0000000000005,False,-0.20525743650558356,17,3.7090000000000014,8802.0,246,0,0.0,7711.723064431614,False,-0.6035870617200899,0,0.2,31559,58,54,1.0,2894.538943722331,False,0.033674782244876994,0,0.2,41546,70,107,1.0,8120.663467976946,False,0.12054869125278807,0,0.2,38292,60,150,1.0,10624.083870992812,False,0.07135238170752833,0,0.8390000000000002,45620,0,72,0.7,3815.9999999999995,False,-0.08894341358687317,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.5875,259850,0.0,0.0,14,0,0,14,9,8.23076923076923,17,31,35,185.0,131.0,16,29,35,958,1.8600846919580363,57.41657040693099
24,35,0,0,0,10.000000000000002,20,10.0,31.34846774159193,0,,19.45867144670829,19,14.0,62.85442717913727,0,,52.99999999999999,10,53.0,0,0.758,26914,9,20,1.0,716.9693548318386,False,0.34758793741555094,0,2.099,14749,255,0,0.0,2550.0000000000005,False,-0.20822215633955923,14,3.832000000000001,8310.0,246,0,0.0,7711.723064431614,False,-0.6189952857030532,0,0.2,31709,48,59,1.0,2652.788066952202,False,0.0345868915309918,0,0.2,41396,65,117,1.0,8618.781623995099,False,0.12298257523335511,0,0.2,38176,64,160,1.0,11302.063321251293,False,0.07683124473281684,0,0.8390000000000002,46150,0,62,0.0,3285.9999999999995,False,-0.08386367121607115,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.5,259572,0.0,0.0,14,0,0,11,5,5.0,16,27,40,138.0,147.0,11,24,40,880,1.3096198409912176,58.726190247922204
25,40,0,0,0,10.000000000000002,20,10.0,31.53004754297499,10,35.0,17.36287963688934,50,8.38,63.62543718604836,23,66.21739130434783,52.99999999999999,12,53.0,0,0.758,27134,12,20,1.0,750.6009508594998,False,0.35928947897172403,0,2.0990000000000006,14679,262,0,0.0,2620.0000000000005,False,-0.20995157624271174,45,4.268000000000001,5833.0,246,0,0.0,7756.391695571848,False,-0.6958693480383977,0,0.2,31509,48,64,1.0,2624.6665788237174,False,0.02788303809501292,0,0.2,42407,91,106,1.0,8324.318388678055,False,0.14420538561029558,0,0.2,38269,68,168,1.0,11869.7492625646,False,0.08609028578089185,0,0.8390000000000002,45263,13,60,1.0,4007.130683418628,False,-0.09395481249598772,0,0.2,52168,0,0,0.0,0.0,False,0.0,0.625,257262,0.0,0.0,21,0,0,13,5,5.0,16,29,37,192.0,143.0,14,26,37,2859,1.4154064430040307,60.141596690926235
