index,n_registered_negotiations_before,n_contracts_dropped,n_contracts_nullified_now,n_bankrupt,trading_price_0,sold_quantity_0,unit_price_0,trading_price_1,sold_quantity_1,unit_price_1,trading_price_2,sold_quantity_2,unit_price_2,trading_price_3,sold_quantity_3,unit_price_3,trading_price_4,sold_quantity_4,unit_price_4,spot_market_quantity_00MyA@0,spot_market_loss_00MyA@0,balance_00MyA@0,inventory_00MyA@0_input,inventory_00MyA@0_output,productivity_00MyA@0,assets_00MyA@0,bankrupt_00MyA@0,score_00MyA@0,spot_market_quantity_01Dec@0,spot_market_loss_01Dec@0,balance_01Dec@0,inventory_01Dec@0_input,inventory_01Dec@0_output,productivity_01Dec@0,assets_01Dec@0,bankrupt_01Dec@0,score_01Dec@0,spot_market_quantity_02Dec@1,spot_market_loss_02Dec@1,balance_02Dec@1,inventory_02Dec@1_input,inventory_02Dec@1_output,productivity_02Dec@1,assets_02Dec@1,bankrupt_02Dec@1,score_02Dec@1,spot_market_quantity_03Ran@1,spot_market_loss_03Ran@1,balance_03Ran@1,inventory_03Ran@1_input,inventory_03Ran@1_output,productivity_03Ran@1,assets_03Ran@1,bankrupt_03Ran@1,score_03Ran@1,spot_market_quantity_04Ran@2,spot_market_loss_04Ran@2,balance_04Ran@2,inventory_04Ran@2_input,inventory_04Ran@2_output,productivity_04Ran@2,assets_04Ran@2,bankrupt_04Ran@2,score_04Ran@2,spot_market_quantity_05Buy@2,spot_market_loss_05Buy@2,balance_05Buy@2,inventory_05Buy@2_input,inventory_05Buy@2_output,productivity_05Buy@2,assets_05Buy@2,bankrupt_05Buy@2,score_05Buy@2,spot_market_quantity_06Ind@3,spot_market_loss_06Ind@3,balance_06Ind@3,inventory_06Ind@3_input,inventory_06Ind@3_output,productivity_06Ind@3,assets_06Ind@3,bankrupt_06Ind@3,score_06Ind@3,spot_market_quantity_07Buy@3,spot_market_loss_07Buy@3,balance_07Buy@3,inventory_07Buy@3_input,inventory_07Buy@3_output,productivity_07Buy@3,assets_07Buy@3,bankrupt_07Buy@3,score_07Buy@3,productivity,market_size,production_failures,bankruptcy,n_contracts_executed,n_contracts_erred,n_contracts_nullified,n_contracts_cancelled,n_breaches,breach_level,n_contracts_signed,n_contracts_concluded,n_negotiations,n_negotiation_rounds_successful,n_negotiation_rounds_failed,n_negotiation_successful,n_negotiation_failed,n_registered_negotiations_after,activity_level,step_time,total_time
10,33,0,0,0,9.999999999999998,9,10.0,29.596468175097353,18,36.0,11.917152446730354,75,6.373333333333333,15.75170526744369,52,18.692307692307693,51.99999999999999,20,52.0,0,0.2,47863,0,0,0.0,0.0,False,0.014368973190632616,1,0.4710000000000001,49005,9,10,1.0,385.9646817509735,False,0.0426614886272224,0,0.2,71314,3,23,1.0,362.88391080009023,False,0.0042481979323816775,70,2.826000000000001,53538,82,0,0.0,2426.910390357983,False,-0.2309432781989944,8,2.0800000000000005,80561.0,136,0,0.0,1620.732732755328,False,-0.15996813810299,44,2.8720000000000008,79411.0,195,0,0.0,2323.844727112419,False,-0.16821082139886434,0,0.2,124466,68,16,1.0,1903.1159581861707,False,0.020011532316932576,8,0.802,117043,342,0,0.0,5387.083201465742,False,-0.026191745075653482,0.375,623201,0.0,0.0,9,0,0,16,18,17.5,17,33,27,261.0,49.0,21,12,27,1551,1.897207367233932,50.91793773602694
11,27,0,0,0,10.0,12,10.0,30.547703828307714,16,37.625,13.668007830063575,57,20.82456140350877,14.976935427564054,69,11.63768115942029,51.99999999999999,20,52.0,0,0.2,47863,0,0,0.0,0.0,False,0.014368973190632616,6,0.53,49329,11,10,1.0,415.47703828307715,False,0.04984080786566786,0,0.2,72257,0,6,0.5,82.00804698038145,False,0.01552124539617936,35,3.1060000000000008,51356,96,0,0.0,2932.5795675175405,False,-0.2580409621204504,39,2.4620000000000006,77454.0,138,0,0.0,1886.1850805487734,False,-0.1906728551490767,30,3.128,76874.0,250,0,0.0,3417.0019575158935,False,-0.1887588035269189,0,0.2,125019,72,14,1.0,1806.3393507846117,False,0.024115501153999387,8,0.8740000000000001,116192,397,0,0.0,5945.843364742929,False,-0.030840686724859366,0.3125,616344,0.0,0.0,8,0,0,10,21,20.166666666666668,16,26,25,201.0,36.0,15,12,25,1747,1.9524471908807755,52.87038492690772
12,25,0,0,0,10.0,12,10.0,30.909006158844214,32,32.28125,12.746044369418584,96,10.239583333333334,15.391831811032466,26,20.653846153846153,51.99999999999999,20,52.0,0,0.2,47863,0,0,0.0,0.0,False,0.014368973190632616,22,0.744,49609,13,10,1.0,439.09006158844215,False,0.05602511456594729,1,0.21000000000000002,71932,7,10,1.0,343.82348680609533,False,0.012794962192955046,89,3.961000000000001,43931,111,0,0.0,3430.899683631708,False,-0.3588351405079733,1,2.4330000000000007,76657.0,181,0,0.0,2307.0340308647637,False,-0.1967283283736217,25,3.3480000000000003,75532.0,303,0,0.0,3862.051443933831,False,-0.2003156315157183,0,0.2,125590,63,13,1.0,1645.6854040950452,False,0.0281061078429656,9,0.9560000000000002,115527,422,0,0.0,6495.353024255701,False,-0.034014521238092635,0.375,606641,0.0,0.0,6,0,0,12,16,14.554621848739496,16,28,24,232.0,35.0,17,8,24,692,1.8046631217002869,54.675048048608005
13,24,0,0,0,10.0,8,10.0,30.909006158844214,0,,12.987322468258006,41,14.878048780487806,15.39009995533245,45,15.377777777777778,52.0,20,52.0,0,0.2,47863,0,0,0.0,0.0,False,0.014368973190632616,0,0.7220000000000002,49529,11,20,1.0,728.1801231768843,False,0.057393028750417414,6,0.269,72234,0,7,0.7,90.91125727780604,False,0.015260708617966625,25,4.122000000000001,42903,111,0,0.0,3430.899683631708,False,-0.3732747623809103,25,2.682000000000001,74835.0,206,0,0.0,2675.388428461149,False,-0.21363628259127898,20,3.5230000000000006,74580.0,319,0,0.0,4142.955867374304,False,-0.20869359086492656,0,0.2,125876,59,16,1.0,1740.0158973646146,False,0.030815715645976308,13,1.0770000000000002,114639,461,0,0.0,7094.83607940826,False,-0.03879878299158133,0.3375,602459,0.0,0.0,4,0,0,10,15,14.166666666666668,18,28,22,227.0,21.0,17,7,22,444,1.8349488228559494,56.509996871463954
14,22,0,0,0,10.0,10,10.0,31.384935390091194,11,37.36363636363637,13.491405552940257,42,17.404761904761905,15.027323101477535,45,12.377777777777778,52.0,20,52.0,0,0.2,47863,0,0,0.0,0.0,False,0.014368973190632616,0,0.7220000000000002,49840,11,19,1.0,706.3137724117327,False,0.0637523977154999,7,0.3330000000000001,72547,0,1,0.1,13.491405552940257,False,0.01911347608299237,28,4.377000000000002,41294,121,0,0.0,3797.5771822010342,False,-0.39330006333346657,27,2.9270000000000005,73023.0,215,0,0.0,2900.652193882155,False,-0.231179595765936,18,3.6830000000000003,73260.0,352,0,0.0,4748.974754634971,False,-0.21919242489890786,0,0.2,126227,59,17,1.0,1770.6120629871746,False,0.03379479030468852,11,1.1740000000000002,113987,496,0,0.0,7453.5522583328575,False,-0.04264274397418256,0.2625,598041,0.0,0.0,9,0,0,12,17,16.5,17,29,21,205.0,28.0,17,5,21,979,1.6638333704322577,58.17383024189621
15,21,0,0,0,10.0,4,10.0,31.37469673951333,1,30.0,13.833958649059758,45,16.355555555555554,14.751226029562249,81,13.604938271604938,52.0,20,52.0,0,0.2,47863,0,0,0.0,0.0,False,0.014368973190632616,0,0.7220000000000002,49830,5,28,1.0,928.4915087063732,False,0.06589479186930562,8,0.406,72480,0,1,0.1,13.833958649059758,False,0.018174778128812154,36,4.7090000000000005,39816,121,0,0.0,3796.338305481113,False,-0.41406923218939284,40,3.3000000000000007,69295.0,247,0,0.0,3416.9877863177603,False,-0.26700017660133085,41,4.075000000000001,70757.0,365,0,0.0,5049.394906906811,False,-0.243481294419633,0,0.2,126300,84,19,1.0,2227.102986483229,False,0.03624479690657394,12,1.2830000000000004,113000,542,0,0.0,7995.164508022739,False,-0.04846749470130718,0.2625,589341,0.0,0.0,4,0,0,10,20,19.88888888888889,18,28,15,216.0,15.0,16,5,15,486,1.5603403821587563,59.73417062405497
16,15,0,0,0,10.0,12,10.0,31.341253966672166,9,30.88888888888889,13.656130951042929,11,8.181818181818182,14.322378043059857,25,7.88,52.0,20,52.0,0,0.2,47863,0,0,0.0,0.0,False,0.014368973190632616,0,0.7220000000000002,49988,7,29,1.0,978.8963650334928,False,0.06977743313588526,0,0.398,72202,0,10,0.9,136.56130951042928,False,0.015131833954956488,11,4.783000000000001,39511,121,0,0.0,3792.2917299673322,False,-0.4183817810039798,17,3.4300000000000006,68365.0,248,0,0.0,3386.7204758586463,False,-0.2767572007192405,8,4.114000000000001,70455.0,375,0,0.0,5121.049106641099,False,-0.24622911256340607,0,0.2,126848,78,18,1.0,2053.145487358669,False,0.039994247937728954,9,1.3610000000000002,112671,563,0,0.0,8063.498838242699,False,-0.05086534789299228,0.3625,587903,0.0,0.0,8,0,0,13,9,9.0,11,24,11,155.0,6.0,13,2,11,970,1.5521943336352706,61.28636495769024
17,11,0,0,0,10.0,3,10.0,31.150777289603095,16,29.75,13.634458546844899,47,13.48936170212766,14.204248238410774,91,13.736263736263735,52.0,20,52.0,0,0.2,47863,0,0,0.0,0.0,False,0.014368973190632616,0,0.7220000000000002,50434,0,23,1.0,716.4678776608712,False,0.07644874300795675,9,0.4880000000000001,71983,5,10,1.0,292.09847191646446,False,0.013148051577517842,28,5.052000000000001,38237,122,0,0.0,3800.3948293315775,False,-0.4362198893898868,41,3.8230000000000004,64919.0,254,0,0.0,3463.1524708986044,False,-0.31193723109573634,50,4.606000000000001,66731.0,416,0,0.0,5671.934755487478,False,-0.28183006206712563,0,0.2,127239,87,16,1.0,2067.7695967417376,False,0.04323368981327512,8,1.4320000000000002,111574,635,0,0.0,9019.697631390842,False,-0.055898819785002676,0.375,578980,0.0,0.0,7,0,0,6,16,15.23076923076923,14,20,12,132.0,6.0,9,2,12,1130,1.2513614939525723,62.53772645164281
18,12,0,0,0,10.0,7,10.0,31.447795649108784,14,34.0,12.603042041988727,41,4.414634146341464,14.06215524910784,28,12.0,52.0,20,52.0,0,0.2,47863,0,0,0.0,0.0,False,0.014368973190632616,0,0.7220000000000002,50840,0,16,0.7,503.16473038574054,False,0.08279288683252883,0,0.47900000000000004,71735,3,20,1.0,346.4042277871009,False,0.010045961174463113,41,5.434000000000001,35809,128,0,0.0,4025.3178430859243,False,-0.4687446951028477,14,3.9220000000000006,64163.0,254,0,0.0,3201.1726786651366,False,-0.3210940120027195,14,4.696,66172.0,457,0,0.0,5759.590213188849,False,-0.2871484085747012,0,0.2,127915,77,13,1.0,1758.7859541813039,False,0.047475076466493606,7,1.4940000000000002,111168,663,0,0.0,9323.208930158498,False,-0.057966569897775266,0.3375,575665,0.0,0.0,8,0,0,9,10,10.0,12,21,17,136.0,6.0,10,2,17,1222,1.4805562747642398,64.01828272640705
19,17,0,0,0,10.0,8,10.0,31.51797124242594,1,40.0,13.969297968815612,54,22.314814814814813,13.932019108317508,46,12.826086956521738,52.0,20,52.0,0,0.2,47863,0,0,0.0,0.0,False,0.014368973190632616,0,0.7220000000000002,50800,0,23,0.8,724.9133385757966,False,0.08429493841873269,0,0.47900000000000004,72506,0,6,0.3,83.81578781289367,False,0.01903147632360554,37,5.763000000000001,34193,129,0,0.0,4065.8182902729463,False,-0.49115911472846385,20,4.1080000000000005,62559.0,271,0,0.0,3785.679749549031,False,-0.33463573895367343,26,4.942,64130.0,494,0,0.0,6900.833196594912,False,-0.3023380862595368,0,0.2,128233,77,13,1.0,1748.7654713404481,False,0.05002059854803081,10,1.5870000000000002,110600,699,0,0.0,9738.481356713939,False,-0.06089738137432619,0.2625,570884,0.0,0.0,9,0,0,9,14,14.0,17,26,13,220.0,9.0,14,3,13,1411,2.7762946654111147,66.79457739181817
20,13,0,0,0,10.0,9,10.0,32.01765161542357,11,37.0,15.22816462675304,18,39.388888888888886,13.672933691910083,34,10.676470588235293,52.00000000000001,20,52.0,0,0.2,47863,0,0,0.0,0.0,False,0.014368973190632616,0,0.7220000000000002,51117,0,21,0.9,672.370683923895,False,0.09045640228805661,7,0.549,72924,0,0,0.0,0.0,False,0.024314188192659392,5,5.776000000000002,33651,140,0,0.0,4482.4712261592995,False,-0.49584600152993064,20,4.288,60721.0,285,0,0.0,4340.026918624617,False,-0.35074882612951463,14,5.056,63597.0,498,0,0.0,7583.625984123014,False,-0.3043160932819071,0,0.2,128461,82,13,1.0,1797.180562736627,False,0.05207178348014607,10,1.6770000000000005,110349,718,0,0.0,9817.16639079144,False,-0.06261877570698925,0.2375,568683,0.0,0.0,7,0,0,6,13,12.538461538461538,15,21,15,133.0,9.0,10,3,15,1017,1.539779031649232,68.3343564234674
21,15,0,0,0,10.0,13,10.0,32.01765161542357,0,,15.41159381230422,17,18.941176470588236,13.517247524316966,21,10.666666666666666,52.000000000000014,20,52.0,0,0.2,47863,0,0,0.0,0.0,False,0.014368973190632616,0,0.7220000000000002,50987,3,31,1.0,1022.5472000781306,False,0.09141196566788312,5,0.5920000000000001,72969,0,0,0.0,0.0,False,0.02494627280771986,12,5.891,33282,140,0,0.0,4482.4712261592995,False,-0.5010290953734265,12,4.388000000000001,60043.0,288,0,0.0,4438.539017943615,False,-0.3572396222761951,9,5.132000000000001,63030.0,512,0,0.0,7890.736031899761,False,-0.30858426485851864,0,0.2,128801,82,13,1.0,1784.4142969939915,False,0.054785064278544474,10,1.7670000000000001,110119,729,0,0.0,9854.073445227068,False,-0.06433926720224528,0.25,567094,0.0,0.0,7,0,0,7,12,12.0,17,24,20,184.0,6.0,13,2,20,650,1.5548567613586783,69.88921318482608
22,20,0,0,0,9.999999999999998,11,10.0,31.842954064795602,32,31.25,15.182251615784324,66,14.106060606060607,13.541868315965138,72,13.666666666666666,52.000000000000014,20,52.0,0,0.2,47863,0,0,0.0,0.0,False,0.014368973190632616,1,0.7320000000000002,51853,4,10,1.0,358.429540647956,False,0.1027278747551971,14,0.7270000000000001,72371,14,10,1.0,597.6238730649817,False,0.020743780098218877,52,6.399,30001,148,0,0.0,4712.7572015897495,False,-0.5454977511722379,25,4.626,58356.0,298,0,0.0,4524.310981503729,False,-0.37421252345224004,47,5.593000000000001,58987.0,568,0,0.0,8623.518917765496,False,-0.34653948755631175,0,0.2,129316,75,12,1.0,1639.6401236973857,False,0.058384801693670864,9,1.8470000000000002,109046,798,0,0.0,10806.41091614018,False,-0.069193250826955,0.375,557793,0.0,0.0,8,0,0,7,19,18.125,20,27,16,227.0,22.0,15,5,16,1378,1.5367455864325166,71.42595877125859
23,16,0,0,0,9.999999999999998,10,10.0,30.226744856899558,20,20.0,14.759186657632714,33,10.424242424242424,13.413924304052022,37,12.054054054054054,52.000000000000014,20,52.0,0,0.2,47863,0,0,0.0,0.0,False,0.014368973190632616,10,0.8310000000000002,51913,4,10,1.0,342.2674485689956,False,0.1038282022736992,0,0.7130000000000001,71971,24,20,1.0,1020.6256097182436,False,0.018096060074152192,33,6.677000000000002,28657,148,0,0.0,4473.558238821134,False,-0.5660559448343156,17,4.771000000000002,57104.0,321,0,0.0,4737.698917100101,False,-0.3860360137244877,20,5.746000000000001,58079.0,578,0,0.0,8530.80988811171,False,-0.3563917026019609,0,0.2,129471,78,14,1.0,1774.286095716058,False,0.060192937757574026,12,1.9580000000000004,108624,822,0,0.0,11026.245777930762,False,-0.07173139480496933,0.375,553682,0.0,0.0,5,0,0,4,15,14.5,19,23,18,183.0,36.0,12,4,18,516,1.5329490778967738,72.95890784915537
24,18,0,0,0,9.999999999999998,9,10.0,29.48798716448517,5,10.0,15.20366227021913,37,19.216216216216218,13.572829932445469,27,15.851851851851851,52.00000000000002,20,52.0,0,0.2,47863,0,0,0.0,0.0,False,0.014368973190632616,0,0.8210000000000002,51873,3,15,1.0,472.31980746727754,False,0.10435858649430205,4,0.7530000000000001,72453,19,10,1.0,712.3083788274095,False,0.02270102663764281,13,6.774000000000001,28241,148,0,0.0,4364.222100343805,False,-0.572667101398004,7,4.824000000000001,56054.0,358,0,0.0,5442.911092738449,False,-0.39323551316372735,20,5.926000000000002,57247.0,578,0,0.0,8787.716792186657,False,-0.36365471836545643,0,0.2,129811,72,16,1.0,1809.243755136074,False,0.06310028609650555,12,2.0660000000000007,108062,845,0,0.0,11469.041292916421,False,-0.07450148713405325,0.375,551604,0.0,0.0,6,0,0,8,9,8.166666666666668,20,28,13,218.0,6.0,16,2,13,556,1.5530496994033456,74.51195754855871
